Uniprot ID,Gene Name,Log2 Ratio L/H NormalizedWTday01,Log2 Ratio L/H NormalizedWTday06,Log2 Ratio L/H NormalizedWTday12,Log2 Ratio L/H NormalizedWTday17,Log2 Ratio L/H NormalizedWTday22,Log2 Ratio L/H NormalizedDAF2day01,Log2 Ratio L/H NormalizedDAF2day06,Log2 Ratio L/H NormalizedDAF2day12,Log2 Ratio L/H NormalizedDAF2day17,Log2 Ratio L/H NormalizedDAF2day22,Log2 Ratio L/H NormalizedDAF2day27,Log2 Ratio L/H NormalizedDAF16day01,Log2 Ratio L/H NormalizedDAF16day06,Log2 Ratio L/H NormalizedDAF16day12,Log2 Ratio L/H NormalizedDAF16day17,Log2 Ratio L/H NormalizedHSF1day01,Log2 Ratio L/H NormalizedHSF1day06,Log2 Ratio L/H NormalizedHSF1day12,Peptides WTday01,Peptides WTday06,Peptides WTday12,Peptides WTday17,Peptides WTday22,Peptides DAF2day01,Peptides DAF2day06,Peptides DAF2day12,Peptides DAF2day17,Peptides DAF2day22,Peptides DAF2day27,Peptides DAF16day01,Peptides DAF16day06,Peptides DAF16day12,Peptides DAF16day17,Peptides HSF1day01,Peptides HSF1day06,Peptides HSF1day12,Ratio Count WTday01,Ratio Count WTday06,Ratio Count WTday12,Ratio Count WTday17,Ratio Count WTday22,Ratio Count DAF2day01,Ratio Count DAF2day06,Ratio Count DAF2day12,Ratio Count DAF2day17,Ratio Count DAF2day22,Ratio Count DAF2day27,Ratio Count DAF16day01,Ratio Count DAF16day06,Ratio Count DAF16day12,Ratio Count DAF16day17,Ratio Count HSF1day01,Ratio Count HSF1day06,Ratio Count HSF1day12,log abs.LFQ WTday01,log abs.LFQ WTday06,log abs.LFQ WTday12,log abs.LFQ WTday17,log abs.LFQ WTday22,log abs.LFQ DAF2day01,log abs.LFQ DAF2day06,log abs.LFQ DAF2day12,log abs.LFQ DAF2day17,log abs.LFQ DAF2day22,log abs.LFQ DAF2day27,log abs.LFQ DAF16day01,log abs.LFQ DAF16day06,log abs.LFQ DAF16day12,log abs.LFQ DAF16day17,log abs.LFQ HSF1day01,log abs.LFQ HSF1day06,log abs.LFQ HSF1day12,Posterior Error Probability,Sequence Coverage (%),Sequence Length (Amino Acids)
O17762,ech-9,-1.807684643,-2.327342456,-1.476329838,-0.990737079,-1.693498109,0.160685337,-0.873734468,-0.413269114,-0.570851483,-1.079156207,-0.829768393,-1.026870865,-0.826029786,-0.673013615,0.667263428,-0.351515261,-0.208142647,-1.291249913,2,2,4,2,5,4,3,4,2,2,3,4,5,1,4,3,5,1,2,2,4,3,5,6,3,6,2,4,3,5,6,2,3,4,6,2,5.658059119,4.679555077,5.836216478,5.273973004,5.648155015,6.014100322,5.880161661,5.720407401,5.627109711,5.667994316,6.111699278,5.838943492,5.668981963,5.31609621,4.898769048,6.339610422,5.89974392,4.961169463,4.96E-53,21.9,434
O17766,lipl-7,-0.850399397,1.854022626,NA,1.035106075,NA,NA,NA,NA,-0.330214177,-0.179256247,-0.09328973,NA,NA,NA,1.696330289,NA,3.292934683,1.059825731,3,2,2,2,1,1,1,1,1,1,1,0,1,1,2,1,2,3,4,3,1,3,1,1,1,1,2,2,2,0,1,1,4,1,3,3,5.243856233,5.516588253,6.239774815,5.615802808,4.882843169,4.606735966,5.436258086,4.369568347,5.065617056,5.338077815,5.304296603,NA,4.87268643,4.844483389,5.833593294,4.512550993,5.716996074,5.937297178,5.22E-20,16.6,409
O17767,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.984502431,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,NA,NA,NA,NA,NA,5.155214539,4.483644343,NA,NA,NA,NA,5.168850904,NA,NA,NA,NA,NA,NA,5.77E-24,7.9,445
O17768,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.025059969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.785408143,NA,NA,1.49E-23,6.6,562
O17772,pes-7,0.039606913,0.023724359,0.02849875,-0.134089481,-0.09328973,-0.122738972,-0.402831302,-0.907352184,-0.887369295,-1.033229161,-0.990737079,-0.038155201,0.244753472,0.665546138,0.584609084,0.107228192,0.022742061,0.117865651,8,11,9,10,11,7,11,10,6,9,7,9,13,13,11,13,9,9,12,19,13,15,14,9,12,13,6,12,8,17,18,19,16,17,13,12,5.906162583,6.042299807,5.795636744,5.562471305,5.531644939,5.332822086,5.659202877,5.319813685,5.060848873,5.582381577,5.385338108,5.770388026,5.706760442,5.806410632,5.598484095,6.105442055,5.324755599,5.529584332,3.66E-175,20.8,1391
O17773,,-0.339137385,-0.436694888,-1.0721058,-1.756980563,NA,-1.397693455,-1.715937288,-2.753240822,NA,NA,NA,-0.676899239,-0.837216667,-0.784420225,-0.893828147,-0.593975179,-0.788184543,-1.121744855,3,2,3,3,0,2,2,2,1,1,1,3,2,2,3,2,2,2,4,3,3,3,0,3,2,2,1,1,1,4,3,3,3,5,3,3,5.601234047,5.242019365,5.287779343,4.922678757,NA,5.087284391,4.812144309,4.440499771,4.255272505,4.404012226,4.514866384,5.552643885,5.623796983,4.985278241,4.634799597,5.86168373,4.757874097,5.218377933,3.47E-10,16.4,250
O17776,ttr-21,-2.543174149,-1.677891557,-0.631337144,0.045490984,0.553595538,-1.841490128,-1.835196482,-1.68230361,-0.266756562,0.442045923,0.775243497,-2.202480412,-1.421963816,0.075367993,0.490577777,-1.927668941,-1.031748063,-0.542802827,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,3,3,3,4,4,4,5,7,4,5,3,3,5,8,4,6,5,8,5,6,6,6.347603193,6.13940677,6.443544601,6.40387516,6.877584409,6.166311681,6.579143112,6.273903666,7.016740927,7.071182156,7.463937759,5.729124275,6.223677616,6.164382601,6.273024434,6.506816098,6.61022352,6.729043235,1.31E-18,33.1,145
O17777,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.73E-13,4.6,460
O17781,,1.561025889,NA,0.54422434,1.136759285,1.462753639,1.041001466,1.069330778,1.606869401,1.710047528,1.925768606,1.917515398,-0.151599082,NA,0.648416897,0.823090055,NA,NA,0.827358878,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,2,4,1,4,3,3,3,3,3,4,4,3,3,1,3,2,1,1,3,6.078311787,4.700798871,5.645481219,5.843942522,5.670978339,5.388012343,5.800936919,5.455773409,6.018783689,6.311626732,6.182043546,5.496140563,5.071550639,5.669632954,5.197859232,5.275150048,4.867973968,5.33651977,5.29E-51,5.6,846
O17785,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,5.430494305,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.653395844,NA,NA,NA,NA,0.00019426,3,537
O17805,col-98,NA,NA,NA,-1.296662968,NA,-0.044603951,NA,NA,NA,NA,NA,-1.839475921,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,2,1,4,1,1,1,1,0,2,0,0,1,1,1,0,5.230525555,5.699855063,5.577204473,5.079687628,5.393890939,6.64830145,6.031287249,5.719439018,6.109004508,5.931315456,NA,5.56283985,NA,NA,5.281533314,6.17368149,6.065990289,NA,2.02E-10,13.4,305
O17806,cyp-13a11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,4.368007805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.84E-77,4.6,517
O17811,F15A4.10,NA,NA,NA,1.286233812,NA,NA,NA,NA,NA,NA,2.331771928,NA,NA,1.062836427,NA,NA,NA,NA,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,2,1,0,0,1,0,0,2,0,1,2,0,0,0,1,NA,NA,NA,5.419526196,4.460822699,NA,NA,5.030478281,NA,NA,5.620604465,NA,4.064008487,5.299311135,NA,NA,NA,4.88869607,2.19E-05,32.9,79
O17815,,NA,NA,NA,-0.720628698,NA,NA,NA,NA,NA,NA,NA,0.085864139,NA,NA,-0.795101958,-0.563255771,NA,NA,1,1,1,2,1,1,1,1,0,1,0,3,1,0,2,1,1,1,1,1,1,2,1,1,1,1,0,1,0,4,1,0,3,2,1,1,5.27140012,4.972512938,5.895671117,4.609380944,4.935330892,5.061414778,5.122739993,4.93540649,NA,4.865109899,NA,5.746743148,4.123557658,NA,4.793699606,5.331062701,5.027920136,5.115044395,9.45E-37,38.5,143
O17825;Q1ZXS7,,NA,-0.618238656,1.189384153,NA,NA,NA,NA,0.913759724,0.548796802,0.784632028,NA,NA,NA,NA,NA,NA,NA,NA,0,2,3,0,1,1,1,2,2,1,1,0,0,1,1,0,1,1,0,2,3,0,1,1,1,3,3,2,1,0,0,1,1,0,1,1,NA,5.194736289,6.427713259,NA,5.359285154,5.167524092,5.471365065,5.685006846,5.823741505,6.156518865,5.94356376,NA,NA,5.17301135,5.07397482,NA,5.105067149,4.747590461,4.23E-39,13,431
O17829,,1.092032594,NA,NA,NA,0.220815936,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999221155,NA,NA,NA,2,0,1,0,1,0,1,1,0,1,0,2,1,1,2,2,0,1,2,0,1,0,2,0,1,1,0,1,0,1,1,1,2,1,0,1,5.688375322,NA,5.710438946,NA,5.436846162,NA,5.203549597,5.05388479,NA,5.344097404,NA,4.850162055,4.749156354,5.100336076,4.618926262,5.994633848,NA,5.566048398,1.89E-44,28.7,310
O17836;Q3S1I8;B7WNA0;O17835,pyk-1,-0.683022665,0.367340914,0.376301665,0.37751939,0.215680292,-0.177343788,0.647625642,0.868858341,0.807932116,0.740697379,0.643157554,-0.52326084,0.581842442,0.296810685,0.268139025,-0.49015934,0.310056803,0.309860072,7,8,5,5,8,6,7,7,8,6,5,5,8,4,6,7,7,7,12,16,9,9,14,13,13,14,17,11,10,9,12,10,11,15,14,12,7.525563058,7.36253902,7.176264942,6.848823155,7.243137305,7.26810973,7.636918968,7.547910017,7.577916695,7.80881168,7.85431819,7.330474651,7.591932329,7.467060268,7.037745129,7.576249182,7.09565744,7.249467414,9.57E-241,42,562
O17838,,NA,NA,0.384207069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,NA,4.997124156,4.92049378,NA,NA,NA,4.372249014,NA,4.142733511,NA,NA,NA,NA,NA,NA,NA,4.903024838,NA,3.99E-35,5.2,752
O17839,mrpl-54,0.575421835,-0.202887833,-0.314638527,-0.104605043,-0.11209958,0.095388739,-0.375400929,-0.441589712,-0.465817783,-0.711054322,-0.61022759,0.386336342,-0.208642109,-0.552573811,-0.544485386,0.398075332,-0.236584458,-0.255319441,4,4,4,4,4,4,3,4,4,4,3,5,5,4,4,5,5,4,4,5,3,5,6,6,6,6,5,6,3,10,7,4,5,7,6,6,6.548389418,5.957214473,5.975679906,6.235174807,6.35890521,6.599282501,6.365225832,6.193986763,6.008131562,6.578650669,6.527900445,7.002122846,6.446956348,5.981102495,5.925575064,7.159747611,5.983540592,6.31825121,3.64E-63,67.7,133
O17849,fbxa-95,0.620600837,1.254495885,NA,NA,NA,NA,NA,0.891214627,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.554781825,2,3,1,0,0,1,0,2,0,0,0,0,0,0,0,1,1,2,2,3,1,0,0,1,0,2,0,0,0,0,0,0,0,1,1,2,5.145413965,4.978988074,4.058312121,NA,NA,4.666012257,NA,4.683281242,NA,NA,NA,NA,NA,NA,NA,4.700392159,3.97272109,4.843961183,1.78E-14,15.6,321
O17850,atx-3,-1.241352086,NA,0.155791129,0.17900825,1.633031603,NA,NA,0.501381484,0.581993606,-2.097914135,0.696003046,NA,-0.726744042,0.07224005,0.149552594,NA,-0.176960992,0.457890562,2,1,2,3,2,1,3,3,3,2,2,1,3,4,3,2,3,2,3,1,2,3,2,1,1,4,3,2,4,1,3,5,3,1,3,2,5.501182546,4.848700113,5.433513821,5.592221184,6.197059908,5.203875623,5.273140224,5.831364189,6.014436528,5.80762296,5.985206352,4.932534643,5.447762521,5.483173486,4.97402324,5.69251204,5.381908906,5.339371929,4.09E-48,22.1,317
O17851,cyp-37b1,-0.084472517,-0.307894776,-1.11629821,-2.021657388,NA,-1.603549201,0.072604121,-1.571385572,-2.29581117,NA,NA,NA,-1.236890548,-0.47518867,-0.820812077,-1.268973282,-0.884089909,NA,5,3,2,2,1,2,2,1,2,1,0,2,3,1,2,3,3,1,5,3,2,2,1,2,3,2,2,0,0,1,3,2,2,3,3,1,5.564677898,4.646903416,4.663861048,3.905401869,3.630244761,4.367057591,5.130687494,4.039017322,4.516760065,NA,NA,3.628593256,4.664933288,4.02019549,4.12110003,4.800806402,4.310119537,3.743203926,6.31E-18,11.6,509
O17860;B7WNA1,,0.929253478,1.392743081,1.587316012,1.607045184,1.894643749,2.137393883,2.259875479,1.413730048,0.965671579,0.634307463,0.296367693,0.052984746,1.067334052,1.229754491,1.236877418,-0.761795872,2.066306513,3.078502733,5,5,5,6,7,8,7,8,5,4,4,3,5,4,5,4,6,8,7,9,8,8,9,14,13,9,7,6,4,3,6,4,6,4,10,13,6.552850654,6.389821463,6.667256776,6.357324883,6.46746011,6.704407927,6.989818989,6.413936486,6.429816854,6.201479059,6.222170009,5.853570459,6.225541877,6.022387126,5.629277048,6.559140251,6.62329065,6.932803419,4.09E-119,50.4,226
O17861,F37H8.5,-0.998845382,0.104743918,1.33482556,1.487297773,1.313082692,-0.275722256,0.577185732,0.949477407,0.617963632,0.38984802,0.2550295,-1.247806018,0.620379038,1.340185018,1.347435493,-1.547104291,0.660885425,0.858122567,9,10,11,10,10,8,10,10,10,10,10,11,9,10,9,9,9,10,17,18,25,24,21,17,24,24,21,20,19,20,23,26,24,13,16,21,7.316871567,7.125220936,7.758328911,7.381566296,7.452062577,6.919172267,7.512190599,7.407781679,7.399102361,7.545764679,7.651772131,6.824516328,7.279735367,7.289410561,7.177449921,6.898736148,6.995626421,7.308628433,3.03E-168,54.9,277
O17869,ccnk-1,-0.315102453,-0.286053134,-0.197739606,NA,NA,-0.627606838,-0.412402175,-0.284277218,-0.23878686,-0.375067242,NA,NA,0.903090497,NA,NA,-0.455544225,NA,NA,2,2,2,1,1,3,2,2,2,2,2,1,2,1,2,2,1,1,2,2,2,1,1,3,3,2,2,2,1,1,2,1,1,2,1,1,5.65640488,5.093876755,5.339530939,5.246030551,5.045127307,5.576433498,5.853649549,5.357934847,5.399569894,5.613905218,5.147583582,5.113676012,5.297629218,4.782486957,5.376522211,5.579143112,4.54853682,5.262308675,1.60E-46,38.5,252
O17890,,-1.512783121,-0.482125464,0.713331725,0.805887726,0.917270165,-0.643763854,0.411502422,0.736749206,1.09480316,1.170556319,NA,NA,NA,NA,1.074577775,-1.293076147,0.096637739,0.915663554,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,3,4,5,2,2,2,2,2,3,2,1,0,0,1,2,3,3,3,6.252731703,6.846269055,8.064195836,6.195595263,6.745191942,6.422228598,7.08561163,7.06288269,7.310565872,7.283753383,6.999791489,NA,NA,5.808885867,6.315718508,7.136752266,6.944660302,7.122346966,1.41E-25,14.5,145
O17891,,-2.722619029,-0.480265122,1.911804116,3.122679788,3.829162222,-3.069753715,-0.45691126,1.681492258,2.675396745,3.215445764,3.938563869,-4.685996196,-0.356481902,1.103115935,2.047576967,-2.454123239,0.341975937,1.673324602,6,7,7,8,8,5,6,7,8,7,9,4,7,8,9,6,7,7,15,20,30,28,34,13,24,27,33,39,38,11,23,27,32,15,21,26,6.961240694,7.002122846,8.181986424,8.1570637,8.231979027,6.369364309,7.266255222,7.730386548,8.257486579,8.563029944,8.703188167,5.899568823,7.280692164,7.503736223,7.638718823,6.744558956,7.237418056,7.720696669,0,54.5,220
O17892,,0.985758984,-0.089904868,-1.599317794,-1.616451803,-1.803061675,1.036407506,0.085389556,-0.667210912,-1.147502084,-1.276913483,-1.061637969,1.431247944,-0.057138304,-0.957097397,-0.655351829,1.287324989,-0.508022917,-0.886589165,27,23,17,16,17,29,28,21,21,16,15,31,26,21,16,26,14,19,44,32,21,21,19,43,33,25,23,17,17,49,39,25,21,43,25,22,6.903610828,6.126358727,5.782458291,5.433321712,5.721068302,6.55911628,6.342047446,5.971605157,5.921738484,6.056218581,5.978367712,6.691991583,6.101575246,5.699759702,5.471394404,7.006423253,5.966840736,5.882365135,0,50,1358
O17893,,-4.989502361,-0.144437998,0.499279515,0.968322504,1.131376443,-4.176163174,-0.415217825,-0.664118707,-0.614756952,0.047487506,0.217708869,-4.474241334,-0.520346812,0.216685841,0.557900479,-4.432224514,0.327945846,0.722158042,2,6,7,6,6,3,5,5,5,5,6,3,5,6,6,2,6,5,3,12,14,11,14,3,8,7,8,10,11,3,12,14,14,2,6,9,5.309374625,6.851264465,7.170555059,7.356178886,7.449138853,4.996673627,6.697804533,6.642810631,6.602569988,7.305114808,7.666471179,5.195179842,7.067814511,7.04602667,6.997469391,5.645363311,6.767497228,7.198272098,4.05E-166,70.1,231
O17895,haf-3,-0.109159939,NA,0.061480836,0.146275757,NA,NA,0.020633114,NA,NA,0.05123471,0.122962549,-0.470823163,-0.254594043,-0.500292177,2.785576737,-0.42234066,NA,NA,4,1,3,3,0,1,2,0,1,2,2,3,2,2,2,3,1,1,5,1,4,4,0,1,2,0,1,2,2,4,3,3,2,4,1,1,5.720026927,4.782236063,5.731282476,5.377997948,NA,4.527655674,5.324364778,NA,5.073204956,5.246203042,4.974272143,5.37165884,5.150387977,5.213119139,6.064981822,5.624653305,4.103290472,4.111766433,3.70E-67,20.4,666
O17901,F59E10.3,0.075504805,-0.195851509,-0.129085148,-0.023610215,-0.051441711,0.166486471,-0.076148597,-0.138683428,-0.365580566,-0.230080016,-0.067914014,0.222885426,-0.09936254,-0.118093889,-0.256769143,-0.056583528,-0.069289713,0.082423123,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,9,11,10,7,8,7,8,8,10,7,10,11,9,10,9,10,7,7.726499002,6.845470133,7.54466324,6.679736699,6.954310061,7.089410511,7.217668151,7.0309234,7.181986424,7.140853581,7.449493827,6.782135664,6.679118874,6.529802374,6.497261466,7.576629248,6.723677278,7.080770747,1.24E-35,25.5,184
O17907,ctg-1,-0.382501257,-0.220329955,-0.079429315,0.08095745,-0.020057652,0.129165803,0.29982665,0.361453453,0.735043282,0.838924969,0.791108225,0.212400373,0.106435865,0.470388915,0.194080243,-0.080657663,-0.00028851,0.096761155,6,6,6,6,3,4,6,5,6,6,3,5,7,7,5,5,6,3,9,7,8,7,3,4,6,5,7,7,3,9,11,10,7,7,6,3,6.851191058,6.297716751,6.432600545,6.337159645,6.267617532,6.657915937,6.834179008,6.672550397,6.859030161,6.885140624,6.976927431,6.601451553,6.605466664,6.310990527,6.029911105,6.751371497,6.150633654,6.418781733,2.67E-42,20.1,383
O17909,chd-1,-0.115432826,-0.907198338,-0.49067281,-0.877116001,-0.6332917,NA,-0.674460652,-1.328951324,-1.306320576,-1.030336078,-0.564719594,-0.412944073,-1.057068969,-0.584577731,-0.28036249,-0.304511042,-1.064124065,-0.109159939,7,5,4,2,5,1,4,3,3,2,3,9,6,6,4,3,4,3,6,6,5,2,3,1,4,3,3,2,3,10,7,7,5,3,4,3,6.281056105,4.268905441,6.000390689,3.552266582,4.810501348,3.058957179,4.584579968,3.864036183,4.138523737,5.816870736,6.706666585,5.127720153,5.274527304,5.144760961,5.298263433,6.364062961,5.463355385,6.151185918,2.39E-54,15.5,1461
O17915,ran-1,-0.414568547,-0.236094579,-0.095991913,0.148912627,0.393614628,-0.642655368,-0.365356597,-0.168642036,0.049247927,0.050278322,0.052700407,-0.588132944,-0.467070757,-0.035483152,0.242857245,-0.314638527,-0.214746523,0.056881331,4,3,4,5,4,4,4,4,4,4,4,5,5,5,6,5,4,3,15,14,17,16,16,17,15,15,16,21,17,19,17,19,20,20,16,13,7.783439036,7.289611246,7.774750473,7.395570997,7.588798145,7.233427651,7.551413399,7.454219636,7.630458386,7.731137316,7.862959805,7.266066982,7.309672743,7.275219187,7.033986365,7.872948356,7.234745001,7.464638559,7.08E-95,65.6,215
O17919,K01G5.5,0.239378775,-0.024035935,-0.182819402,-0.304277388,-0.389456678,-0.418567779,-0.474358163,-0.764940573,-0.937645707,-1.00913215,-0.783414745,0.269233984,-0.136716384,-0.206393169,0.086844418,0.246549496,0.05072655,-0.067501049,15,15,15,13,13,16,16,14,13,13,13,16,14,16,13,15,14,15,48,44,42,34,38,41,45,38,37,44,46,46,51,50,43,44,47,40,7.570274341,7.025223915,7.245685364,6.832144719,6.995679061,7.02820512,7.22680605,6.930531337,6.945891841,7.162803292,7.116275588,7.255875273,7.123165371,6.922886278,6.708318901,7.55735078,7.036948112,7.179005708,0,63.8,445
O17921,tbb-1,-0.443924858,-0.206518202,-0.079019633,0.030074091,0.07295311,-0.409037857,-0.140909507,0.027572018,0.072300722,0.117364775,0.327529398,-0.561203921,-0.305211776,-0.040401515,0.129071137,-0.564426949,-0.157690514,0.037029057,11,10,10,11,10,9,10,10,12,12,10,9,10,11,10,9,10,10,69,68,69,64,78,68,93,86,89,100,71,66,81,74,73,81,58,65,8.55698959,8.027064062,8.244722323,8.03530964,8.030194785,7.914083878,8.272978109,8.123132664,8.086751231,8.505746723,8.369864958,8.064794811,8.010384771,8.012795058,7.811802817,8.363724769,7.921353475,8.029870564,0,59.2,449
O17939,aipl-1,-1.056583528,-0.162596766,0.585041851,0.241509195,0.527366667,-0.774165052,0.245078301,0.406273352,0.603621273,0.459000678,0.595576403,-1.010493419,-0.357946053,0.052431086,0.124062704,-0.97217797,-0.36960607,0.026704664,8,9,10,9,12,9,13,11,13,13,11,9,8,9,8,5,9,9,9,12,12,11,17,10,19,16,20,23,16,14,15,14,11,7,13,9,6.245685364,6.287219295,6.333406967,6.781568696,7.014268457,6.085004999,6.362595558,7.221466402,6.424767334,6.738066715,6.730645023,6.980721296,6.931055937,6.854129859,5.962355127,6.39359275,6.138239523,6.31567652,0,63,600
O17944;Q564S2,,0.195797717,0.163219454,0.064117878,0.477200992,0.199255376,-0.066399229,-0.701238528,-0.134746655,-0.072586047,0.112942706,0.13352717,0.648416897,0.002396864,-0.052415894,0.733579238,0.803946977,0.21291864,0.187805748,6,4,5,5,6,5,5,8,5,7,4,7,5,5,4,7,7,4,10,5,8,8,8,6,8,10,7,10,6,9,7,7,6,12,10,5,6.125513796,5.051615523,5.745605619,5.877946952,5.45348652,5.043755127,5.310119537,5.510035354,5.433001341,6.022428371,5.790334433,5.969122245,5.554331647,5.292145268,5.397470717,6.258062312,5.309012349,5.095483186,1.87E-96,18.6,894
O17953;D3YT81,dld-1,-0.216610069,-0.003746139,0.12007471,0.025661591,-0.011352507,-0.198619873,0.210880085,0.113067526,0.163170989,0.24687473,0.195417715,-0.373509016,0.159186332,0.098181207,-0.20851726,-0.329525485,0.072027717,0.013217744,10,7,7,8,7,9,8,9,8,8,6,7,8,9,6,8,7,7,27,21,25,23,22,19,27,29,23,23,22,27,31,27,22,24,16,21,7.80887238,7.118330874,7.670468511,7.291790506,7.262023705,7.209246849,7.554743484,7.349607738,7.585596073,7.744316458,7.620510824,7.304339705,7.449555532,7.247113642,6.746743148,7.879428501,6.959065254,7.167435494,0,50.1,495
O17954;G3MU72;D3YT80,,-0.243059706,-0.022900402,0.283088099,-0.063917054,-0.028852006,0.232260464,0.855483689,-0.47902356,-1.280718814,-1.68212379,-2.071865617,-0.336626166,0.379770202,0.480619131,0.298619508,-0.257493448,-0.354000719,-0.020057652,3,3,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,4,4,5,4,3,4,3,4,5,4,5,3,3,3,6.942945117,6.671543085,6.938909815,6.852449494,6.706717782,6.769177859,6.785970125,6.468480257,6.187605315,6.473355567,6.42372088,6.715276127,7.006893708,6.994317153,6.718833718,6.92727795,6.660504997,6.987335503,1.50E-31,31.6,272
O17966-2;O17966,top-1,-0.338338835,-0.382169209,-0.651683181,-0.525267092,-0.265556916,-0.41705586,-0.153545952,-0.430392334,-0.374733478,-0.510860674,-0.650488859,-0.259905175,-1.249991368,-0.702391584,-0.443076151,-0.180911663,-0.343123519,-0.44615034,10,11,10,7,8,9,9,9,6,8,4,9,10,10,7,10,10,7,17,17,15,14,12,12,12,13,8,15,5,17,17,15,8,16,13,10,6.713263676,5.96425963,6.395064164,5.835379797,5.947899138,6.177796133,6.419707981,6.193958978,6.38921926,6.369549802,6.124112792,6.086217416,5.928488028,5.711571044,5.661282504,6.651297402,5.864997314,6.055836851,5.83E-145,31.2,734
O17974,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.900967624,NA,5.39E-08,15.3,170
O17982;O17981,arrd-13;arrd-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,0,0,0,0,1,1,1,1,0,0,0,2,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5.673564587,NA,5.691691376,5.048558325,NA,NA,NA,NA,NA,4.942037832,NA,5.146314122,NA,NA,NA,5.456563395,NA,NA,1.62E-19,14.1,460
O17983,arrd-14,-0.104605043,-0.076695902,-0.056167306,0.270764842,0.541030118,0.444497935,-0.678883193,-0.219834524,0.36557401,0.311273558,0.627894829,0.102666625,-0.358733827,-0.025028794,0.085313025,0.200581078,-0.24902051,-0.028993412,5,6,5,5,3,5,4,4,4,4,5,5,5,5,5,7,4,4,5,6,4,5,3,4,3,3,4,4,4,6,6,6,6,7,4,3,6.20379414,5.968137243,6.06325828,6.041274225,5.89438807,6.385874274,5.703471938,6.015401674,5.881453134,6.350654979,6.541554284,6.26218996,5.978700811,6.070776463,5.702602841,6.667751719,5.749202779,6.189490314,2.23E-44,23.9,356
