N. furzeri Protein Id	Human
XP_015822416.1	PSMD3
XP_015802614.1	CCM2
XP_015816331.1	KLHL9
XP_015826913.1	NOG
XP_015817573.1	NOG
XP_015832634.1	NOG
XP_015818851.1	NOG
XP_015825683.1	GPATCH2L
XP_015811185.1	MYCL
XP_015825966.1	MYCL
XP_015821328.1	PLA1A
XP_015813771.1	ASPN
XP_015831054.1	BRAP
XP_015813100.1	TADA1
XP_015820384.1	PTPN5
XP_015797826.1	RPA3
XP_015825313.1	KCNK10
XP_015816714.1	KCNK10
XP_015808685.1	TMPO
XP_015819504.1	TMPO
XP_015806963.1	EGLN2
XP_015810706.1	TAGLN3
XP_015827857.1	NKX3-1
XP_015821404.1	TSN
XP_015808910.1	GPALPP1
XP_015827949.1	
XP_015831478.1	TYSND1
XP_015826135.1	PRKACB
XP_015829231.1	
XP_015798187.1	RGS3
XP_015815933.1	RGS3
XP_015798643.1	PRL
XP_015829967.1	PRL
XP_015813146.1	AKAP14
XP_015828676.1	SLC20A2
XP_015828918.1	INTS3
XP_015822893.1	AMT
XP_015799736.1	CXCL9
XP_015799476.1	MEMO1
XP_015821376.1	PDCL3
XP_015804446.1	ZNF160
XP_015797810.1	GPC1
XP_015812497.1	GPC1
XP_015811618.1	APOL6
XP_015825592.1	ASPG
XP_015818122.1	NEUROD2
XP_015804383.1	NEUROD2
XP_015800920.1	BAIAP2L2
XP_015805983.1	ABCB1
XP_015817527.1	USP6NL
XP_015820350.1	USP6NL
XP_015808789.1	USP6NL
XP_015798254.1	BTN3A3
XP_015796895.1	BTN3A3
XP_015813269.1	BTN3A3
XP_015829691.1	EXT1
XP_015828945.1	EXT1
XP_015803072.1	EXT1
XP_015804656.1	EXT1
XP_015819533.1	NRCAM
XP_015813158.1	NRCAM
XP_015798208.1	MPZL2
XP_015816490.1	MPZL2
XP_015796734.1	MPZL2
XP_015830153.1	
XP_015832594.1	KCNK1
XP_015818431.1	KCNK1
XP_015819205.1	TNFRSF13B
XP_015808882.1	DCUN1D2
XP_015818475.1	HMX3
XP_015827022.1	HMX3
XP_015802399.1	HMX3
XP_015800311.1	HMX3
XP_015827312.1	PPP6C
XP_015798820.1	PPP6C
XP_015807320.1	TUBD1
XP_015831210.1	GORAB
XP_015797077.1	GALC
XP_015798241.1	GALC
XP_015796236.1	GALC
XP_015828231.1	GOLM1
XP_015814986.1	TRIM32
XP_015821047.1	TRIM32
XP_015798261.1	TRIM32
XP_015814987.1	TRIM32
XP_015806178.1	SAE1
XP_015806397.1	SAE1
XP_015810878.1	SAE1
XP_015817340.1	ABCC9
XP_015808243.1	RNF4
XP_015830478.1	CDCA8
XP_015818442.1	CREBL2
XP_015817330.1	PRG4
XP_015814140.1	PRG4
XP_015812747.1	PRG4
XP_015826421.1	PRG4
XP_015822532.1	SLITRK4
XP_015797896.1	SCTR
XP_015816191.1	BUD13
XP_015814723.1	COX14
XP_015814593.1	COX14
XP_015824293.1	UXT
XP_015827389.1	IER3IP1
XP_015831865.1	IER3IP1
XP_015809211.1	WDHD1
XP_015808377.1	SPON1
XP_015820726.1	SPON1
XP_015815931.1	
XP_015810444.1	RP11-468E2.1
XP_015797872.1	RHOQ
XP_015832459.1	CRB1
XP_015832115.1	CRB1
XP_015826375.1	CRB1
XP_015829888.1	CRB1
XP_015802573.1	RFX6
XP_015821179.1	NOCT
XP_015831642.1	NOCT
XP_015829707.1	FAM135B
XP_015829225.1	LIX1L
XP_015799934.1	GPR75
XP_015797638.1	MLANA
XP_015804191.1	GOSR2
XP_015823467.1	UBE2T
XP_015814599.1	
XP_015818964.1	KCNJ12
XP_015801377.1	KCNJ12
XP_015809902.1	KCNJ12
XP_015800756.1	KCNJ12
XP_015824226.1	TAF13
XP_015801153.1	TBC1D16
XP_015812273.1	EXOSC4
XP_015806464.1	OR2T6
XP_015820562.1	DNAJB14
XP_015816244.1	DNAJB14
XP_015818571.1	DNAJC7
XP_015830143.1	DNAJC7
XP_015812142.1	NPC1
XP_015814053.1	ADIPOR2
XP_015809553.1	CNEP1R1
XP_015832596.1	PUS1
XP_015816676.1	ASPA
XP_015799238.1	ASPA
XP_015818598.1	BECN1
XP_015811076.1	EIF5AL1
XP_015802410.1	EIF5AL1
XP_015807094.1	METTL16
XP_015824916.1	BAZ1A
XP_015830041.1	FAM175A
XP_015826637.1	RGS2
XP_015809870.1	TMEM246
XP_015810267.1	DSEL
XP_015829836.1	
XP_015811615.1	TEP1
XP_015798740.1	AGPAT1
XP_015826354.1	ARRDC2
XP_015807111.1	SARM1
XP_015810355.1	SERPINB6
XP_015824010.1	ANGPTL7
XP_015831849.1	SUGCT
XP_015797483.1	GLIS3
XP_015810273.1	C8orf88
XP_015810221.1	DNAJC13
XP_015802016.1	
XP_015828295.1	ATOH1
XP_015826923.1	ATOH1
XP_015802233.1	LRRN4
XP_015816335.1	LRRN4
XP_015817492.1	CAPN5
XP_015802355.1	CAPN5
XP_015816313.1	CAPN5
XP_015806162.1	CAPN5
XP_015799462.1	GPATCH11
XP_015817560.1	RAB32
XP_015816801.1	RAB32
XP_015802732.1	RAB32
XP_015804287.1	UBTF
XP_015811951.1	UBTF
XP_015818670.1	UBTF
XP_015799686.1	
XP_015817292.1	MDM2
XP_015815036.1	CCDC59
XP_015829882.1	PIP5KL1
XP_015805302.1	ARL4A
XP_015817403.1	LIG3
XP_015812163.1	PTH1R
XP_015818688.1	PTH1R
XP_015812866.1	TMEM168
XP_015819398.1	TMEM168
XP_015822158.1	PFKL
XP_015807945.1	FDX1
XP_015801273.1	DHPS
XP_015831605.1	CASKIN1
XP_015830488.1	CASKIN1
XP_015796812.1	CASKIN1
XP_015830694.1	CASKIN1
XP_015820042.1	CASKIN1
XP_015826723.1	STIL
XP_015811690.1	CC2D1B
XP_015800284.1	BICC1
XP_015800662.1	BICC1
XP_015827333.1	PRDM9
XP_015811657.1	ST6GALNAC3
XP_015798544.1	ST6GALNAC3
XP_015820593.1	SYCP3
XP_015803582.1	MGAT2
XP_015803818.1	MGAT2
XP_015801434.1	XYLT2
XP_015826291.1	XYLT2
XP_015825562.1	MRPL35
XP_015826694.1	EXOC2
XP_015815540.1	OR1F1
XP_015820767.1	BTBD10
XP_015808547.1	BTBD10
XP_015819895.1	ISLR2
XP_015809229.1	ISLR2
XP_015816469.1	CWC15
XP_015828871.1	
XP_015810423.1	RAMP3
XP_015817682.1	RAMP3
XP_015824780.1	MIPOL1
XP_015816923.1	BOD1
XP_015815536.1	OR4M1
XP_015805177.1	CHTOP
XP_015811220.1	CHTOP
XP_015828986.1	SORCS3
XP_015800366.1	SORCS3
XP_015819905.1	COMMD4
XP_015802955.1	DUSP10
XP_015816703.1	DUSP10
XP_015805086.1	SIGLEC15
XP_015800539.1	CYCS
XP_015821935.1	CYCS
XP_015802113.1	MPP4
XP_015830114.1	MPP4
XP_015813559.1	NR4A2
XP_015822107.1	NR4A2
XP_015798751.1	MFSD14A
XP_015796921.1	MFSD14A
XP_015819898.1	MAN2C1
XP_015806303.1	RP11-514O12.4
XP_015815572.1	OR11L1
XP_015828223.1	NDC80
XP_015805227.1	BOLA1
XP_015811393.1	DNAH3
XP_015816917.1	UCP2
XP_015806462.1	UCP2
XP_015797646.1	SPTSSA
XP_015806528.1	SPTSSA
XP_015800547.1	PDXK
XP_015822309.1	PDXK
XP_015808563.1	IPO7
XP_015813052.1	XKR4
XP_015805816.1	CTBP1
XP_015799283.1	CTBP1
XP_015800376.1	SLK
XP_015804371.1	ITGB3
XP_015818605.1	ITGB3
XP_015822371.1	SLC27A6
XP_015800510.1	PNO1
XP_015812437.1	THAP4
XP_015802258.1	THAP4
XP_015826582.1	THAP4
XP_015822973.1	THAP4
XP_015803647.1	NAPB
XP_015800531.1	NAPB
XP_015831755.1	ZNF728
XP_015828369.1	FBXL17
XP_015821226.1	IDH1
XP_015819936.1	BNIP2
XP_015810764.1	
XP_015804874.1	ENY2
XP_015808186.1	SQSTM1
XP_015799922.1	EYS
XP_015799657.1	EYS
XP_015799921.1	EYS
XP_015811208.1	EPB41
XP_015804483.1	EPB41
XP_015807480.1	SPARC
XP_015800259.1	SPARC
XP_015800823.1	CSNK1E
XP_015819166.1	CSNK1E
XP_015801817.1	MICU3
XP_015823353.1	MICU3
XP_015832505.1	HOOK3
XP_015827515.1	KIAA1671
XP_015823823.1	CACNA1A
XP_015801307.1	CACNA1A
XP_015823963.1	CACNA1A
XP_015830640.1	CADPS
XP_015814356.1	CADPS
XP_015798205.1	CADPS
XP_015797181.1	CADPS
XP_015796735.1	CADPS
XP_015832405.1	CADPS
XP_015828861.1	CADPS
XP_015811861.1	APOD
XP_015810959.1	APOD
XP_015811860.1	APOD
XP_015801846.1	TNFSF10
XP_015825115.1	TNFSF10
XP_015811027.1	TNFSF10
XP_015798317.1	ZNF462
XP_015828730.1	ZNF462
XP_015822174.1	PRMT2
XP_015806778.1	MAML2
XP_015808111.1	MDH1B
XP_015822931.1	TTC34
XP_015810760.1	TERF1
XP_015811267.1	ABCF1
XP_015825782.1	KCNIP2
XP_015799803.1	KCNIP2
XP_015813425.1	F10
XP_015801103.1	F10
XP_015815245.1	IKZF4
XP_015823375.1	IKZF4
XP_015828323.1	SMIM15
XP_015798582.1	PPWD1
XP_015827551.1	CXADR
XP_015815632.1	CXADR
XP_015809971.1	IRF2BP2
XP_015806199.1	IRF2BP2
XP_015799455.1	IRF2BP2
XP_015820832.1	CHST6
XP_015820828.1	CHST6
XP_015820833.1	CHST6
XP_015820831.1	CHST6
XP_015810385.1	PFKFB3
XP_015830743.1	PLXNB1
XP_015832472.1	PLXNB1
XP_015824093.1	PLXNB1
XP_015798777.1	APC
XP_015830403.1	LHX2
XP_015810924.1	YME1L1
XP_015813001.1	YME1L1
XP_015831408.1	UBXN11
XP_015807918.1	NEUROG1
XP_015825763.1	JUP
XP_015810315.1	STEAP2
XP_015812424.1	CDC20
XP_015825665.1	ZC2HC1C
XP_015804164.1	CNTNAP1
XP_015797636.1	CFAP20
XP_015812202.1	AGAP3
XP_015816984.1	CAMLG
XP_015823063.1	FOXJ3
XP_015814499.1	FOXJ3
XP_015797175.1	PRDM10
XP_015800019.1	CCDC185
XP_015821440.1	ITGA4
XP_015824921.1	CFL2
XP_015799644.1	CFL2
XP_015804036.1	CFL2
XP_015804818.1	FBXO43
XP_015803413.1	SERPINA10
XP_015825579.1	SERPINA10
XP_015826150.1	CTBS
XP_015804001.1	CDC37
XP_015810589.1	ARNTL2
XP_015815229.1	OS9
XP_015807847.1	
XP_015816775.1	POU4F3
XP_015817432.1	POU4F3
XP_015808905.1	POU4F3
XP_015801649.1	PPM1K
XP_015820947.1	PPM1K
XP_015805951.1	GEM
XP_015813957.1	GEM
XP_015832837.1	AMMECR1
XP_015830575.1	BAALC
XP_015829291.1	BAALC
XP_015804997.1	ASCC3
XP_015824040.1	TMEM240
XP_015810735.1	SULF1
XP_015797411.1	SLC7A1
XP_015806820.1	SLC7A1
XP_015817188.1	SLC7A1
XP_015830533.1	PCSK7
XP_015827418.1	ADD2
XP_015832559.1	PMS1
XP_015809547.1	FOXR2
XP_015800741.1	GRB2
XP_015798691.1	FAM132A
XP_015809331.1	HCFC2
XP_015828417.1	FBXO48
XP_015809610.1	RPS3A
XP_015806371.1	POLR2D
XP_015808660.1	CCNB2
XP_015830334.1	CCNB2
XP_015823841.1	GID8
XP_015823587.1	GID8
XP_015817413.1	GTF2IRD1
XP_015799119.1	IRF2
XP_015822938.1	IRF2
XP_015800372.1	COL17A1
XP_015828666.1	COL17A1
XP_015820349.1	UEVLD
XP_015802579.1	PDE7B
XP_015820433.1	BFAR
XP_015821766.1	GSK3B
XP_015829920.1	FLII
XP_015809280.1	DNA2
XP_015822292.1	SPOPL
XP_015797451.1	
XP_015827679.1	CCDC157
XP_015821200.1	CNTNAP5
XP_015804845.1	SDHA
XP_015832167.1	
XP_015821098.1	DNAJC24
XP_015810106.1	INSIG2
XP_015821224.1	INSIG2
XP_015813724.1	RASGRP2
XP_015812979.1	MDFIC
XP_015824272.1	MDFIC
XP_015830932.1	GPRC6A
XP_015816217.1	KDM7A
XP_015801962.1	FAM117B
XP_015818682.1	FAM117B
XP_015820840.1	USO1
XP_015814720.1	CACNA1I
XP_015796528.1	CACNA1I
XP_015824152.1	CACNA1I
XP_015798747.1	GFM2
XP_015798669.1	GFM2
XP_015822835.1	RPS21
XP_015817718.1	PDE6D
XP_015810144.1	MAF1
XP_015811788.1	
XP_015803074.1	
XP_015814708.1	RDH16
XP_015822018.1	RDH16
XP_015803866.1	BTBD17
XP_015817635.1	BTBD17
XP_015808353.1	DERA
XP_015816460.1	SIL1
XP_015831904.1	RNF186
XP_015808665.1	RASGRF1
XP_015819984.1	RASGRF1
XP_015825516.1	TPP1
XP_015821426.1	CCNYL1
XP_015802177.1	CCNYL1
XP_015808132.1	CHST10
XP_015807176.1	GUCY1A2
XP_015801085.1	
XP_015821441.1	CERKL
XP_015805264.1	RFTN1
XP_015811396.1	RFTN1
XP_015810786.1	SLC38A2
XP_015829582.1	
XP_015831079.1	PITPNB
XP_015827749.1	PITPNB
XP_015828292.1	SMARCAD1
XP_015823638.1	RAF1
XP_015802733.1	GRM1
XP_015824998.1	GRM1
XP_015814501.1	PPCS
XP_015797968.1	FBXO2
XP_015812921.1	
XP_015816043.1	SELM
XP_015828576.1	SELM
XP_015805523.1	AGO1
XP_015801898.1	RIN2
XP_015799554.1	RIN2
XP_015832092.1	RIN2
XP_015814031.1	BLCAP
XP_015819271.1	XPNPEP1
XP_015796751.1	XPNPEP1
XP_015830500.1	ABAT
XP_015817169.1	TPTE2
XP_015814399.1	GPX1
XP_015815296.1	GPX1
XP_015822949.1	AJAP1
XP_015800528.1	MCM8
XP_015820784.1	ARPIN
XP_015810474.1	DDX18
XP_015830277.1	RNF17
XP_015821357.1	RNF17
XP_015827352.1	UPB1
XP_015825022.1	VSNL1
XP_015803744.1	VSNL1
XP_015831486.1	VSNL1
XP_015825583.1	OTUB2
XP_015797983.1	FGFBP2
XP_015806733.1	FGFBP2
XP_015816079.1	REXO1
XP_015826410.1	REXO1
XP_015807933.1	ZRANB3
XP_015801180.1	ZNF180
XP_015827646.1	ZNF180
XP_015796259.1	ZNF180
XP_015806031.1	MEP1B
XP_015812290.1	MEP1B
XP_015805624.1	MEP1B
XP_015803229.1	MEP1B
XP_015807525.1	TSKU
XP_015797386.1	C5orf42
XP_015829970.1	WIZ
XP_015826811.1	WIZ
XP_015831861.1	FBXO9
XP_015799660.1	T
XP_015829991.1	T
XP_015814650.1	NXPH4
XP_015822989.1	NXPH4
XP_015832833.1	MMP15
XP_015825888.1	PPIE
XP_015804858.1	PFDN6
XP_015800183.1	MRPS5
XP_015825950.1	CD93
XP_015832360.1	NCL
XP_015826215.1	NCL
XP_015813673.1	WASL
XP_015810044.1	WASL
XP_015821147.1	WASL
XP_015815277.1	WASL
XP_015822263.1	KDELC1
XP_015829512.1	FLOT1
XP_015805756.1	FLOT1
XP_015801851.1	SHROOM4
XP_015805386.1	ANKRD34A
XP_015820933.1	SLC25A22
XP_015819799.1	SLC25A22
XP_015823475.1	SLC25A22
XP_015814132.1	SLC25A22
XP_015831225.1	PTP4A3
XP_015831129.1	ANAPC4
XP_015831720.1	RFXANK
XP_015811060.1	EIF2S3
XP_015806701.1	RNMTL1
XP_015805183.1	ICA1
XP_015821408.1	WDFY2
XP_015813844.1	PKP2
XP_015826148.1	GNG5
XP_015824436.1	GNG5
XP_015812131.1	GNG5
XP_015811523.1	CCNY
XP_015810370.1	CCNY
XP_015809926.1	BTN1A1
XP_015832238.1	BTN1A1
XP_015832236.1	BTN1A1
XP_015796877.1	BTN1A1
XP_015801877.1	BTN1A1
XP_015796350.1	BTN1A1
XP_015829704.1	COL22A1
XP_015832729.1	COL22A1
XP_015817038.1	
XP_015816293.1	MAGI2
XP_015820221.1	MAGI2
XP_015824280.1	MAGI2
XP_015796730.1	
XP_015805520.1	AURKB
XP_015820174.1	SHANK1
XP_015804223.1	SHANK1
XP_015809014.1	HOMER2
XP_015808390.1	
XP_015815428.1	
XP_015797666.1	PIK3R3
XP_015813168.1	PIK3R3
XP_015830981.1	ANKRD9
XP_015815420.1	DCN
XP_015810978.1	MBTPS2
XP_015832117.1	SNX30
XP_015809490.1	
XP_015827563.1	KCTD9
XP_015829448.1	KCTD9
XP_015822350.1	PPP1R27
XP_015801443.1	PPP1R27
XP_015810664.1	DRD3
XP_015825610.1	TMEM260
XP_015808155.1	CDADC1
XP_015814513.1	A3GALT2
XP_015796038.1	A3GALT2
XP_015814511.1	A3GALT2
XP_015826475.1	CACHD1
XP_015824868.1	LOXL3
XP_015828344.1	IPO11
XP_015798567.1	ENOPH1
XP_015826706.1	ZC3H3
XP_015808900.1	PCDH20
XP_015809875.1	PEX6
XP_015807225.1	FAM124B
XP_015805406.1	NT5C3A
XP_015802150.1	
XP_015815542.1	OR52A1
XP_015805928.1	S100A13
XP_015811225.1	S100A13
XP_015831838.1	GLYR1
XP_015804550.1	NR0B2
XP_015811196.1	TERT
XP_015828793.1	FAM206A
XP_015829719.1	NFIC
XP_015798307.1	PRRC2B
XP_015796562.1	CFAP44
XP_015832553.1	CFAP44
XP_015798738.1	CFAP44
XP_015798854.1	CFAP44
XP_015796561.1	CFAP44
XP_015822367.1	DBNL
XP_015827758.1	DBNL
XP_015797881.1	HSPA13
XP_015818280.1	PPP1R9A
XP_015811877.1	PPP1R9A
XP_015821969.1	PPP1R9A
XP_015812665.1	PPP1R9A
XP_015803153.1	ABRACL
XP_015826924.1	GRK4
XP_015826226.1	DDX59
XP_015819102.1	
XP_015831694.1	NT5DC1
XP_015813740.1	NT5DC1
XP_015829971.1	NKX6-1
XP_015815585.1	VN1R2
XP_015829776.1	NUPR2
XP_015827701.1	ELMOD3
XP_015807152.1	HERC6
XP_015832644.1	GOLPH3
XP_015798441.1	GOLPH3
XP_015829640.1	SLC17A5
XP_015800197.1	SLC17A5
XP_015828689.1	PSAT1
XP_015824546.1	ARHGAP5
XP_015824744.1	TANC2
XP_015818260.1	TANC2
XP_015797875.1	TANC2
XP_015830874.1	SARS2
XP_015829752.1	SARS2
XP_015812166.1	TMIE
XP_015828070.1	RBM19
XP_015826384.1	NOTUM
XP_015825561.1	NOTUM
XP_015821821.1	RDH8
XP_015803977.1	RDH8
XP_015817799.1	RDH8
XP_015814693.1	RBCK1
XP_015810793.1	RBCK1
XP_015816231.1	SLC22A6
XP_015797421.1	SLC22A6
XP_015815501.1	BCL2L1
XP_015824246.1	BCL2L1
XP_015815703.1	MRPL1
XP_015809268.1	SYN3
XP_015830567.1	CDK18
XP_015831667.1	PSMB3
XP_015817742.1	DOHH
XP_015807189.1	FZD4
XP_015822015.1	BBS5
XP_015829521.1	
XP_015798436.1	SKIV2L2
XP_015799689.1	HMGCLL1
XP_015824685.1	NUSAP1
XP_015802637.1	SNX17
XP_015802674.1	
XP_015821454.1	STAG2
XP_015816446.1	STAG2
XP_015813654.1	STAG2
XP_015813662.1	STAG2
XP_015822151.1	4-Mar
XP_015806241.1	AXL
XP_015802475.1	ZNF438
XP_015806134.1	
XP_015832697.1	SLC35A2
XP_015821294.1	ABI1
XP_015822406.1	ABI1
XP_015810930.1	ABI1
XP_015812991.1	ABI1
XP_015819704.1	PRKCB
XP_015800957.1	PRKCB
XP_015817035.1	4-Sep
XP_015807090.1	4-Sep
XP_015832601.1	LTV1
XP_015811058.1	KLHL15
XP_015798437.1	PSTPIP2
XP_015800496.1	MEIS1
XP_015826696.1	FOXF2
XP_015813192.1	FOXF2
XP_015802722.1	UST
XP_015796568.1	GGCX
XP_015808446.1	NFAT5
XP_015820195.1	NFAT5
XP_015820142.1	FRMD4A
XP_015826070.1	ALDH7A1
XP_015805162.1	PDE4DIP
XP_015812610.1	PDE4DIP
XP_015831208.1	PDE4DIP
XP_015799553.1	CYP17A1
XP_015832046.1	CYP17A1
XP_015805671.1	SLIT3
XP_015799308.1	GOLGA7B
XP_015799832.1	GOLGA7B
XP_015800155.1	MYOZ1
XP_015827332.1	RABL6
XP_015815248.1	RPS26
XP_015815854.1	ZMIZ2
XP_015830920.1	ZMIZ2
XP_015808037.1	ARAP3
XP_015816997.1	NSRP1
XP_015826278.1	PEX11G
XP_015812755.1	CHD7
XP_015819580.1	OTOGL
XP_015822300.1	CXCR4
XP_015812939.1	CXCR4
XP_015807442.1	IGSF5
XP_015815667.1	IGSF5
XP_015826153.1	XXYLT1
XP_015820851.1	TAT
XP_015800033.1	INPP5A
XP_015827777.1	INPP5A
XP_015805695.1	LAG3
XP_015796158.1	DVL2
XP_015798400.1	ARHGAP24
XP_015797956.1	ARHGAP24
XP_015797955.1	ARHGAP24
XP_015800238.1	ARHGAP24
XP_015822671.1	AURKAIP1
XP_015831285.1	DYX1C1
XP_015808182.1	BLZF1
XP_015825389.1	HEBP1
XP_015827865.1	HEBP1
XP_015800781.1	HEBP1
XP_015797840.1	JMJD8
XP_015799084.1	
XP_015808715.1	IDH3A
XP_015824158.1	
XP_015813427.1	ADCY8
XP_015802793.1	ADCY8
XP_015811918.1	ADCY8
XP_015806060.1	PKLR
XP_015824962.1	KRT27
XP_015821987.1	DCAF17
XP_015810997.1	DROSHA
XP_015807468.1	ATOX1
XP_015806923.1	TTC9B
XP_015809555.1	
XP_015830429.1	STK32C
XP_015830468.1	C1orf109
XP_015821265.1	ARMC8
XP_015798879.1	KCTD16
XP_015816767.1	KCTD16
XP_015807579.1	C11orf53
XP_015804377.1	PPP1R1B
XP_015818121.1	PPP1R1B
XP_015799908.1	LGI1
XP_015818637.1	LGI1
XP_015798483.1	PABPC3
XP_015825697.1	VASH1
XP_015832545.1	ZBED5
XP_015799496.1	ZBED5
XP_015798594.1	SV2C
XP_015827995.1	SV2C
XP_015832240.1	DUSP4
XP_015830360.1	WDR70
XP_015797864.1	WDR70
XP_015832681.1	CTTNBP2
XP_015811065.1	MYNN
XP_015812000.1	TMEM71
XP_015801033.1	NVL
XP_015802317.1	METTL3
XP_015805853.1	GRIN2D
XP_015828804.1	GRIN2D
XP_015812990.1	FBN1
XP_015810942.1	FBN1
XP_015813070.1	FAM110B
XP_015824237.1	FAM110B
XP_015811947.1	SLC39A6
XP_015830023.1	VCP
XP_015828041.1	VCP
XP_015826437.1	PLA2G4A
XP_015810845.1	PIP4K2A
XP_015804985.1	SLC6A20
XP_015819933.1	OTUD7A
XP_015825061.1	KIF3C
XP_015803105.1	KIF3C
XP_015806764.1	DDX6
XP_015829536.1	DDX6
XP_015828072.1	TPCN1
XP_015809871.1	TPCN1
XP_015815556.1	ZMAT4
XP_015799834.1	ZMAT4
XP_015809529.1	ELP4
XP_015796750.1	ELP4
XP_015814138.1	SLC16A1
XP_015822515.1	SLC16A1
XP_015809429.1	NETO2
XP_015820166.1	NETO2
XP_015798104.1	
XP_015825872.1	KRT17
XP_015825836.1	KRT17
XP_015825847.1	KRT17
XP_015797882.1	KRT17
XP_015822429.1	KRT17
XP_015827141.1	KRT17
XP_015796512.1	HSPA1B
XP_015805255.1	TAP1
XP_015800880.1	ACTG1
XP_015821684.1	ACTG1
XP_015824600.1	C14orf80
XP_015796267.1	KIAA1549
XP_015830138.1	KIAA1549
XP_015820459.1	KIAA1549
XP_015797086.1	SELPLG
XP_015805505.1	USF2
XP_015829555.1	USF2
XP_015813986.1	RSBN1L
XP_015820208.1	RSBN1L
XP_015825165.1	REEP5
XP_015822378.1	REEP5
XP_015815216.1	SND1
XP_015823827.1	TCFL5
XP_015813312.1	ATG3
XP_015798358.1	DYM
XP_015815784.1	FBP2
XP_015823686.1	GDAP1L1
XP_015803720.1	GTF2A1
XP_015829827.1	LMAN2
XP_015820403.1	TMEM17
XP_015816042.1	TMEM17
XP_015827778.1	POLR3D
XP_015809310.1	ESRP1
XP_015805958.1	ESRP1
XP_015797932.1	NUBPL
XP_015797704.1	ABL1
XP_015802625.1	PINX1
XP_015813372.1	AGAP1
XP_015819171.1	RSL1D1
XP_015830141.1	TTC25
XP_015832684.1	SLC39A3
XP_015828553.1	MAT2A
XP_015796605.1	MAT2A
XP_015821690.1	MPC2
XP_015810435.1	THTPA
XP_015810951.1	THNSL1
XP_015831909.1	CNTFR
XP_015824012.1	BRPF3
XP_015814484.1	BRPF3
XP_015809437.1	PHOSPHO2
XP_015802874.1	MRPL19
XP_015796189.1	
XP_015832632.1	ENPP7
XP_015805091.1	ENPP7
XP_015808332.1	DPEP2
XP_015824755.1	HOXB2
XP_015823413.1	HOXB2
XP_015801945.1	TEX261
XP_015825410.1	OXR1
XP_015804785.1	OXR1
XP_015796644.1	OXR1
XP_015808985.1	CDKL5
XP_015831052.1	CDKL5
XP_015797435.1	FBF1
XP_015799263.1	SLC22A7
XP_015799265.1	SLC22A7
XP_015799262.1	SLC22A7
XP_015809981.1	SLC22A7
XP_015797929.1	AP000295.9
XP_015801028.1	CDT1
XP_015821689.1	RPL24
XP_015811409.1	CBX3
XP_015830182.1	CBX3
XP_015800296.1	UBAC2
XP_015830267.1	PIGQ
XP_015827081.1	BSG
XP_015823110.1	EXOSC10
XP_015831840.1	COG1
XP_015818903.1	METRN
XP_015806123.1	GALNT1
XP_015817431.1	
XP_015804849.1	CRTC2
XP_015818661.1	ARF5
XP_015820172.1	ARF5
XP_015810124.1	WDR60
XP_015820400.1	MICALL2
XP_015804102.1	MICALL2
XP_015826760.1	GADD45B
XP_015802148.1	PKP4
XP_015822092.1	PKP4
XP_015824924.1	ARID4A
XP_015821136.1	DLD
XP_015814137.1	SLC5A8
XP_015811702.1	SLC5A8
XP_015809957.1	SLC5A8
XP_015801816.1	NOP10
XP_015827444.1	SEMA4C
XP_015817563.1	ARG1
XP_015812279.1	GPT
XP_015829258.1	GPT
XP_015821282.1	SUCLA2
XP_015819764.1	TPH1
XP_015809358.1	TPH1
XP_015798482.1	PDCL
XP_015807632.1	FARSB
XP_015832072.1	ZNF300
XP_015801560.1	ZNF300
XP_015808239.1	PHF10
XP_015826967.1	ERICH3
XP_015820269.1	NUDT4
XP_015813832.1	NUDT4
XP_015812146.1	MIB1
XP_015821705.1	XK
XP_015803702.1	XK
XP_015815306.1	OXTR
XP_015814387.1	OXTR
XP_015799168.1	RPS6
XP_015830862.1	GTPBP1
XP_015832829.1	GTPBP1
XP_015827186.1	KDR
XP_015824900.1	C11orf73
XP_015798190.1	AP1S1
XP_015812512.1	AP1S1
XP_015810524.1	SLC10A2
XP_015820598.1	RNF38
XP_015827121.1	RNF38
XP_015801904.1	RNF38
XP_015799288.1	PI4K2A
XP_015798814.1	DERL2
XP_015808990.1	HAL
XP_015819628.1	HAL
XP_015812728.1	RBP2
XP_015830723.1	RBP2
XP_015805976.1	SPSB1
XP_015823184.1	SPSB1
XP_015826360.1	NEK7
XP_015804907.1	SALL3
XP_015814985.1	TMTC2
XP_015820953.1	TMTC2
XP_015826366.1	TDRD5
XP_015802670.1	NR2E1
XP_015796478.1	
XP_015830448.1	NOTCH1
XP_015816068.1	NOTCH1
XP_015805253.1	NOTCH1
XP_015812841.1	REM2
XP_015827223.1	REM2
XP_015811965.1	KLHL18
XP_015828891.1	PLEKHO1
XP_015805052.1	PLEKHO1
XP_015827519.1	POP5
XP_015817502.1	ELMOD1
XP_015812492.1	GPC5
XP_015812494.1	GPC5
XP_015808191.1	GPC5
XP_015826523.1	GPC5
XP_015828732.1	SECISBP2
XP_015821013.1	VGLL3
XP_015818802.1	TNNT1
XP_015800665.1	TNNT1
XP_015813183.1	HSD17B7
XP_015827146.1	HSD17B7
XP_015814049.1	CD55
XP_015822577.1	CD55
XP_015816447.1	THOC2
XP_015817302.1	ERAL1
XP_015809228.1	STRA6
XP_015823555.1	STRA6
XP_015819896.1	STRA6
XP_015797618.1	DCAF15
XP_015826139.1	
