Kf symbol,Kf Id,Kf Id2,Human symbol,Human Ensembl Id,Human Ensembl Protein Id
fam189a1,XM_015953149.1,XP_015808635.1,FAM189A1,ENSG00000104059,ENSP00000261275
pdss1,XM_015955455.1,XP_015810941.1,PDSS1,ENSG00000148459,ENSP00000365388
sec61g,XM_015955374.1,XP_015810860.1,SEC61G,ENSG00000132432,ENSP00000341538
LOC107373441,XM_015941574.1,XP_015797060.1,AHNAK,ENSG00000124942,ENSP00000367263
glod5,XM_015943201.1,XP_015798687.1,GLOD5,ENSG00000171433,ENSP00000302552
LOC107382171,XM_015954184.1,XP_015809670.1,PPP2R2C,ENSG00000074211,ENSP00000372042
LOC107385077,XM_015958692.1,XP_015814178.1,CRP,ENSG00000132693,ENSP00000255030
LOC107374215,XM_015942363.1,XP_015797849.1,ZSCAN29,ENSG00000140265,ENSP00000380174
LOC107382254,XM_015954327.1,XP_015809813.1,HIST2H2BE,ENSG00000184678,ENSP00000375736
mef2c,XM_015972480.1,XP_015827966.1,MEF2C,ENSG00000081189,ENSP00000340874
pusl1,XM_015959510.1,XP_015814996.1,PUSL1,ENSG00000169972,ENSP00000368318
LOC107385030,XM_015958601.1,XP_015814087.1,ERC1,ENSG00000082805,ENSP00000442739
klf12,XM_015965999.1,XP_015821485.1,KLF12,ENSG00000118922,ENSP00000366897
rev3l,XM_015975500.1,XP_015830986.1,REV3L,ENSG00000009413,ENSP00000351697
LOC107375803,XM_015944555.1,XP_015800041.1,RYR3,ENSG00000198838,ENSP00000483166
LOC107385109,XM_015958746.1,XP_015814232.1,ZMYND8,ENSG00000101040,ENSP00000439800
LOC107389360,XM_015965466.1,XP_015820952.1,SLC23A2,ENSG00000089057,ENSP00000368637
dennd4b,XM_015949577.1,XP_015805063.1,DENND4B,ENSG00000198837,ENSP00000354597
sod2,XM_015947377.1,XP_015802863.1,SOD2,ENSG00000112096,ENSP00000356022
LOC107388113,XM_015963500.1,XP_015818986.1,ZNF235,ENSG00000159917,ENSP00000291182
LOC107378333,XM_015948475.1,XP_015803961.1,GPSM2,ENSG00000121957,ENSP00000264126
LOC107391395,XM_015968702.1,XP_015824188.1,CYTH4,ENSG00000100055,ENSP00000248901
LOC107395321,XM_015974678.1,XP_015830164.1,SLC4A5,ENSG00000188687,ENSP00000251768
vcpkmt,XM_015970122.1,XP_015825608.1,VCPKMT,ENSG00000100483,ENSP00000379201
sestd1,XM_015965945.1,XP_015821431.1,SESTD1,ENSG00000187231,ENSP00000415332
csgr07h15orf43,XM_015953333.1,XP_015808819.1,C15orf43,ENSG00000167014,ENSP00000340644
ssu72,XM_015959887.1,XP_015815373.1,SSU72,ENSG00000160075,ENSP00000291386
lzts1,XM_015972396.1,XP_015827882.1,LZTS1,ENSG00000061337,ENSP00000265801
rpl39,XM_015947787.1,XP_015803273.1,RPL39,ENSG00000198918,ENSP00000355315
nsa2,XM_015943263.1,XP_015798749.1,NSA2,ENSG00000164346,ENSP00000483484
LOC107380441,XM_015951692.1,XP_015807178.1,P2RX7,ENSG00000089041,ENSP00000330696
LOC107379689,XM_015950557.1,XP_015806043.1,GSG1L,ENSG00000169181,ENSP00000394954
mgat5b,XM_015945961.1,XP_015801447.1,MGAT5B,ENSG00000167889,ENSP00000391227
LOC107393301,XM_015971564.1,XP_015827050.1,CPZ,ENSG00000109625,ENSP00000354255
LOC107380848,XM_015952218.1,XP_015807704.1,CHN1,ENSG00000128656,ENSP00000386741
marveld3,XM_015952977.1,XP_015808463.1,MARVELD3,ENSG00000140832,ENSP00000299952
fabp1,XM_015972905.1,XP_015828391.1,FABP1,ENSG00000163586,ENSP00000295834
glmp,XM_015973438.1,XP_015828924.1,GLMP,ENSG00000198715,ENSP00000354553
inpp5j,XM_015941144.1,XP_015796630.1,INPP5J,ENSG00000185133,ENSP00000333262
LOC107372356,XM_015940560.1,XP_015796046.1,SUPT5H,ENSG00000196235,ENSP00000404029
rab23,XM_015944427.1,XP_015799913.1,RAB23,ENSG00000112210,ENSP00000417610
cttn,XM_015953347.1,XP_015808833.1,CTTN,ENSG00000085733,ENSP00000365745
sod1,XM_015961660.1,XP_015817146.1,SOD1,ENSG00000142168,ENSP00000270142
fam69b,XM_015943237.1,XP_015798723.1,FAM69B,ENSG00000165716,ENSP00000360757
LOC107393711,XM_015972262.1,XP_015827748.1,TTC28,ENSG00000100154,ENSP00000381003
mansc4,XM_015963956.1,XP_015819442.1,MANSC4,ENSG00000205693,ENSP00000370673
usp12,XM_015955204.1,XP_015810690.1,USP12,ENSG00000152484,ENSP00000282344
ccdc40,XM_015966718.1,XP_015822204.1,CCDC40,ENSG00000141519,ENSP00000380679
gpr85,XM_015957403.1,XP_015812889.1,GPR85,ENSG00000164604,ENSP00000401178
LOC107373437,XM_015941571.1,XP_015797057.1,ANO8,ENSG00000074855,ENSP00000159087
creb3l3,XM_015957222.1,XP_015812708.1,CREB3L3,ENSG00000060566,ENSP00000078445
LOC107373857,XM_015941996.1,XP_015797482.1,PCDHGC3,ENSG00000240184,ENSP00000312070
LOC107372380,XM_015940596.1,XP_015796082.1,GADL1,ENSG00000144644,ENSP00000282538
fgg,XM_015964013.1,XP_015819499.1,FGG,ENSG00000171557,ENSP00000384552
pigm,XM_015954868.1,XP_015810354.1,PIGM,ENSG00000143315,ENSP00000357069
chchd3,XM_015959210.1,XP_015814696.1,CHCHD3,ENSG00000106554,ENSP00000410425
wnt9a,XM_015956691.1,XP_015812177.1,WNT9A,ENSG00000143816,ENSP00000272164
LOC107384609,XM_015957951.1,XP_015813437.1,EFR3B,ENSG00000084710,ENSP00000384081
LOC107391788,XM_015969232.1,XP_015824718.1,EMX1,ENSG00000135638,ENSP00000258106
LOC107372375,XM_015940589.1,XP_015796075.1,C4B,ENSG00000224389,ENSP00000415941
LOC107391281,XM_015968501.1,XP_015823987.1,MINOS1,ENSG00000173436,ENSP00000325562
LOC107383789,XM_015956589.1,XP_015812075.1,OPRK1,ENSG00000082556,ENSP00000429706
LOC107390236,XM_015966838.1,XP_015822324.1,SLC4A3,ENSG00000114923,ENSP00000273063
LOC107379238,XM_015949903.1,XP_015805389.1,PNP,ENSG00000198805,ENSP00000354532
impg2,XM_015966085.1,XP_015821571.1,IMPG2,ENSG00000081148,ENSP00000193391
ostf1,XM_015972922.1,XP_015828408.1,OSTF1,ENSG00000134996,ENSP00000340836
LOC107381422,XM_015953080.1,XP_015808566.1,FAM60A,ENSG00000139146,ENSP00000393279
strn3,XM_015969419.1,XP_015824905.1,STRN4,ENSG00000090372,ENSP00000375777
plcd4,XM_015974824.1,XP_015830310.1,PLCD3,ENSG00000161714,ENSP00000479636
asns,XM_015955748.1,XP_015811234.1,ASNS,ENSG00000070669,ENSP00000175506
agk,XM_015965458.1,XP_015820944.1,AGK,ENSG00000006530,ENSP00000347581
LOC107386602,XM_015961122.1,XP_015816608.1,PCDH1,ENSG00000156453,ENSP00000287008
LOC107396109,XM_015975657.1,XP_015831143.1,CALM3,ENSG00000160014,ENSP00000472141
gtdc1,XM_015976769.1,XP_015832255.1,GTDC1,ENSG00000121964,ENSP00000339750
LOC107397299,XM_015977246.1,XP_015832732.1,ZNF846,ENSG00000196605,ENSP00000380999
nelfe,XM_015973486.1,XP_015828972.1,NELFE,ENSG00000204356,ENSP00000364574
acot9,XM_015955553.1,XP_015811039.1,ACOT9,ENSG00000123130,ENSP00000368605
naaladl2,XM_015962271.1,XP_015817757.1,NAALADL2,ENSG00000177694,ENSP00000404705
samd4b,XM_015951180.1,XP_015806666.1,SAMD4B,ENSG00000179134,ENSP00000484229
LOC107385639,XM_015959646.1,XP_015815132.1,CALCOCO1,ENSG00000012822,ENSP00000449960
LOC107383060,XM_015955479.1,XP_015810965.1,OPN3,ENSG00000054277,ENSP00000355512
LOC107372983,XM_015941174.1,XP_015796660.1,ARHGAP28,ENSG00000088756,ENSP00000372964
LOC107373364,XM_015941511.1,XP_015796997.1,FBXL12,ENSG00000127452,ENSP00000247977
gtf2f2,XM_015953426.1,XP_015808912.1,GTF2F2,ENSG00000188342,ENSP00000340823
LOC107384334,XM_015957554.1,XP_015813040.1,TFRC,ENSG00000072274,ENSP00000376197
nfya,XM_015967729.1,XP_015823215.1,NFYA,ENSG00000001167,ENSP00000345702
sept7,XM_015955752.1,XP_015811238.1,SEPT7,ENSG00000122545,ENSP00000344868
dusp7,XM_015959100.1,XP_015814586.1,DUSP7,ENSG00000164086,ENSP00000417183
LOC107387232,XM_015962079.1,XP_015817565.1,P4HA1,ENSG00000122884,ENSP00000362099
znf750,XM_015948411.1,XP_015803897.1,ZNF750,ENSG00000141579,ENSP00000269394
LOC107372794,XM_015940999.1,XP_015796485.1,POLQ,ENSG00000051341,ENSP00000481120
LOC107388076,XM_015963449.1,XP_015818935.1,ZNF668,ENSG00000167394,ENSP00000442573
LOC107373693,XM_015941832.1,XP_015797318.1,NDE1,ENSG00000072864,ENSP00000345892
LOC107391268,XM_015968475.1,XP_015823961.1,SAMD10,ENSG00000130590,ENSP00000358902
LOC107396407,XM_015976119.1,XP_015831605.1,CASKIN1,ENSG00000167971,ENSP00000345436
LOC107372471,XM_015940710.1,XP_015796196.1,ZNF235,ENSG00000159917,ENSP00000291182
csgr07h15orf48,XM_015953570.1,XP_015809056.1,C15orf48,ENSG00000166920,ENSP00000452967
sumf2,XM_015961535.1,XP_015817021.1,SUMF2,ENSG00000129103,ENSP00000341938
LOC107394046,XM_015972782.1,XP_015828268.1,SMAD4,ENSG00000141646,ENSP00000341551
rpsa,XM_015945210.1,XP_015800696.1,RPSA,ENSG00000168028,ENSP00000389351
LOC107374494,XM_015942652.1,XP_015798138.1,MCHR2,ENSG00000152034,ENSP00000281806
LOC107373160,XM_015941329.1,XP_015796815.1,RYR2,ENSG00000198626,ENSP00000355533
scara5,XM_015947594.1,XP_015803080.1,SCARA5,ENSG00000168079,ENSP00000346990
actr10,XM_015948116.1,XP_015803602.1,ACTR10,ENSG00000131966,ENSP00000254286
svip,XM_015964261.1,XP_015819747.1,SVIP,ENSG00000198168,ENSP00000346130
LOC107387165,XM_015961974.1,XP_015817460.1,ZNF71,ENSG00000197951,ENSP00000328245
LOC107377127,XM_015946553.1,XP_015802039.1,AKR1A1,ENSG00000117448,ENSP00000480713
LOC107389916,XM_015966329.1,XP_015821815.1,CASQ2,ENSG00000118729,ENSP00000261448
rpl22l1,XM_015955589.1,XP_015811075.1,RPL22L1,ENSG00000163584,ENSP00000419713
aarsd1,XM_015963617.1,XP_015819103.1,AARSD1,ENSG00000266967,ENSP00000400870
LOC107392153,XM_015969772.1,XP_015825258.1,FHL2,ENSG00000115641,ENSP00000386892
LOC107388949,XM_015964769.1,XP_015820255.1,ARNTL,ENSG00000133794,ENSP00000384517
LOC107386870,XM_015961525.1,XP_015817011.1,CLDN4,ENSG00000189143,ENSP00000342445
bbs4,XM_015953634.1,XP_015809120.1,BBS4,ENSG00000140463,ENSP00000268057
LOC107377182,XM_015946625.1,XP_015802111.1,GABRB3,ENSG00000166206,ENSP00000442408
LOC107379159,XM_015949768.1,XP_015805254.1,BRD3,ENSG00000169925,ENSP00000305918
hsd17b4,XM_015972934.1,XP_015828420.1,HSD17B4,ENSG00000133835,ENSP00000420914
LOC107395070,XM_015974347.1,XP_015829833.1,NMUR2,ENSG00000132911,ENSP00000255262
arhgef6,XM_015949233.1,XP_015804719.1,ARHGEF6,ENSG00000129675,ENSP00000250617
lyrm2,XM_015941445.1,XP_015796931.1,LYRM2,ENSG00000083099,ENSP00000486073
LOC107384391,XM_015957648.1,XP_015813134.1,AVPR1A,ENSG00000166148,ENSP00000299178
LOC107396124,XM_015975677.1,XP_015831163.1,C2orf50,ENSG00000150873,ENSP00000384186
LOC107394205,XM_015973051.1,XP_015828537.1,EBF2,ENSG00000221818,ENSP00000430241
LOC107390263,XM_015966877.1,XP_015822363.1,PPP3CA,ENSG00000138814,ENSP00000378323
LOC107378680,XM_015949023.1,XP_015804509.1,DNAH11,ENSG00000105877,ENSP00000330671
dpm2,XM_015974397.1,XP_015829883.1,DPM2,ENSG00000136908,ENSP00000362202
pmvk,XM_015949905.1,XP_015805391.1,PMVK,ENSG00000163344,ENSP00000357452
LOC107395563,XM_015974963.1,XP_015830449.1,ZNF235,ENSG00000159917,ENSP00000291182
LOC107379189,XM_015949815.1,XP_015805301.1,VWDE,ENSG00000146530,ENSP00000275358
mvb12b,XM_015972150.1,XP_015827636.1,MVB12B,ENSG00000196814,ENSP00000354772
LOC107376949,XM_015946291.1,XP_015801777.1,M1AP,ENSG00000159374,ENSP00000290536
armc10,XM_015964729.1,XP_015820215.1,ARMC10,ENSG00000170632,ENSP00000319412
hoxd10,XM_015966460.1,XP_015821946.1,HOXD10,ENSG00000128710,ENSP00000249501
LOC107390687,XM_015967523.1,XP_015823009.1,ERRFI1,ENSG00000116285,ENSP00000366702
LOC107375968,XM_015944820.1,XP_015800306.1,THAP6,ENSG00000174796,ENSP00000423720
henmt1,XM_015971087.1,XP_015826573.1,HENMT1,ENSG00000162639,ENSP00000359048
LOC107393579,XM_015972037.1,XP_015827523.1,PRKAB1,ENSG00000111725,ENSP00000441369
pxmp2,XM_015972648.1,XP_015828134.1,PXMP2,ENSG00000176894,ENSP00000398708
LOC107373287,XM_015941449.1,XP_015796935.1,LRRC75A,ENSG00000181350,ENSP00000419502
LOC107387782,XM_015962961.1,XP_015818447.1,CTBP2,ENSG00000175029,ENSP00000311825
cryzl1,XM_015945069.1,XP_015800555.1,CRYZL1,ENSG00000205758,ENSP00000370966
gsr,XM_015949844.1,XP_015805330.1,GSR,ENSG00000104687,ENSP00000221130
sbspon,XM_015955276.1,XP_015810762.1,SBSPON,ENSG00000164764,ENSP00000297354
csgr01h12orf56,XM_015961578.1,XP_015817064.1,C12orf56,ENSG00000185306,ENSP00000446101
mtrf1,XM_015946755.1,XP_015802241.1,MTRF1,ENSG00000120662,ENSP00000368790
LOC107390965,XM_015967987.1,XP_015823473.1,CD9,ENSG00000010278,ENSP00000009180
bnc2,XM_015965154.1,XP_015820640.1,BNC2,ENSG00000173068,ENSP00000370047
LOC107395491,XM_015974887.1,XP_015830373.1,HRSP12,ENSG00000132541,ENSP00000428596
LOC107379857,XM_015950809.1,XP_015806295.1,SYNE2,ENSG00000054654,ENSP00000350719
LOC107373606,XM_015941736.1,XP_015797222.1,FAM129A,ENSG00000135842,ENSP00000356481
lrrc58,XM_015966282.1,XP_015821768.1,LRRC58,ENSG00000163428,ENSP00000295628
wee1,XM_015963930.1,XP_015819416.1,WEE1,ENSG00000166483,ENSP00000402084
zbtb11,XM_015976755.1,XP_015832241.1,ZBTB11,ENSG00000066422,ENSP00000326200
taf7l,XM_015949516.1,XP_015805002.1,TAF7,ENSG00000178913,ENSP00000312709
zbtb18,XM_015944582.1,XP_015800068.1,ZBTB18,ENSG00000179456,ENSP00000351539
cops5,XM_015955244.1,XP_015810730.1,COPS5,ENSG00000121022,ENSP00000350512
apbb2,XM_015943583.1,XP_015799069.1,APBB2,ENSG00000163697,ENSP00000427211
hoga1,XM_015954532.1,XP_015810018.1,HOGA1,ENSG00000241935,ENSP00000359680
LOC107374377,XM_015942525.1,XP_015798011.1,ADRA1B,ENSG00000170214,ENSP00000306662
scrib,XM_015954740.1,XP_015810226.1,SCRIB,ENSG00000180900,ENSP00000349486
LOC107387186,XM_015961999.1,XP_015817485.1,ADAMTS2,ENSG00000087116,ENSP00000251582
LOC107395771,XM_015975224.1,XP_015830710.1,GJA3,ENSG00000121743,ENSP00000241125
LOC107377368,XM_015946900.1,XP_015802386.1,EHD1,ENSG00000110047,ENSP00000479153
LOC107392508,XM_015970357.1,XP_015825843.1,ZNF708,ENSG00000182141,ENSP00000349401
sh3pxd2b,XM_015961402.1,XP_015816888.1,SH3PXD2B,ENSG00000174705,ENSP00000309714
lcmt1,XM_015963519.1,XP_015819005.1,LCMT1,ENSG00000205629,ENSP00000382021
aven,XM_015947682.1,XP_015803168.1,AVEN,ENSG00000169857,ENSP00000306822
ralgapb,XM_015968491.1,XP_015823977.1,RALGAPB,ENSG00000170471,ENSP00000380233
LOC107395256,XM_015974591.1,XP_015830077.1,WNT2,ENSG00000105989,ENSP00000265441
LOC107378169,XM_015948241.1,XP_015803727.1,NKX2-2,ENSG00000125820,ENSP00000366347
LOC107377372,XM_015946902.1,XP_015802388.1,RGS12,ENSG00000159788,ENSP00000338509
LOC107373284,XM_015941444.1,XP_015796930.1,ANKRD6,ENSG00000135299,ENSP00000430985
LOC107373952,XM_015942095.1,XP_015797581.1,GTF2IRD2B,ENSG00000174428,ENSP00000480524
LOC107391065,XM_015968112.1,XP_015823598.1,GRIP1,ENSG00000155974,ENSP00000352780
nfe2l1,XM_015962408.1,XP_015817894.1,NFE2L1,ENSG00000082641,ENSP00000354855
LOC107373312,XM_015941469.1,XP_015796955.1,HIPK2,ENSG00000064393,ENSP00000385571
ilf3,XM_015945125.1,XP_015800611.1,ILF3,ENSG00000129351,ENSP00000404121
LOC107395890,XM_015975365.1,XP_015830851.1,PCDHA3,ENSG00000255408,ENSP00000429808
LOC107382518,XM_015954679.1,XP_015810165.1,LPIN2,ENSG00000101577,ENSP00000261596
ccnd1,XM_015942599.1,XP_015798085.1,CCND1,ENSG00000110092,ENSP00000227507
ttk,XM_015949378.1,XP_015804864.1,TTK,ENSG00000112742,ENSP00000358813
LOC107385328,XM_015959136.1,XP_015814622.1,KIF5A,ENSG00000155980,ENSP00000408979
LOC107383434,XM_015956038.1,XP_015811524.1,CLEC4E,ENSG00000166523,ENSP00000299663
ptpre,XM_015944856.1,XP_015800342.1,PTPRE,ENSG00000132334,ENSP00000254667
fbxw7,XM_015975849.1,XP_015831335.1,FBXW7,ENSG00000109670,ENSP00000474971
flt4,XM_015958822.1,XP_015814308.1,FLT4,ENSG00000037280,ENSP00000261937
LOC107375007,XM_015943334.1,XP_015798820.1,PPP6C,ENSG00000119414,ENSP00000392147
pgm1,XM_015970993.1,XP_015826479.1,PGM1,ENSG00000079739,ENSP00000360124
LOC107391852,XM_015969319.1,XP_015824805.1,PAPLN,ENSG00000100767,ENSP00000451803
frmd7,XM_015946039.1,XP_015801525.1,FRMD7,ENSG00000165694,ENSP00000298542
LOC107396480,XM_015976232.1,XP_015831718.1,TCF7,ENSG00000081059,ENSP00000378472
dis3,XM_015944813.1,XP_015800299.1,DIS3,ENSG00000083520,ENSP00000366997
itih6,XM_015967180.1,XP_015822666.1,ITIH6,ENSG00000102313,ENSP00000218436
chmp2b,XM_015965532.1,XP_015821018.1,CHMP2B,ENSG00000083937,ENSP00000263780
pnpt1,XM_015944635.1,XP_015800121.1,PNPT1,ENSG00000138035,ENSP00000393953
LOC107392593,XM_015970478.1,XP_015825964.1,MFSD2A,ENSG00000168389,ENSP00000361895
nipal2,XM_015974886.1,XP_015830372.1,NIPAL2,ENSG00000104361,ENSP00000407087
LOC107378475,XM_015948706.1,XP_015804192.1,ARF1,ENSG00000143761,ENSP00000440005
LOC107372909,XM_015941103.1,XP_015796589.1,ZNF846,ENSG00000196605,ENSP00000380999
tusc2,XM_015958980.1,XP_015814466.1,TUSC2,ENSG00000114383,ENSP00000232496
LOC107378076,XM_015948093.1,XP_015803579.1,HSP90AA1,ENSG00000080824,ENSP00000335153
LOC107381616,XM_015953374.1,XP_015808860.1,RPLP2,ENSG00000177600,ENSP00000431240
LOC107388438,XM_015963969.1,XP_015819455.1,APLNR,ENSG00000134817,ENSP00000477818
fancl,XM_015976858.1,XP_015832344.1,FANCL,ENSG00000115392,ENSP00000385021
LOC107381022,XM_015952486.1,XP_015807972.1,FAM155A,ENSG00000204442,ENSP00000365080
chsy1,XM_015941008.1,XP_015796494.1,CHSY1,ENSG00000131873,ENSP00000254190
LOC107382191,XM_015954230.1,XP_015809716.1,KIT,ENSG00000157404,ENSP00000288135
LOC107387777,XM_015962953.1,XP_015818439.1,CLRN3,ENSG00000180745,ENSP00000357660
LOC107380983,XM_015952417.1,XP_015807903.1,NLRC3,ENSG00000167984,ENSP00000323897
atp6v0a1,XM_015948657.1,XP_015804143.1,ATP6V0A1,ENSG00000033627,ENSP00000264649
shisa7,XM_015950355.1,XP_015805841.1,SHISA7,ENSG00000187902,ENSP00000365503
LOC107376068,XM_015945009.1,XP_015800495.1,SPRED2,ENSG00000198369,ENSP00000390595
dpt,XM_015962377.1,XP_015817863.1,DPT,ENSG00000143196,ENSP00000356791
tal1,XM_015971257.1,XP_015826743.1,TAL1,ENSG00000162367,ENSP00000294339
LOC107392740,XM_015970692.1,XP_015826178.1,TSC22D2,ENSG00000196428,ENSP00000354543
LOC107375386,XM_015943869.1,XP_015799355.1,HNRNPAB,ENSG00000197451,ENSP00000425031
LOC107387018,XM_015961754.1,XP_015817240.1,SPNS1,ENSG00000169682,ENSP00000454360
barx1,XM_015975400.1,XP_015830886.1,BARX1,ENSG00000131668,ENSP00000253968
LOC107377860,XM_015947765.1,XP_015803251.1,TRDN,ENSG00000186439,ENSP00000333984
LOC107397312,XM_015977266.1,XP_015832752.1,MUC6,ENSG00000184956,ENSP00000406861
hoxc11,XM_015967919.1,XP_015823405.1,HOXA11,ENSG00000005073,ENSP00000006015
LOC107373869,XM_015942007.1,XP_015797493.1,EPHB4,ENSG00000196411,ENSP00000350896
LOC107381754,XM_015953606.1,XP_015809092.1,RXFP3,ENSG00000182631,ENSP00000328708
LOC107386291,XM_015960595.1,XP_015816081.1,UGT2A2,ENSG00000271271,ENSP00000475028
crebzf,XM_015968873.1,XP_015824359.1,CREBZF,ENSG00000137504,ENSP00000435762
LOC107378029,XM_015948033.1,XP_015803519.1,XCR1,ENSG00000173578,ENSP00000310405
tmco1,XM_015962292.1,XP_015817778.1,TMCO1,ENSG00000143183,ENSP00000480514
cct3,XM_015973436.1,XP_015828922.1,CCT3,ENSG00000163468,ENSP00000295688
rnmt,XM_015973455.1,XP_015828941.1,RNMT,ENSG00000101654,ENSP00000466111
LOC107379814,XM_015950737.1,XP_015806223.1,CLDN4,ENSG00000189143,ENSP00000342445
sox21,XM_015966403.1,XP_015821889.1,SOX21,ENSG00000125285,ENSP00000366144
ubtd1,XM_015944280.1,XP_015799766.1,UBTD1,ENSG00000165886,ENSP00000359698
plxnc1,XM_015953827.1,XP_015809313.1,PLXNC1,ENSG00000136040,ENSP00000258526
LOC107396248,XM_015975858.1,XP_015831344.1,ADRA1A,ENSG00000120907,ENSP00000369960
LOC107387556,XM_015962576.1,XP_015818062.1,ADK,ENSG00000156110,ENSP00000286621
pdcd6,XM_015954966.1,XP_015810452.1,PDCD6,ENSG00000249915,ENSP00000264933
lsm1,XM_015972219.1,XP_015827705.1,LSM1,ENSG00000175324,ENSP00000310596
cuedc2,XM_015944741.1,XP_015800227.1,CUEDC2,ENSG00000107874,ENSP00000358953
scaf4,XM_015961658.1,XP_015817144.1,SCAF8,ENSG00000213079,ENSP00000413098
mark3,XM_015968990.1,XP_015824476.1,MARK3,ENSG00000075413,ENSP00000335347
dapk3,XM_015956367.1,XP_015811853.1,DAPK3,ENSG00000167657,ENSP00000301264
LOC107375040,XM_015943380.1,XP_015798866.1,GZMH,ENSG00000100450,ENSP00000216338
LOC107372479,XM_015940716.1,XP_015796202.1,POLQ,ENSG00000051341,ENSP00000481120
metap2,XM_015962423.1,XP_015817909.1,METAP2,ENSG00000111142,ENSP00000325312
LOC107395369,XM_015974747.1,XP_015830233.1,CH507-152C13.3,ENSG00000276076,ENSP00000482816
oaz1,XM_015977278.1,XP_015832764.1,OAZ1,ENSG00000104904,ENSP00000473381
LOC107394427,XM_015973356.1,XP_015828842.1,ATAD2,ENSG00000156802,ENSP00000287394
LOC107375022,XM_015943361.1,XP_015798847.1,HTR1A,ENSG00000178394,ENSP00000316244
LOC107385201,XM_015958925.1,XP_015814411.1,CAMKV,ENSG00000164076,ENSP00000419195
hhipl1,XM_015969112.1,XP_015824598.1,HHIPL1,ENSG00000182218,ENSP00000330601
LOC107384859,XM_015958339.1,XP_015813825.1,PDP1,ENSG00000164951,ENSP00000379503
LOC107382222,XM_015954275.1,XP_015809761.1,PALM3,ENSG00000187867,ENSP00000344996
cpox,XM_015970565.1,XP_015826051.1,CPOX,ENSG00000080819,ENSP00000264193
rab3a,XM_015970857.1,XP_015826343.1,RAB3A,ENSG00000105649,ENSP00000222256
LOC107372597,XM_015940815.1,XP_015796301.1,ZNF235,ENSG00000159917,ENSP00000291182
nacc1,XM_015968571.1,XP_015824057.1,NACC1,ENSG00000160877,ENSP00000292431
LOC107379059,XM_015949644.1,XP_015805130.1,THBS3,ENSG00000169231,ENSP00000357362
fam20b,XM_015971674.1,XP_015827160.1,FAM20B,ENSG00000116199,ENSP00000263733
LOC107393773,XM_015972379.1,XP_015827865.1,HEBP1,ENSG00000013583,ENSP00000014930
scamp1,XM_015943124.1,XP_015798610.1,SCAMP1,ENSG00000085365,ENSP00000481022
LOC107387240,XM_015962093.1,XP_015817579.1,HLF,ENSG00000108924,ENSP00000226067
LOC107380639,XM_015951937.1,XP_015807423.1,OR52B2,ENSG00000255307,ENSP00000432011
LOC107383773,XM_015956563.1,XP_015812049.1,TMEM236,ENSG00000148483,ENSP00000366715
LOC107380548,XM_015951850.1,XP_015807336.1,PGAP2,ENSG00000148985,ENSP00000278243
LOC107384025,XM_015957018.1,XP_015812504.1,PAX3,ENSG00000135903,ENSP00000375921
LOC107387310,XM_015962210.1,XP_015817696.1,ELOVL6,ENSG00000170522,ENSP00000304736
LOC107381858,XM_015953777.1,XP_015809263.1,HAS3,ENSG00000103044,ENSP00000304440
LOC107386492,XM_015960917.1,XP_015816403.1,TM4SF1,ENSG00000169908,ENSP00000477606
edem1,XM_015958939.1,XP_015814425.1,EDEM1,ENSG00000134109,ENSP00000256497
LOC107381851,XM_015953768.1,XP_015809254.1,PLA2R1,ENSG00000153246,ENSP00000283243
LOC107390980,XM_015968005.1,XP_015823491.1,OR13C8,ENSG00000186943,ENSP00000334068
LOC107395479,XM_015974873.1,XP_015830359.1,LALBA,ENSG00000167531,ENSP00000301046
lad1,XM_015967968.1,XP_015823454.1,LAD1,ENSG00000159166,ENSP00000356282
sgol1,XM_015973855.1,XP_015829341.1,SGOL1,ENSG00000129810,ENSP00000414129
nprl3,XM_015948559.1,XP_015804045.1,NPRL3,ENSG00000103148,ENSP00000483814
LOC107390850,XM_015967817.1,XP_015823303.1,CERK,ENSG00000100422,ENSP00000216264
LOC107373277,XM_015941438.1,XP_015796924.1,BRMS1L,ENSG00000100916,ENSP00000216807
gng13,XM_015964384.1,XP_015819870.1,GNG13,ENSG00000127588,ENSP00000248150
LOC107390090,XM_015966620.1,XP_015822106.1,ERMN,ENSG00000136541,ENSP00000380453
