From	To
P13765	ENSP00000410390
P13765	ENSP00000394783
P13765	ENSP00000496848
P13796	ENSP00000315757
P13796	ENSP00000381581
P13797	ENSP00000289290
P13797	ENSP00000348163
P13797	ENSP00000445339
P13798	ENSP00000296456
P13804	ENSP00000399273
P13804	ENSP00000452762
P13805	ENSP00000291901
P13805	ENSP00000349233
P13805	ENSP00000467789
P13805	ENSP00000467176
P13807	ENSP00000263276
P13807	ENSP00000317904
P13861	ENSP00000265563
P13861	ENSP00000296446
P13861	ENSP00000394041
P13866	ENSP00000266088
P13866	ENSP00000444898
P13928	ENSP00000463244
P13928	ENSP00000463091
P13928	ENSP00000462880
P13929	ENSP00000324105
P13929	ENSP00000431087
P13929	ENSP00000430636
P13942	ENSP00000372565
P13942	ENSP00000372566
P13942	ENSP00000378620
P13942	ENSP00000410284
P13942	ENSP00000400813
P13942	ENSP00000406347
P13942	ENSP00000449275
P13942	ENSP00000447864
P13945	ENSP00000343782
P13984	ENSP00000340823
P13987	ENSP00000340210
P13987	ENSP00000379191
P13987	ENSP00000404822
P13987	ENSP00000402425
P13987	ENSP00000410182
P13987	ENSP00000403511
P13987	ENSP00000432942
P13987	ENSP00000494884
P13994	ENSP00000221554
P13994	ENSP00000465776
P13995	ENSP00000377617
P14060	ENSP00000358421
P14060	ENSP00000432268
P14061	ENSP00000466799
P14091	ENSP00000350911
P14091	ENSP00000353350
P14136	ENSP00000403962
P14136	ENSP00000466598
P14136	ENSP00000491088
P14138	ENSP00000311854
P14138	ENSP00000337128
P14138	ENSP00000360067
P14138	ENSP00000379015
P14151	ENSP00000236147
P14174	ENSP00000215754
P14174	ENSP00000482779
P14207	ENSP00000298223
P14209	ENSP00000370582
P14209	ENSP00000370588
P14209	ENSP00000494027
P14209	ENSP00000479999
P14209	ENSP00000485545
P14210	ENSP00000222390
P14210	ENSP00000413829
P14210	ENSP00000389854
P14210	ENSP00000408270
P14210	ENSP00000391238
P14210	ENSP00000494899
P14222	ENSP00000362305
P14222	ENSP00000398568
P14314	ENSP00000466012
P14314	ENSP00000465461
P14314	ENSP00000465489
P14316	ENSP00000377218
P14317	ENSP00000320176
P14317	ENSP00000418299
P14324	ENSP00000349078
P14324	ENSP00000357340
P14324	ENSP00000391755
P14324	ENSP00000480142
P14324	ENSP00000478235
P14373	ENSP00000366399
P14373	ENSP00000366404
P14373	ENSP00000383555
P14373	ENSP00000416281
P14373	ENSP00000411026
P14373	ENSP00000388622
P14373	ENSP00000414793
P14373	ENSP00000405229
P14373	ENSP00000392787
P14373	ENSP00000412445
P14384	ENSP00000339157
P14384	ENSP00000447255
P14384	ENSP00000448517
P14406	ENSP00000230459
P14410	ENSP00000264382
P14415	ENSP00000250111
P14416	ENSP00000278597
P14416	ENSP00000354859
P14416	ENSP00000438215
P14416	ENSP00000442172
P14543	ENSP00000264187
P14543	ENSP00000355554
P14550	ENSP00000312606
P14550	ENSP00000361140
P14550	ENSP00000480713
P14555	ENSP00000364252
P14555	ENSP00000383364
P14598	ENSP00000289473
P14616	ENSP00000357178
P14618	ENSP00000320171
P14618	ENSP00000334983
P14618	ENSP00000403365
P14618	ENSP00000455901
P14618	ENSP00000455736
P14618	ENSP00000456970
P14621	ENSP00000378161
P14625	ENSP00000299767
P14635	ENSP00000256442
P14635	ENSP00000424588
P14649	ENSP00000446643
P14649	ENSP00000450385
P14651	ENSP00000308252
P14651	ENSP00000418035
P14651	ENSP00000417207
P14651	ENSP00000419676
P14651	ENSP00000418892
P14651	ENSP00000418729
P14651	ENSP00000420595
P14652	ENSP00000331741
P14653	ENSP00000355140
P14653	ENSP00000459066
P14653	ENSP00000494703
P14672	ENSP00000320935
P14672	ENSP00000461086
P14678	ENSP00000370746
P14678	ENSP00000412566
P14679	ENSP00000263321
P14735	ENSP00000265986
P14735	ENSP00000360637
P14770	ENSP00000303942
P14778	ENSP00000386380
P14780	ENSP00000361405
P14784	ENSP00000216223
P14854	ENSP00000246554
P14854	ENSP00000376037
P14854	ENSP00000466818
P14854	ENSP00000497926
P14859	ENSP00000356836
P14859	ENSP00000356840
P14859	ENSP00000401217
P14859	ENSP00000441285
P14866	ENSP00000221419
P14866	ENSP00000470231
P14866	ENSP00000489244
P14866	ENSP00000489021
P14867	ENSP00000023897
P14867	ENSP00000377517
P14867	ENSP00000393097
P14867	ENSP00000415441
P14867	ENSP00000489738
P14867	ENSP00000490320
P14867	ENSP00000490804
P14867	ENSP00000489839
P14868	ENSP00000264161
P14902	ENSP00000430950
P14902	ENSP00000430505
P14920	ENSP00000228476
P14921	ENSP00000324578
P14921	ENSP00000376436
P14921	ENSP00000433500
P14921	ENSP00000435666
P14921	ENSP00000441430
P14923	ENSP00000311113
P14923	ENSP00000377507
P14923	ENSP00000377508
P14927	ENSP00000287022
P14927	ENSP00000430494
P15018	ENSP00000249075
P15018	ENSP00000384450
P15036	ENSP00000353344
P15036	ENSP00000354194
P15056	ENSP00000493543
P15085	ENSP00000011292
P15086	ENSP00000282957
P15086	ENSP00000417222
P15088	ENSP00000296046
P15090	ENSP00000256104
P15104	ENSP00000307900
P15104	ENSP00000356537
P15104	ENSP00000344958
P15104	ENSP00000398320
P15121	ENSP00000285930
P15144	ENSP00000300060
P15151	ENSP00000340870
P15151	ENSP00000385344
P15153	ENSP00000249071
P15169	ENSP00000359446
P15170	ENSP00000399539
P15170	ENSP00000398131
P15170	ENSP00000408399
P15170	ENSP00000454351
P15172	ENSP00000250003
P15173	ENSP00000241651
P15248	ENSP00000274520
P15259	ENSP00000297283
P15260	ENSP00000356713
P15289	ENSP00000412542
P15291	ENSP00000369055
P15309	ENSP00000337471
P15309	ENSP00000323036
P15309	ENSP00000417744
P15311	ENSP00000338934
P15311	ENSP00000356042
P15313	ENSP00000234396
P15328	ENSP00000308137
P15328	ENSP00000377281
P15328	ENSP00000377284
P15328	ENSP00000377286
P15336	ENSP00000264110
P15336	ENSP00000340576
P15336	ENSP00000376327
P15336	ENSP00000386282
P15336	ENSP00000387093
P15336	ENSP00000386526
P15336	ENSP00000407911
P15374	ENSP00000366819
P15382	ENSP00000337255
P15382	ENSP00000382225
P15382	ENSP00000382226
P15382	ENSP00000382228
P15382	ENSP00000416258
P15382	ENSP00000412498
P15382	ENSP00000478215
P15382	ENSP00000483895
P15391	ENSP00000313419
P15391	ENSP00000437940
P15391	ENSP00000456201
P15407	ENSP00000310170
P15407	ENSP00000393302
P15408	ENSP00000264716
P15408	ENSP00000368939
P15421	ENSP00000351430
P15421	ENSP00000400698
P15428	ENSP00000296521
P15428	ENSP00000296522
P15428	ENSP00000398720
P15428	ENSP00000422418
P15428	ENSP00000438017
P15428	ENSP00000443644
P15498	ENSP00000469450
P15498	ENSP00000472929
P15502	ENSP00000252034
P15502	ENSP00000313565
P15502	ENSP00000349540
P15502	ENSP00000351807
P15502	ENSP00000369926
P15502	ENSP00000369936
P15502	ENSP00000369949
P15502	ENSP00000369950
P15502	ENSP00000369958
P15502	ENSP00000391129
P15509	ENSP00000347606
P15509	ENSP00000348058
P15509	ENSP00000370911
P15509	ENSP00000370920
P15509	ENSP00000370935
P15509	ENSP00000370940
P15509	ENSP00000394227
P15509	ENSP00000416437
P15509	ENSP00000440491
P15514	ENSP00000379097
P15515	ENSP00000246896
P15515	ENSP00000424501
P15515	ENSP00000482787
P15515	ENSP00000489510
P15515	ENSP00000489349
P15515	ENSP00000489198
P15516	ENSP00000437158
P15516	ENSP00000432561
P15516	ENSP00000489290
P15516	ENSP00000489520
P15529	ENSP00000313875
P15529	ENSP00000314664
P15529	ENSP00000346912
P15529	ENSP00000350346
P15529	ENSP00000350893
P15529	ENSP00000353342
P15529	ENSP00000356008
P15529	ENSP00000356009
P15529	ENSP00000356014
P15529	ENSP00000418471
P15531	ENSP00000013034
P15531	ENSP00000337060
P15531	ENSP00000376892
P15538	ENSP00000292427
P15538	ENSP00000428043
P15559	ENSP00000319788
P15559	ENSP00000368334
P15559	ENSP00000368335
P15586	ENSP00000258145
P15586	ENSP00000444819
P15621	ENSP00000348419
P15621	ENSP00000377008
P15621	ENSP00000380850
P15622	ENSP00000292579
P15622	ENSP00000393442
P15692	ENSP00000361148
P15692	ENSP00000409911
P15692	ENSP00000430829
P15692	ENSP00000430002
P15692	ENSP00000428321
P15692	ENSP00000429008
P15692	ENSP00000430479
P15692	ENSP00000429643
P15692	ENSP00000478570
P15692	ENSP00000478034
P15692	ENSP00000484284
P15692	ENSP00000483241
P15692	ENSP00000492800
P15692	ENSP00000492413
P15692	ENSP00000492199
P15735	ENSP00000388571
P15735	ENSP00000455607
P15812	ENSP00000357136
P15812	ENSP00000357137
P15812	ENSP00000357138
P15812	ENSP00000357139
P15812	ENSP00000357142
P15812	ENSP00000357143
P15812	ENSP00000357145
P15812	ENSP00000357146
P15812	ENSP00000357147
P15812	ENSP00000357148
P15812	ENSP00000357149
P15812	ENSP00000402906
P15812	ENSP00000416228
P15813	ENSP00000357153
P15814	ENSP00000249053
P15814	ENSP00000329312
P15822	ENSP00000368698
P15848	ENSP00000264914
P15848	ENSP00000379455
P15863	ENSP00000381499
P15863	ENSP00000410355
P15880	ENSP00000341885
P15882	ENSP00000295497
P15882	ENSP00000386470
P15882	ENSP00000386741
P15884	ENSP00000346440
P15884	ENSP00000348374
P15884	ENSP00000409447
P15884	ENSP00000440731
P15884	ENSP00000439827
P15884	ENSP00000445202
P15884	ENSP00000439656
P15884	ENSP00000441562
P15884	ENSP00000457765
P15884	ENSP00000455179
P15884	ENSP00000455261
P15884	ENSP00000457649
P15884	ENSP00000455984
P15884	ENSP00000456125
P15884	ENSP00000455418
P15884	ENSP00000454366
P15884	ENSP00000455135
P15884	ENSP00000454647
P15884	ENSP00000455763
P15884	ENSP00000478549
P15884	ENSP00000486072
P15884	ENSP00000486670
P15884	ENSP00000490006
P15907	ENSP00000169298
P15907	ENSP00000389337
P15907	ENSP00000412221
P15918	ENSP00000299440
P15918	ENSP00000434610
P15923	ENSP00000262965
P15923	ENSP00000378813
P15923	ENSP00000468487
P15923	ENSP00000480564
P15924	ENSP00000369129
P15924	ENSP00000396591
P15927	ENSP00000363015
P15927	ENSP00000363017
P15927	ENSP00000363021
P15941	ENSP00000338983
P15941	ENSP00000342814
P15941	ENSP00000339690
P15941	ENSP00000357374
P15941	ENSP00000357375
P15941	ENSP00000357377
P15941	ENSP00000357378
P15941	ENSP00000357381
P15941	ENSP00000357383
P15954	ENSP00000247655
P15954	ENSP00000425759
P15976	ENSP00000365858
P16035	ENSP00000262768
P16050	ENSP00000293761
P16050	ENSP00000458832
P16050	ENSP00000460483
P16066	ENSP00000357669
P16070	ENSP00000263398
P16070	ENSP00000278386
P16070	ENSP00000309732
P16070	ENSP00000389830
P16070	ENSP00000398632
P16070	ENSP00000392331
P16070	ENSP00000404447
P16083	ENSP00000337773
P16083	ENSP00000369795
P16083	ENSP00000369822
P16104	ENSP00000364310
P16104	ENSP00000434024
P16109	ENSP00000263686
P16112	ENSP00000341615
P16112	ENSP00000387356
P16112	ENSP00000453499
P16112	ENSP00000453342
P16118	ENSP00000364145
P16118	ENSP00000444074
P16144	ENSP00000200181
P16144	ENSP00000400217
P16144	ENSP00000405536
P16144	ENSP00000463651
P16150	ENSP00000353238
P16150	ENSP00000378787
P16150	ENSP00000455266
P16152	ENSP00000290349
P16152	ENSP00000434613
P16157	ENSP00000265709
P16157	ENSP00000289734
P16157	ENSP00000319123
P16157	ENSP00000339620
P16157	ENSP00000297744
P16157	ENSP00000430368
P16219	ENSP00000242592
P16220	ENSP00000236995
P16220	ENSP00000405539
P16220	ENSP00000387699
P16233	ENSP00000358223
P16234	ENSP00000257290
P16234	ENSP00000425648
P16234	ENSP00000424218
P16260	ENSP00000476815
P16278	ENSP00000306920
P16278	ENSP00000382333
P16278	ENSP00000393377
P16284	ENSP00000457421
P16298	ENSP00000353881
P16298	ENSP00000378305
P16298	ENSP00000378306
P16333	ENSP00000288986
P16333	ENSP00000419631
P16333	ENSP00000417273
P16383	ENSP00000318690
P16383	ENSP00000386552
P16383	ENSP00000474481
P16383	ENSP00000437767
P16389	ENSP00000314520
P16389	ENSP00000358785
P16389	ENSP00000433109
P16389	ENSP00000487785
P16389	ENSP00000491613
P16389	ENSP00000491977
P16401	ENSP00000330074
P16402	ENSP00000244534
P16403	ENSP00000339566
P16410	ENSP00000295854
P16410	ENSP00000303939
P16410	ENSP00000417779
P16410	ENSP00000497319
P16410	ENSP00000497102
P16415	ENSP00000340683
P16422	ENSP00000263735
P16435	ENSP00000378355
P16435	ENSP00000404731
P16435	ENSP00000409238
P16435	ENSP00000399327
P16435	ENSP00000389719
P16435	ENSP00000389409
P16435	ENSP00000390540
P16435	ENSP00000399556
P16435	ENSP00000395813
P16435	ENSP00000414263
P16435	ENSP00000419970
P16444	ENSP00000261615
P16444	ENSP00000376807
P16444	ENSP00000397313
P16452	ENSP00000396616
P16452	ENSP00000457140
P16452	ENSP00000481226
P16452	ENSP00000497777
P16455	ENSP00000302111
P16471	ENSP00000231423
P16471	ENSP00000309008
P16471	ENSP00000311613
P16471	ENSP00000425300
P16471	ENSP00000422556
P16471	ENSP00000424841
P16471	ENSP00000422935
P16471	ENSP00000441813
P16471	ENSP00000482954
P16471	ENSP00000484768
P16471	ENSP00000482689
P16473	ENSP00000340113
P16473	ENSP00000450549
P16499	ENSP00000255266
P16519	ENSP00000262545
P16519	ENSP00000367131
P16519	ENSP00000437458
P16520	ENSP00000229264
P16562	ENSP00000339155
P16562	ENSP00000484609
P16562	ENSP00000482890
P16581	ENSP00000331736
P16591	ENSP00000281092
P16591	ENSP00000484767
P16615	ENSP00000311186
P16615	ENSP00000440045
P16619	ENSP00000484704
P16619	ENSP00000480051
P16619	ENSP00000480558
P16619	ENSP00000482487
P16662	ENSP00000304811
P16671	ENSP00000308165
P16671	ENSP00000378268
P16671	ENSP00000411411
P16671	ENSP00000401863
P16671	ENSP00000399421
P16671	ENSP00000415743
P16671	ENSP00000439543
P16671	ENSP00000441956
P16860	ENSP00000365651
P16870	ENSP00000386104
P16871	ENSP00000306157
P16871	ENSP00000421207
P16885	ENSP00000482457
P16930	ENSP00000261755
P16930	ENSP00000385080
P16930	ENSP00000453347
P16949	ENSP00000350531
P16949	ENSP00000363409
P16949	ENSP00000382633
P16949	ENSP00000410452
P16949	ENSP00000387858
P16989	ENSP00000228251
P16989	ENSP00000279550
P17010	ENSP00000304985
P17010	ENSP00000368475
P17010	ENSP00000368486
P17010	ENSP00000438233
P17014	ENSP00000344745
P17014	ENSP00000384405
P17014	ENSP00000385939
P17017	ENSP00000340514
P17019	ENSP00000349401
P17020	ENSP00000276816
P17020	ENSP00000378369
P17020	ENSP00000484504
P17021	ENSP00000302455
P17021	ENSP00000471905
P17022	ENSP00000315664
P17022	ENSP00000391376
P17022	ENSP00000463471
P17022	ENSP00000462296
P17023	ENSP00000288177
P17023	ENSP00000458105
P17024	ENSP00000335437
P17025	ENSP00000366142
P17025	ENSP00000380165
P17026	ENSP00000298299
P17027	ENSP00000349796
P17027	ENSP00000377171
P17027	ENSP00000387673
P17027	ENSP00000462429
P17028	ENSP00000261332
P17028	ENSP00000382015
P17028	ENSP00000467655
P17029	ENSP00000323148
P17030	ENSP00000302222
P17031	ENSP00000333725
P17032	ENSP00000329141
P17032	ENSP00000354377
P17035	ENSP00000412143
P17035	ENSP00000397693
P17036	ENSP00000299667
P17036	ENSP00000306372
P17036	ENSP00000399951
P17036	ENSP00000415358
P17038	ENSP00000347045
P17038	ENSP00000469578
P17038	ENSP00000469645
P17038	ENSP00000470275
P17039	ENSP00000303889
P17039	ENSP00000403441
P17039	ENSP00000469954
P17039	ENSP00000470094
P17040	ENSP00000355053
P17040	ENSP00000362512
P17041	ENSP00000363556
P17041	ENSP00000379143
P17050	ENSP00000379680
P17050	ENSP00000384603
P17050	ENSP00000385283
P17066	ENSP00000310219
P17081	ENSP00000238738
P17096	ENSP00000308227
P17096	ENSP00000288245
P17096	ENSP00000363230
P17096	ENSP00000385693
P17096	ENSP00000399888
P17097	ENSP00000393260
P17097	ENSP00000435252
P17097	ENSP00000432724
P17098	ENSP00000477716
P17152	ENSP00000319992
P17174	ENSP00000359539
P17181	ENSP00000270139
P17213	ENSP00000262865
P17252	ENSP00000408695
P17275	ENSP00000303315
P17301	ENSP00000296585
P17302	ENSP00000282561
P17302	ENSP00000497565
P17302	ENSP00000497283
P17302	ENSP00000497788
P17302	ENSP00000497367
P17342	ENSP00000265074
P17342	ENSP00000318340
P17342	ENSP00000398028
P17405	ENSP00000340409
P17405	ENSP00000435350
P17480	ENSP00000302640
P17480	ENSP00000345297
P17480	ENSP00000377231
P17480	ENSP00000390669
P17480	ENSP00000432925
P17480	ENSP00000435708
P17480	ENSP00000437180
P17481	ENSP00000239144
P17482	ENSP00000309439
P17483	ENSP00000328928
P17509	ENSP00000225648
P17509	ENSP00000420009
P17516	ENSP00000263126
P17516	ENSP00000369814
P17535	ENSP00000252818
P17538	ENSP00000354294
P17540	ENSP00000254035
P17540	ENSP00000404203
P17540	ENSP00000410289
P17542	ENSP00000294339
P17542	ENSP00000360951
P17544	ENSP00000399465
P17544	ENSP00000387406
P17544	ENSP00000456858
P17544	ENSP00000449938
P17544	ENSP00000465192
P17568	ENSP00000215565
P17600	ENSP00000295987
P17600	ENSP00000343206
P17612	ENSP00000309591
P17612	ENSP00000466651
P17643	ENSP00000373570
P17655	ENSP00000295006
P17655	ENSP00000413158
P17658	ENSP00000280684
P17661	ENSP00000363071
P17676	ENSP00000305422
P17677	ENSP00000305010
P17677	ENSP00000377372
P17693	ENSP00000353472
P17693	ENSP00000366011
P17693	ENSP00000373116
P17693	ENSP00000373117
P17693	ENSP00000389969
P17693	ENSP00000389522
P17693	ENSP00000405238
P17693	ENSP00000412927
P17693	ENSP00000388176
P17693	ENSP00000401326
P17693	ENSP00000398200
P17693	ENSP00000416408
P17693	ENSP00000413926
P17693	ENSP00000408773
P17693	ENSP00000410247
P17693	ENSP00000447762
P17693	ENSP00000447780
P17693	ENSP00000448085
P17693	ENSP00000448363
P17693	ENSP00000449903
P17693	ENSP00000449291
P17693	ENSP00000479399
P17706	ENSP00000311857
P17706	ENSP00000320298
P17706	ENSP00000320546
P17706	ENSP00000466936
P17707	ENSP00000357880
P17735	ENSP00000348234
P17752	ENSP00000250018
P17787	ENSP00000357461
P17812	ENSP00000361699
P17812	ENSP00000361704
P17812	ENSP00000497744
P17812	ENSP00000497602
P17813	ENSP00000341917
P17813	ENSP00000362299
P17844	ENSP00000225792
P17844	ENSP00000403085
P17858	ENSP00000269848
P17861	ENSP00000216037
P17861	ENSP00000343155
P17861	ENSP00000481170
P17900	ENSP00000349687
P17927	ENSP00000356018
P17927	ENSP00000356020
P17927	ENSP00000383744
P17931	ENSP00000254301
P17936	ENSP00000275521
P17936	ENSP00000370473
P17947	ENSP00000227163
P17947	ENSP00000367799
P17948	ENSP00000282397
P17948	ENSP00000442630
P17948	ENSP00000437631
P17948	ENSP00000437841
P17948	ENSP00000484039
P17980	ENSP00000298852
P17980	ENSP00000481029
P17987	ENSP00000317334
P18031	ENSP00000360683
P18054	ENSP00000251535
P18065	ENSP00000233809
P18074	ENSP00000375809
P18074	ENSP00000431229
P18075	ENSP00000379204
P18077	ENSP00000393393
P18077	ENSP00000419117
P18077	ENSP00000495672
P18084	ENSP00000296181
P18085	ENSP00000306010
P18089	ENSP00000480573
P18124	ENSP00000339795
P18146	ENSP00000239938
P18206	ENSP00000211998
P18206	ENSP00000361841
P18283	ENSP00000374265
P18405	ENSP00000274192
P18428	ENSP00000217407
P18433	ENSP00000216877
P18433	ENSP00000314568
P18433	ENSP00000348468
P18433	ENSP00000369756
P18433	ENSP00000382787
P18440	ENSP00000307218
P18440	ENSP00000429407
P18440	ENSP00000428270
P18440	ENSP00000429341
P18440	ENSP00000440900
P18505	ENSP00000295454
P18505	ENSP00000426766
P18507	ENSP00000410732
P18507	ENSP00000492125
P18507	ENSP00000491909
P18509	ENSP00000411658
P18509	ENSP00000462647
P18510	ENSP00000259206
P18510	ENSP00000329072
P18510	ENSP00000354816
P18510	ENSP00000387210
P18510	ENSP00000387173
P18545	ENSP00000328412
P18545	ENSP00000461464
P18545	ENSP00000458167
P18564	ENSP00000283249
P18564	ENSP00000386367
P18564	ENSP00000386828
P18583	ENSP00000300278
P18583	ENSP00000348984
P18583	ENSP00000371095
P18583	ENSP00000399783
P18615	ENSP00000364574
P18615	ENSP00000364578
P18615	ENSP00000372660
P18615	ENSP00000372834
P18615	ENSP00000403623
P18615	ENSP00000388400
P18615	ENSP00000394879
P18615	ENSP00000393005
P18621	ENSP00000462023
P18621	ENSP00000463842
P18621	ENSP00000462385
P18621	ENSP00000462944
P18621	ENSP00000480555
P18621	ENSP00000482577
P18627	ENSP00000203629
P18627	ENSP00000413825
P18669	ENSP00000359991
P18754	ENSP00000362937
P18754	ENSP00000362938
P18754	ENSP00000362939
P18754	ENSP00000381931
P18754	ENSP00000497402
P18825	ENSP00000386069
P18827	ENSP00000254351
P18827	ENSP00000370542
P18846	ENSP00000262053
P18847	ENSP00000336908
P18847	ENSP00000344352
P18847	ENSP00000355950
P18847	ENSP00000355954
P18847	ENSP00000432208
P18847	ENSP00000480606
P18847	ENSP00000483576
P18848	ENSP00000336790
P18848	ENSP00000379912
P18848	ENSP00000384587
P18850	ENSP00000356919
P18858	ENSP00000263274
P18858	ENSP00000442841
P18858	ENSP00000471836
P18858	ENSP00000483027
P18859	ENSP00000284971
P18859	ENSP00000382959
P18859	ENSP00000382962
P18859	ENSP00000382965
P18859	ENSP00000382966
P18859	ENSP00000389649
P18887	ENSP00000262887
P19012	ENSP00000254043
P19012	ENSP00000377546
P19013	ENSP00000293774
P19013	ENSP00000448220
P19021	ENSP00000306100
P19021	ENSP00000282992
P19021	ENSP00000314638
P19021	ENSP00000396493
P19021	ENSP00000403461
P19022	ENSP00000269141
P19022	ENSP00000382312
P19075	ENSP00000247829
P19075	ENSP00000377003
P19075	ENSP00000447160
P19086	ENSP00000478892
P19087	ENSP00000251337
P19099	ENSP00000325822
P19105	ENSP00000217652
P19105	ENSP00000441231
P19105	ENSP00000463614
P19105	ENSP00000462171
P19113	ENSP00000267845
P19113	ENSP00000440252
P19174	ENSP00000244007
P19174	ENSP00000362368
P19224	ENSP00000303174
P19224	ENSP00000362523
P19235	ENSP00000222139
P19235	ENSP00000467809
P19237	ENSP00000337022
P19237	ENSP00000354488
P19237	ENSP00000356281
P19256	ENSP00000358501
P19256	ENSP00000409080
P19256	ENSP00000432773
P19320	ENSP00000294728
P19320	ENSP00000304611
P19320	ENSP00000359137
P19338	ENSP00000318195
P19367	ENSP00000298649
P19367	ENSP00000352398
P19367	ENSP00000353433
P19367	ENSP00000415949
P19367	ENSP00000402103
P19367	ENSP00000494664
P19387	ENSP00000219252
P19388	ENSP00000464739
P19388	ENSP00000485021
P19388	ENSP00000478303
P19397	ENSP00000271324
P19397	ENSP00000497382
P19404	ENSP00000327268
P19419	ENSP00000247161
P19419	ENSP00000345585
P19419	ENSP00000366182
P19429	ENSP00000341838
P19438	ENSP00000162749
P19438	ENSP00000380389
P19440	ENSP00000248923
P19440	ENSP00000383231
P19440	ENSP00000383232
P19440	ENSP00000384381
P19440	ENSP00000384820
P19440	ENSP00000385445
P19440	ENSP00000387499
P19447	ENSP00000285398
P19474	ENSP00000254436
P19484	ENSP00000230323
P19484	ENSP00000362124
P19484	ENSP00000384203
P19484	ENSP00000412551
P19525	ENSP00000233057
P19525	ENSP00000378559
P19525	ENSP00000385014
P19525	ENSP00000497534
P19526	ENSP00000312021
P19526	ENSP00000494643
P19532	ENSP00000314129
P19532	ENSP00000476976
P19544	ENSP00000368370
P19544	ENSP00000435307
P19622	ENSP00000297375
P19623	ENSP00000366156
P19634	ENSP00000263980
P19634	ENSP00000363199
P19652	ENSP00000394936
P19784	ENSP00000262506
P19793	ENSP00000419692
P19801	ENSP00000354193
P19801	ENSP00000411613
P19801	ENSP00000418328
P19801	ENSP00000418614
P19823	ENSP00000351190
P19827	ENSP00000273283
P19827	ENSP00000443847
P19835	ENSP00000342217
P19838	ENSP00000226574
P19838	ENSP00000378297
