Gene,XM id,XP id,mean Ka/Ks,mean Ka,mean ks,medaka Ka/Ks,medaka Ka,medaka ks,Stickleback Ka/Ks,Stickleback Ka,Stickleback ks,tetraodon Ka/Ks,tetraodon Ka,tetraodon ks,fugu Ka/Ks,fugu Ka,fugu ks,zebrafish Ka/Ks,zebrafish Ka,zebrafish ks
fam171b,XM_015958061.1,XP_015813547.1,0.08752,0.14986,1.7178,0.0761,0.0818,1.0748,0.0414,0.0895,2.1639,0.1062,0.1935,1.8214,0.09,0.1399,1.5539,0.1239,0.2446,1.975
fam172a,XM_015972424.1,XP_015827910.1,0.0923,0.11846,1.30806,0.1228,0.0994,0.81,0.0735,0.0641,0.8715,0.0766,0.158,2.062,0.0786,0.0927,1.1782,0.11,0.1781,1.6186
fam175b,XM_015944835.1,XP_015800321.1,0.05608,0.05096,0.99964,0.0713,0.0348,0.4878,0.0675,0.0325,0.4824,0.0535,0.0462,0.8628,0.0429,0.0334,0.7778,0.0452,0.1079,2.3874
fam185a,XM_015964098.1,XP_015819584.1,0.26,0.2639,1.02604,0.2663,0.2384,0.8951,0.2344,0.1908,0.814,0.2464,0.2963,1.2025,0.3025,0.2228,0.7364,0.2504,0.3712,1.4822
fam188a,XM_015950515.1,XP_015806001.1,0.08712,0.08532,0.97652,0.0895,0.064,0.7153,0.0946,0.081,0.8564,0.0705,0.071,1.0069,0.0871,0.0728,0.8358,0.0939,0.1378,1.4682
fam192a,XM_015965144.1,XP_015820630.1,0.0445,0.08526,2.1293,0.0381,0.0473,1.24,0.0492,0.0593,1.2048,0.0263,0.0859,3.2624,0.0713,0.1021,1.433,0.0376,0.1317,3.5063
fam193a,XM_015964263.1,XP_015819749.1,0.06718,0.08608,1.27088,0.0683,0.0775,1.1351,0.0627,0.0662,1.0548,0.0676,0.0814,1.2041,0.0592,0.081,1.369,0.0781,0.1243,1.5914
fam193b,XM_015971675.1,XP_015827161.1,0.0747,0.07186,0.95272,0.0585,0.0527,0.9015,0.0755,0.05,0.6625,0.0745,0.0661,0.8873,0.0829,0.0644,0.7767,0.0821,0.1261,1.5356
fam198b,XM_015950898.1,XP_015806384.1,0.13506,0.17438,1.27964,0.1268,0.159,1.2539,0.1314,0.1371,1.0437,0.1376,0.1714,1.2462,0.1191,0.1536,1.2902,0.1604,0.2508,1.5642
fam199x,XM_015953603.1,XP_015809089.1,0.01486,0.0331,2.18426,0.0093,0.0152,1.6289,0.0112,0.0208,1.8613,0.0204,0.0329,1.6114,0.017,0.0298,1.7529,0.0164,0.0668,4.0668
fam206a,XM_015973307.1,XP_015828793.1,0.04364,0.08872,2.09866,0.0382,0.0657,1.7215,0.0486,0.0676,1.3914,0.0491,0.1018,2.0721,0.048,0.0927,1.9313,0.0343,0.1158,3.377
fam207a,XM_015957803.1,XP_015813289.1,0.09336,0.15612,1.78892,0.0723,0.1524,2.1079,0.0349,0.0823,2.3614,0.0943,0.1412,1.4978,0.1123,0.1407,1.2523,0.153,0.264,1.7252
fam20a,XM_015963612.1,XP_015819098.1,0.08162,0.12648,1.68002,0.1048,0.0895,0.854,0.0543,0.1162,2.1418,0.0879,0.1186,1.3497,0.0926,0.1166,1.2589,0.0685,0.1915,2.7957
fam20b,XM_015971674.1,XP_015827160.1,0.03066,0.04792,1.71612,0.0514,0.0384,0.7486,0.0195,0.0418,2.1449,0.0208,0.0395,1.8947,0.0271,0.04,1.4782,0.0345,0.0799,2.3142
fam210b,XM_015959167.1,XP_015814653.1,0.06178,0.07174,1.20486,0.0624,0.0414,0.6625,0.0387,0.026,0.6707,0.0299,0.0726,2.4282,0.0578,0.0491,0.8507,0.1201,0.1696,1.4122
fam212b,XM_015959191.1,XP_015814677.1,0.04816,0.06606,1.19702,0.0324,0.0219,0.6764,0.0571,0.0469,0.8215,0.0191,0.0231,1.2127,0.0274,0.037,1.3522,0.1048,0.2014,1.9223
fam213b,XM_015959038.1,XP_015814524.1,0.10102,0.13784,1.42238,0.0626,0.0658,1.0509,0.1077,0.1137,1.0557,0.071,0.1385,1.9508,0.0676,0.12,1.7738,0.1962,0.2512,1.2807
fam214a,XM_015942649.1,XP_015798135.1,0.09252,0.1031,1.12844,0.1103,0.0828,0.7501,0.076,0.0688,0.9051,0.0936,0.0914,0.976,0.0938,0.0928,0.989,0.0889,0.1797,2.022
fam222a,XM_015972626.1,XP_015828112.1,0.07186,0.0453,0.66548,0.0839,0.0438,0.5225,0.1049,0.0446,0.4252,0.0478,0.0292,0.6124,0.0607,0.0337,0.5555,0.062,0.0752,1.2118
fam222b,XM_015961822.1,XP_015817308.1,0.15312,0.09992,0.64326,0.123,0.0605,0.4915,0.1725,0.0732,0.4241,0.1533,0.101,0.6587,0.1502,0.0787,0.5242,0.1666,0.1862,1.1178
fam234a,XM_015963473.1,XP_015818959.1,0.27274,0.25018,0.94886,0.3269,0.2122,0.6492,0.2749,0.2004,0.7288,0.2719,0.245,0.9012,0.2589,0.2189,0.8455,0.2311,0.3744,1.6196
fam234b,XM_015945287.1,XP_015800773.1,0.11924,0.20594,2.11284,0.1482,0.1524,1.0286,0.0418,0.1333,3.1866,0.0644,0.2118,3.29,0.1526,0.1938,1.2703,0.1892,0.3384,1.7887
fam32a,XM_015971382.1,XP_015826868.1,0.06492,0.081,1.30932,0.0337,0.041,1.2175,0.0995,0.0933,0.938,0.0448,0.0799,1.7827,0.074,0.08,1.0818,0.0726,0.1108,1.5266
fam3a,XM_015967825.1,XP_015823311.1,0.02954,0.04782,1.67086,0.0155,0.0268,1.7289,0.022,0.0296,1.3475,0.0441,0.0712,1.6141,0.0391,0.0401,1.0251,0.027,0.0714,2.6387
fam3c,XM_015959886.1,XP_015815372.1,0.103,0.1408,1.37138,0.091,0.0988,1.0851,0.0999,0.1263,1.2645,0.1213,0.1711,1.4107,0.1139,0.1476,1.2955,0.0889,0.1602,1.8011
fam43a,XM_015970671.1,XP_015826157.1,0.02108,0.02056,1.19944,0.0359,0.0208,0.5801,0.0089,0.0179,2.0094,0.0287,0.0209,0.7284,0.0152,0.0149,0.9818,0.0167,0.0283,1.6975
fam50a,XM_015968625.1,XP_015824111.1,0.00614,0.01176,1.9704,0.0011,0.0015,1.3638,0.0051,0.0114,2.2413,0.0022,0.0065,2.9527,0.0083,0.0101,1.2078,0.014,0.0293,2.0864
fam63a,XM_015973389.1,XP_015828875.1,0.03568,0.04814,1.3807,0.0425,0.0429,1.0084,0.0336,0.0399,1.1889,0.036,0.0545,1.5145,0.0348,0.0309,0.8878,0.0315,0.0725,2.3039
fam63b,XM_015952997.1,XP_015808483.1,0.02248,0.0311,1.4314,0.0302,0.0309,1.0232,0.0277,0.0266,0.9611,0.0161,0.0205,1.2743,0.0113,0.02,1.7723,0.0271,0.0575,2.1261
fam65b,XM_015973796.1,XP_015829282.1,0.05702,0.07754,1.37842,0.0614,0.0529,0.8611,0.0607,0.0592,0.9744,0.0348,0.065,1.8676,0.0496,0.0686,1.3823,0.0786,0.142,1.8067
fam65c,XM_015958543.1,XP_015814029.1,0.12476,0.19836,1.60836,0.1181,0.133,1.1269,0.1462,0.1714,1.1726,0.1162,0.2184,1.88,0.0971,0.1891,1.9479,0.1462,0.2799,1.9144
fam69a,XM_015962314.1,XP_015817800.1,0.06292,0.09772,1.69112,0.0654,0.088,1.3462,0.0281,0.0741,2.6342,0.0617,0.0944,1.5301,0.0831,0.0889,1.069,0.0763,0.1432,1.8761
fam69b,XM_015943237.1,XP_015798723.1,0.07192,0.10162,1.38772,0.0648,0.0699,1.0792,0.0597,0.0703,1.178,0.0497,0.0842,1.6953,0.0555,0.0778,1.4015,0.1299,0.2059,1.5846
fam72a,XM_015959572.1,XP_015815058.1,0.03318,0.02644,0.83346,0.0309,0.0226,0.7324,0.0517,0.0243,0.4713,0.0271,0.0194,0.7154,0.0237,0.0191,0.8061,0.0325,0.0468,1.4421
fam73b,XM_015943056.1,XP_015798542.1,0.0958,0.09582,1.08572,0.1051,0.0824,0.7839,0.0976,0.0832,0.8528,0.099,0.0887,0.8967,0.1107,0.0802,0.7243,0.0666,0.1446,2.1709
fam76b,XM_015960985.1,XP_015816471.1,0.011,0.0164,1.85024,0.0133,0.01,0.7512,0.0149,0.012,0.8042,0.0141,0.0164,1.1662,0.0047,0.012,2.5786,0.008,0.0316,3.951
fam83d,XM_015960020.1,XP_015815506.1,0.07698,0.09322,1.24846,0.0711,0.072,1.013,0.0416,0.0717,1.721,0.0829,0.0931,1.124,0.085,0.0853,1.0034,0.1043,0.144,1.3809
fam84a,XM_015975492.1,XP_015830978.1,0.05274,0.04342,0.90262,0.0395,0.0206,0.5218,0.0634,0.0301,0.475,0.068,0.0512,0.7523,0.0543,0.0305,0.5621,0.0385,0.0847,2.2019
fam84b,XM_015949175.1,XP_015804661.1,0.04018,0.10768,2.7791,0.0551,0.0883,1.6015,0.0247,0.0832,3.3745,0.0291,0.0811,2.7821,0.0444,0.0878,1.9767,0.0476,0.198,4.1607
fam89a,XM_015947579.1,XP_015803065.1,0.0216,0.03442,1.82004,0.0135,0.0231,1.7069,0.0365,0.0333,0.9119,0.0088,0.0214,2.4264,0.0133,0.0302,2.2694,0.0359,0.0641,1.7856
fam91a1,XM_015973811.1,XP_015829297.1,0.02556,0.03498,1.5903,0.0262,0.0241,0.9228,0.0312,0.0298,0.9559,0.0092,0.028,3.0522,0.0221,0.0326,1.4766,0.0391,0.0604,1.544
fam92a1,XM_015973815.1,XP_015829301.1,0.15338,0.1258,0.82874,0.2126,0.1415,0.6654,0.1265,0.0896,0.7081,0.1354,0.1131,0.8354,0.125,0.1153,0.9221,0.1674,0.1695,1.0127
fam96a,XM_015963901.1,XP_015819387.1,0.03798,0.0525,1.2318,0.0314,0.0252,0.8029,0.0228,0.0246,1.0758,0.0377,0.0534,1.4167,0.0275,0.0272,0.9905,0.0705,0.1321,1.8731
fam98b,XM_015969826.1,XP_015825312.1,0.16186,0.1801,1.11834,0.1203,0.1237,1.028,0.1481,0.1482,1.0007,0.1844,0.1529,0.8289,0.188,0.1442,0.7669,0.1685,0.3315,1.9672
fancb,XM_015966355.1,XP_015821841.1,0.28214,0.30556,1.17124,0.3431,0.2514,0.7327,0.2152,0.2632,1.2231,0.2603,0.2933,1.1266,0.3828,0.3076,0.8035,0.2093,0.4123,1.9703
fance,XM_015967768.1,XP_015823254.1,0.22242,0.268,1.3778,0.3043,0.24,0.7888,0.247,0.2211,0.8953,0.2203,0.2471,1.1221,0.2071,0.2445,1.1805,0.1334,0.3873,2.9023
fanci,XM_015964799.1,XP_015820285.1,0.09248,0.11872,1.27264,0.0888,0.0824,0.9276,0.0665,0.0828,1.2456,0.0894,0.1292,1.4447,0.1072,0.1345,1.2545,0.1105,0.1647,1.4908
fancl,XM_015976858.1,XP_015832344.1,0.1165,0.156,1.48474,0.1665,0.1243,0.7467,0.118,0.1505,1.2758,0.0713,0.1671,2.3427,0.1251,0.1455,1.1631,0.1016,0.1926,1.8954
farp1,XM_015966422.1,XP_015821908.1,0.07042,0.06894,0.96242,0.0692,0.0475,0.6866,0.0664,0.0574,0.8645,0.0751,0.0621,0.8269,0.061,0.0569,0.9317,0.0804,0.1208,1.5024
farp2,XM_015962349.1,XP_015817835.1,0.04076,0.05912,1.66032,0.0475,0.0397,0.8354,0.024,0.0531,2.2071,0.0496,0.0614,1.2374,0.0568,0.0685,1.2065,0.0259,0.0729,2.8152
farsa,XM_015945128.1,XP_015800614.1,0.04714,0.08144,1.83036,0.0356,0.0496,1.3925,0.0394,0.0558,1.4157,0.0661,0.1081,1.6349,0.0692,0.1172,1.6942,0.0254,0.0765,3.0145
farsb,XM_015952146.1,XP_015807632.1,0.0487,0.0769,1.7602,0.0385,0.06,1.5568,0.0406,0.0631,1.5545,0.0763,0.082,1.075,0.0563,0.075,1.3319,0.0318,0.1044,3.2828
fasn,XM_015976513.1,XP_015831999.1,0.10176,0.14698,1.60314,0.1202,0.1452,1.2081,0.047,0.123,2.6186,0.1176,0.1433,1.2182,0.1267,0.1478,1.1668,0.0973,0.1756,1.804
fastkd1,XM_015966525.1,XP_015822011.1,0.21848,0.19958,0.91912,0.2228,0.148,0.6644,0.2303,0.1769,0.7681,0.2084,0.1905,0.9138,0.2202,0.1986,0.902,0.2107,0.2839,1.3473
fastkd3,XM_015954688.1,XP_015810174.1,0.15746,0.18338,1.1253,0.1473,0.1385,0.9403,0.1321,0.1443,1.0922,0.1411,0.1412,1.001,0.1455,0.1555,1.068,0.2213,0.3374,1.525
fat1,XM_015963864.1,XP_015819350.1,0.0677,0.10668,1.75662,0.104,0.0832,0.8002,0.0517,0.0868,1.68,0.0788,0.0988,1.2539,0.0504,0.0964,1.912,0.0536,0.1682,3.137
fat3,XM_015976021.1,XP_015831507.1,0.1329,0.165,1.2775,0.1391,0.1231,0.8846,0.1409,0.1154,0.8195,0.1423,0.1788,1.2569,0.0895,0.1636,1.8284,0.1527,0.2441,1.5981
fat4,XM_015951568.1,XP_015807054.1,0.05118,0.06644,1.36432,0.0822,0.0652,0.7936,0.0355,0.0505,1.425,0.0464,0.0568,1.2226,0.0319,0.0488,1.5292,0.0599,0.1109,1.8512
faxc,XM_015949241.1,XP_015804727.1,0.04296,0.06546,1.41024,0.0412,0.0336,0.8162,0.034,0.0394,1.1599,0.0398,0.0538,1.3529,0.0405,0.0438,1.0821,0.0593,0.1567,2.6401
fbl,XM_015949522.1,XP_015805008.1,0.02114,0.02582,1.20644,0.0151,0.0161,1.0596,0.0251,0.0354,1.4117,0.0164,0.0171,1.0434,0.0259,0.0209,0.8083,0.0232,0.0396,1.7092
fbln2,XM_015968173.1,XP_015823659.1,0.12312,0.15028,1.22838,0.1334,0.1176,0.8814,0.1337,0.1362,1.0188,0.1225,0.1321,1.0781,0.0947,0.1292,1.364,0.1313,0.2363,1.7996
fbln7,XM_015944496.1,XP_015799982.1,0.05436,0.08746,1.749,0.0795,0.0693,0.8718,0.0293,0.0625,2.1348,0.0356,0.0841,2.364,0.0545,0.073,1.3399,0.0729,0.1484,2.0345
fbn3,XM_015970542.1,XP_015826028.1,0.03312,0.05494,1.75336,0.0398,0.0477,1.1976,0.0371,0.0449,1.2094,0.0244,0.0538,2.2049,0.0361,0.0507,1.4038,0.0282,0.0776,2.7511
fbrsl1,XM_015971998.1,XP_015827484.1,0.0603,0.05048,0.80922,0.0532,0.0359,0.6736,0.066,0.0422,0.6391,0.0558,0.0376,0.6744,0.0512,0.0389,0.7599,0.0753,0.0978,1.2991
fbxl15,XM_015963015.1,XP_015818501.1,0.09434,0.09202,0.92214,0.0907,0.0691,0.7621,0.0713,0.0557,0.7811,0.0937,0.0797,0.8515,0.0835,0.0646,0.774,0.1325,0.191,1.442
fbxl18,XM_015964829.1,XP_015820315.1,0.12896,0.18772,1.42012,0.1171,0.1086,0.9272,0.0561,0.1028,1.8308,0.1217,0.1574,1.2933,0.1398,0.1406,1.006,0.2101,0.4292,2.0433
fbxl22,XM_015964429.1,XP_015819915.1,0.10408,0.13528,1.31154,0.0869,0.0719,0.8268,0.0934,0.091,0.9746,0.089,0.1559,1.7529,0.1468,0.1528,1.0409,0.1043,0.2048,1.9625
fbxl4,XM_015949246.1,XP_015804732.1,0.06532,0.06654,1.04216,0.0873,0.0544,0.6235,0.0509,0.0468,0.921,0.049,0.0612,1.2486,0.0666,0.0615,0.9235,0.0728,0.1088,1.4942
fbxl5,XM_015976333.1,XP_015831819.1,0.08816,0.10878,1.24978,0.0984,0.0885,0.9002,0.0504,0.0837,1.6618,0.0825,0.0899,1.0901,0.0848,0.0892,1.0517,0.1247,0.1926,1.5451
fbxo10,XM_015954166.1,XP_015809652.1,0.06872,0.09332,1.35408,0.0672,0.0596,0.8874,0.048,0.0803,1.674,0.0602,0.081,1.3458,0.0521,0.0704,1.3526,0.1161,0.1753,1.5106
fbxo21,XM_015960549.1,XP_015816035.1,0.04346,0.06406,1.50484,0.0265,0.0452,1.7061,0.0274,0.0351,1.2804,0.0601,0.0711,1.1837,0.0334,0.0601,1.7974,0.0699,0.1088,1.5566
fbxo22,XM_015953282.1,XP_015808768.1,0.09726,0.16294,1.74368,0.1169,0.1237,1.0582,0.0606,0.1129,1.8629,0.1148,0.1581,1.3776,0.0598,0.1391,2.3269,0.1342,0.2809,2.0928
fbxo25,XM_015947345.1,XP_015802831.1,0.05298,0.10378,2.55158,0.0162,0.0709,4.3845,0.0755,0.0864,1.1453,0.0504,0.1172,2.3243,0.03,0.1006,3.3541,0.0928,0.1438,1.5497
fbxo3,XM_015957973.1,XP_015813459.1,0.05368,0.09072,1.69744,0.0418,0.0614,1.4678,0.0498,0.0774,1.5544,0.0611,0.0811,1.3288,0.0632,0.0974,1.5417,0.0525,0.1363,2.5945
fbxo31,XM_015964796.1,XP_015820282.1,0.0586,0.06374,1.0992,0.0423,0.035,0.8267,0.0799,0.059,0.7388,0.0534,0.0637,1.1932,0.058,0.0636,1.0971,0.0594,0.0974,1.6402
fbxo32,XM_015949177.1,XP_015804663.1,0.0636,0.04936,0.8537,0.0912,0.0455,0.4988,0.0879,0.0512,0.5825,0.044,0.0386,0.8767,0.0436,0.0396,0.9102,0.0513,0.0719,1.4003
fbxo33,XM_015941085.1,XP_015796571.1,0.07394,0.1012,1.56854,0.0866,0.0851,0.9825,0.0553,0.0596,1.078,0.0729,0.095,1.3032,0.0249,0.075,3.0068,0.13,0.1913,1.4722
fbxo4,XM_015972867.1,XP_015828353.1,0.18076,0.18254,0.9858,0.18,0.1413,0.7849,0.1491,0.1333,0.8946,0.1594,0.1532,0.9607,0.1865,0.1712,0.9182,0.2288,0.3137,1.3706
fbxo41,XM_015943739.1,XP_015799225.1,0.02164,0.0311,1.63182,0.0296,0.0257,0.8678,0.0244,0.0251,1.0285,0.0094,0.025,2.6586,0.0139,0.0259,1.863,0.0309,0.0538,1.7412
fbxo45,XM_015954931.1,XP_015810417.1,0.01948,0.03766,1.9952,0.0184,0.0248,1.3446,0.0294,0.0449,1.5298,0.0124,0.0309,2.4999,0.0151,0.0306,2.0238,0.0221,0.0571,2.5779
fbxo46,XM_015975389.1,XP_015830875.1,0.02724,0.04426,1.84442,0.0407,0.0278,0.6824,0.0125,0.0328,2.6284,0.0194,0.0414,2.1337,0.0204,0.0392,1.9234,0.0432,0.0801,1.8542
fbxo5,XM_015944680.1,XP_015800166.1,0.11694,0.23896,2.0844,0.1446,0.2243,1.5508,0.1028,0.2161,2.1008,0.1209,0.2012,1.6644,0.1075,0.2078,1.934,0.1089,0.3454,3.172
fbxo7,XM_015963364.1,XP_015818850.1,0.13984,0.23158,1.81946,0.0865,0.1773,2.049,0.1168,0.1953,1.6726,0.0916,0.2542,2.7734,0.1859,0.2126,1.144,0.2184,0.3185,1.4583
fbxo9,XM_015976375.1,XP_015831861.1,0.1223,0.13638,1.21152,0.1002,0.0852,0.8506,0.1295,0.1078,0.8325,0.1627,0.1458,0.8957,0.1399,0.1555,1.1115,0.0792,0.1876,2.3673
fbxw12,XM_015968178.1,XP_015823664.1,0.1424,0.1764,1.24196,0.1819,0.1456,0.8005,0.116,0.147,1.2668,0.1173,0.1392,1.1859,0.134,0.1446,1.0795,0.1628,0.3056,1.8771
fbxw2,XM_015966893.1,XP_015822379.1,0.03226,0.04718,1.53534,0.0279,0.0275,0.9871,0.0213,0.0503,2.3663,0.022,0.0394,1.7871,0.0373,0.0366,0.9822,0.0528,0.0821,1.554
fbxw4,XM_015944056.1,XP_015799542.1,0.10658,0.13738,1.29164,0.1338,0.1361,1.0173,0.0827,0.0803,0.9707,0.1126,0.1703,1.5122,0.0844,0.1278,1.5146,0.1194,0.1724,1.4434
fbxw8,XM_015960546.1,XP_015816032.1,0.07156,0.11362,1.65424,0.0813,0.0823,1.0115,0.0644,0.0746,1.1582,0.0464,0.1103,2.3777,0.0506,0.1,1.9777,0.1151,0.2009,1.7461
fbxw9,XM_015945785.1,XP_015801271.1,0.2055,0.23496,1.34456,0.2934,0.3146,1.0721,0.1587,0.1315,0.8288,0.2235,0.2277,1.0186,0.2602,0.235,0.903,0.0917,0.266,2.9003
fcf1,XM_015970214.1,XP_015825700.1,0.03534,0.0388,1.05606,0.0353,0.0299,0.8471,0.0347,0.0306,0.8797,0.0294,0.0265,0.9035,0.0293,0.0315,1.0778,0.048,0.0755,1.5722
fcgbp,XM_015948931.1,XP_015804417.1,0.14378,0.21228,1.51412,0.1818,0.1421,0.7814,0.1214,0.1358,1.1185,0.1206,0.2204,1.827,0.1518,0.2222,1.4641,0.1433,0.3409,2.3796
fcho2,XM_015967117.1,XP_015822603.1,0.0673,0.09558,1.4552,0.059,0.0704,1.1926,0.0682,0.1222,1.7912,0.0666,0.0764,1.1464,0.0827,0.0733,0.8862,0.06,0.1356,2.2596
fdft1,XM_015947286.1,XP_015802772.1,0.04948,0.06612,1.31532,0.0525,0.0534,1.0185,0.0471,0.0527,1.1192,0.0393,0.0559,1.4218,0.0457,0.0558,1.2198,0.0628,0.1128,1.7973
fdx1,XM_015952459.1,XP_015807945.1,0.06142,0.09146,1.43956,0.0409,0.0557,1.3629,0.0357,0.0517,1.4485,0.065,0.0813,1.25,0.0613,0.0833,1.3592,0.1042,0.1853,1.7772
fdxr,XM_015963739.1,XP_015819225.1,0.11356,0.13174,1.1586,0.0855,0.1065,1.2461,0.1101,0.1206,1.0956,0.1192,0.1104,0.9258,0.1236,0.119,0.9632,0.1294,0.2022,1.5623
fech,XM_015943439.1,XP_015798925.1,0.02488,0.04076,1.63602,0.0069,0.0138,2.0023,0.0208,0.0206,0.9919,0.0304,0.0394,1.2958,0.0306,0.0536,1.7532,0.0357,0.0764,2.1369
fem1b,XM_015941888.1,XP_015797374.1,0.03312,0.07766,2.9114,0.0434,0.058,1.3379,0.0166,0.0727,4.3909,0.0319,0.0712,2.2292,0.0524,0.0772,1.4749,0.0213,0.1092,5.1241
fem1c,XM_015972785.1,XP_015828271.1,0.02262,0.05014,2.3896,0.0263,0.0302,1.1462,0.009,0.0301,3.3394,0.0246,0.0449,1.8296,0.0284,0.0451,1.5902,0.0248,0.1004,4.0426
fen1,XM_015954963.1,XP_015810449.1,0.04404,0.0558,1.50384,0.0803,0.0511,0.6369,0.0439,0.0468,1.0672,0.0375,0.047,1.254,0.0278,0.0562,2.0215,0.0307,0.0779,2.5396
fer,XM_015943270.1,XP_015798756.1,0.05166,0.08244,1.74432,0.055,0.0628,1.1419,0.0324,0.07,2.1602,0.0219,0.0564,2.579,0.0438,0.0541,1.2353,0.1052,0.1689,1.6052
fermt1,XM_015948153.1,XP_015803639.1,0.05958,0.073,1.22694,0.0586,0.0688,1.1734,0.0567,0.0545,0.9615,0.0676,0.0658,0.9743,0.0531,0.0684,1.2895,0.0619,0.1075,1.736
fermt2,XM_015969794.1,XP_015825280.1,0.00954,0.01324,1.48302,0.0115,0.0105,0.9131,0.0062,0.0139,2.2334,0.0082,0.0125,1.5219,0.0118,0.0125,1.0587,0.01,0.0168,1.688
fev,XM_015966290.1,XP_015821776.1,0.03464,0.04898,1.882,0.0345,0.0392,1.1345,0.0772,0.0566,0.7336,0.026,0.0418,1.6073,0.0164,0.0377,2.2987,0.0191,0.0696,3.6359
fez1,XM_015960690.1,XP_015816176.1,0.0876,0.09084,1.12906,0.1091,0.076,0.6965,0.0965,0.0774,0.8024,0.062,0.0793,1.2794,0.1046,0.0886,0.8477,0.0658,0.1329,2.0193
fezf1,XM_015965644.1,XP_015821130.1,0.02302,0.05378,2.44428,0.0271,0.0368,1.3591,0.0272,0.037,1.3595,0.0171,0.0604,3.5319,0.0194,0.0421,2.1674,0.0243,0.0926,3.8035
fezf2,XM_015940696.1,XP_015796182.1,0.03516,0.07142,2.12414,0.0377,0.0605,1.6075,0.0333,0.0502,1.507,0.0333,0.0607,1.8215,0.0428,0.0678,1.5846,0.0287,0.1179,4.1001
fga,XM_015946117.1,XP_015801603.1,0.095,0.19576,2.25534,0.099,0.172,1.7374,0.1045,0.1839,1.7594,0.1271,0.1776,1.3976,0.079,0.1624,2.0562,0.0654,0.2829,4.3261
fgb,XM_015946147.1,XP_015801633.1,0.05836,0.14166,2.74624,0.0857,0.1165,1.3599,0.0579,0.1326,2.2898,0.0346,0.1384,3.9982,0.0671,0.1242,1.8502,0.0465,0.1966,4.2331
fgf10,XM_015973169.1,XP_015828655.1,0.09002,0.07786,0.85476,0.1306,0.0745,0.5702,0.0565,0.0421,0.7444,0.0628,0.0473,0.7535,0.095,0.0611,0.6433,0.1052,0.1643,1.5624
fgf14,XM_015965980.1,XP_015821466.1,0.01662,0.0217,1.07772,0.0192,0.0108,0.5628,0.013,0.0071,0.5423,0.0096,0.0054,0.5609,0.0295,0.0689,2.3358,0.0118,0.0163,1.3868
fgf16,XM_015943303.1,XP_015798789.1,0.05072,0.0386,0.92854,0.0902,0.0449,0.4974,0.0472,0.0238,0.5046,0.0234,0.0318,1.3552,0.0586,0.0343,0.5855,0.0342,0.0582,1.7
fgf2,XM_015951529.1,XP_015807015.1,0.06216,0.09292,1.6794,0.1101,0.1049,0.9532,0.0452,0.0649,1.4344,0.0444,0.0647,1.4559,0.0653,0.0719,1.102,0.0458,0.1582,3.4515
fgf23,XM_015960561.1,XP_015816047.1,0.12078,0.17018,1.43324,0.1582,0.1787,1.1297,0.1274,0.1286,1.0093,0.1005,0.1487,1.4787,0.0918,0.1406,1.5306,0.126,0.2543,2.0179
fgf3,XM_015941947.1,XP_015797433.1,0.04538,0.08492,2.02794,0.0541,0.081,1.4968,0.0283,0.0932,3.297,0.0508,0.0758,1.4928,0.0535,0.0793,1.4832,0.0402,0.0953,2.3699
fgf5,XM_015960232.1,XP_015815718.1,0.04996,0.0928,2.08476,0.033,0.0873,2.6458,0.066,0.112,1.6965,0.0626,0.0877,1.3999,0.0586,0.078,1.331,0.0296,0.099,3.3506
fgfr1op2,XM_015955162.1,XP_015810648.1,0.0532,0.05752,1.14006,0.04,0.0419,1.0462,0.0841,0.0533,0.6345,0.0464,0.0557,1.1991,0.0445,0.0489,1.0993,0.051,0.0878,1.7212
fgfr2,XM_015943886.1,XP_015799372.1,0.03508,0.04036,1.1939,0.0448,0.0326,0.7274,0.0333,0.0342,1.028,0.04,0.0414,1.0374,0.0261,0.0284,1.0867,0.0312,0.0652,2.09
fgfr4,XM_015961246.1,XP_015816732.1,0.04826,0.06122,1.32234,0.0606,0.0508,0.8375,0.0491,0.0443,0.9034,0.0387,0.0575,1.4853,0.0297,0.0534,1.8012,0.0632,0.1001,1.5843
fgg,XM_015964013.1,XP_015819499.1,0.071,0.15052,2.30932,0.0495,0.1201,2.4272,0.0468,0.1301,2.7809,0.1029,0.1359,1.3198,0.0532,0.1596,3.0029,0.1026,0.2069,2.0158
fggy,XM_015957617.1,XP_015813103.1,0.12424,0.14534,1.16898,0.1304,0.118,0.9049,0.094,0.1219,1.2963,0.1111,0.1262,1.136,0.1389,0.1334,0.9601,0.1468,0.2272,1.5476
fgl2,XM_015957988.1,XP_015813474.1,0.03986,0.07472,1.77564,0.0355,0.048,1.3525,0.0362,0.0466,1.2873,0.0248,0.0539,2.1772,0.0347,0.0533,1.5388,0.0681,0.1718,2.5224
fhl3,XM_015950061.1,XP_015805547.1,0.02844,0.0388,1.46048,0.0327,0.0367,1.1243,0.0161,0.0393,2.4387,0.027,0.0312,1.1552,0.0303,0.0342,1.1278,0.0361,0.0526,1.4564
fhod3,XM_015955715.1,XP_015811201.1,0.0388,0.06518,1.669,0.0399,0.0534,1.3397,0.0282,0.0655,2.3239,0.0341,0.0462,1.354,0.0351,0.0455,1.2944,0.0567,0.1153,2.033
fibp,XM_015948656.1,XP_015804142.1,0.07666,0.05566,0.82292,0.0482,0.0279,0.5783,0.101,0.0577,0.5708,0.0958,0.0567,0.5917,0.0926,0.0544,0.5871,0.0457,0.0816,1.7867
