logFC,AveExpr,t,P.Value,adj.P.Val,B,description,short.name,sub.cell,GO,GO.ID,gene.name,ID,Complex
-0.680969944,19.05139331,-1.42508982,0.205852494,0.361776524,-5.717374729,SH3 and multiple ankyrin repeat domains protein 2 (Shank2) (Cortactin-binding protein 1) (CortBP1),SHAN2_MOUSE,SUBCELLULAR LOCATION: Apical cell membrane {ECO:0000250}. Cytoplasm {ECO:0000269|PubMed:15207857}. Cell junction. synapse {ECO:0000269|PubMed:15207857}. Cell junction. synapse. postsynaptic cell membrane. postsynaptic density {ECO:0000269|PubMed:15207857}. Cell projection. dendritic spine {ECO:0000269|PubMed:15207857}. Cell projection. growth cone {ECO:0000250}. Note=Colocalizes with cortactin in growth cones in differentiating hippocampal neurons. Colocalized with PDE4D to the apical membrane of colonic crypt cells (By similarity). Present in the dendritic spines of cerebellar Purkinje cells. {ECO:0000250}.,apical plasma membrane [GO:0016324]; brush border membrane [GO:0031526]; cell junction [GO:0030054]; ciliary membrane [GO:0060170]; dendritic spine [GO:0043197]; growth cone [GO:0030426]; neurofilament [GO:0005883]; neuron projection [GO:0043005]; neuronal cell body [GO:0043025]; photoreceptor inner segment [GO:0001917]; photoreceptor outer segment [GO:0001750]; plasma membrane [GO:0005886]; postsynaptic density [GO:0014069]; postsynaptic membrane [GO:0045211]; presynaptic active zone [GO:0048786]; ionotropic glutamate receptor binding [GO:0035255]; protein C-terminus binding [GO:0008022]; SH3 domain binding [GO:0017124]; adult behavior [GO:0030534]; exploration behavior [GO:0035640]; learning [GO:0007612]; long term synaptic depression [GO:0060292]; long-term synaptic potentiation [GO:0060291]; memory [GO:0007613]; positive regulation of synaptic transmission. glutamatergic [GO:0051968]; social behavior [GO:0035176]; synapse assembly [GO:0007416]; vocalization behavior [GO:0071625],GO:0001750; GO:0001917; GO:0005883; GO:0005886; GO:0007416; GO:0007612; GO:0007613; GO:0008022; GO:0014069; GO:0016324; GO:0017124; GO:0030054; GO:0030426; GO:0030534; GO:0031526; GO:0035176; GO:0035255; GO:0035640; GO:0043005; GO:0043025; GO:0043197; GO:0045211; GO:0048786; GO:0051968; GO:0060170; GO:0060291; GO:0060292; GO:0071625,Shank2,Q80Z38,NA
-0.420219096,23.80952611,-1.422518701,0.206561624,0.362046192,-5.72049279,Reticulon-3,RTN3_MOUSE,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:15350194}; Multi-pass membrane protein {ECO:0000269|PubMed:15350194}. Golgi apparatus membrane {ECO:0000250|UniProtKB:O95197}; Multi-pass membrane protein {ECO:0000255}.,endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; apoptotic process [GO:0006915]; endoplasmic reticulum tubular network formation [GO:0071787]; endoplasmic reticulum tubular network organization [GO:0071786]; vesicle-mediated transport [GO:0016192],GO:0000139; GO:0005783; GO:0005789; GO:0006915; GO:0016021; GO:0016192; GO:0071786; GO:0071787,Rtn3,Q9ES97,NA
1.543688247,23.67911992,1.419677018,0.207348003,0.362764928,-5.723935883,Protein disulfide-isomerase A6 (EC 5.3.4.1) (Thioredoxin domain-containing protein 7),PDIA6_MOUSE,SUBCELLULAR LOCATION: Endoplasmic reticulum lumen {ECO:0000250|UniProtKB:Q15084}. Cell membrane {ECO:0000250|UniProtKB:Q15084}. Melanosome {ECO:0000250|UniProtKB:Q15084}.,cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum chaperone complex [GO:0034663]; endoplasmic reticulum lumen [GO:0005788]; endoplasmic reticulum-Golgi intermediate compartment [GO:0005793]; extracellular space [GO:0005615]; melanosome [GO:0042470]; plasma membrane [GO:0005886]; smooth endoplasmic reticulum [GO:0005790]; peptide disulfide oxidoreductase activity [GO:0015037]; protein disulfide isomerase activity [GO:0003756]; apoptotic cell clearance [GO:0043277]; cell redox homeostasis [GO:0045454]; platelet activation [GO:0030168]; platelet aggregation [GO:0070527]; protein folding [GO:0006457]; response to endoplasmic reticulum stress [GO:0034976],GO:0003756; GO:0005615; GO:0005783; GO:0005788; GO:0005790; GO:0005793; GO:0005829; GO:0005886; GO:0006457; GO:0015037; GO:0030168; GO:0034663; GO:0034976; GO:0042470; GO:0043277; GO:0045454; GO:0070527,Pdia6,Q922R8,NA
-0.437960247,22.358999,-1.417094352,0.208065102,0.36336007,-5.727062317,Glucose 1.6-bisphosphate synthase (EC 2.7.1.106) (Phosphoglucomutase-2-like 1),PGM2L_MOUSE,,cytosol [GO:0005829]; glucose-1.6-bisphosphate synthase activity [GO:0047933]; metal ion binding [GO:0046872]; phosphoglucomutase activity [GO:0004614]; glucose metabolic process [GO:0006006],GO:0004614; GO:0005829; GO:0006006; GO:0046872; GO:0047933,Pgm2l1,Q8CAA7,NA
0.454596969,21.40783834,1.412424714,0.209367479,0.364973326,-5.732708259,Neurocan core protein (Chondroitin sulfate proteoglycan 3),NCAN_MOUSE,SUBCELLULAR LOCATION: Secreted {ECO:0000250}.,extracellular region [GO:0005576]; plasma membrane [GO:0005886]; calcium ion binding [GO:0005509]; carbohydrate binding [GO:0030246]; extracellular matrix structural constituent [GO:0005201]; hyaluronic acid binding [GO:0005540]; cell adhesion [GO:0007155]; central nervous system development [GO:0007417]; regulation of synapse structural plasticity [GO:0051823]; skeletal system development [GO:0001501],GO:0001501; GO:0005201; GO:0005509; GO:0005540; GO:0005576; GO:0005886; GO:0007155; GO:0007417; GO:0030246; GO:0051823,Ncan,P55066,NA
-0.434907327,22.40582293,-1.403610727,0.211846222,0.368627721,-5.743340745,Long-chain-fatty-acid--CoA ligase ACSBG1 (EC 6.2.1.3) (Acyl-CoA synthetase bubblegum family member 1) (mBG1) (Gonadotropin-regulated long chain acyl CoA synthetase) (GR-LACS) (Lipidosin),ACBG1_MOUSE,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Cytoplasmic vesicle. Microsome. Endoplasmic reticulum.,cytoplasm [GO:0005737]; cytoplasmic vesicle [GO:0031410]; intracellular membrane-bounded organelle [GO:0043231]; ATP binding [GO:0005524]; decanoate-CoA ligase activity [GO:0102391]; long-chain fatty acid-CoA ligase activity [GO:0004467]; very long-chain fatty acid-CoA ligase activity [GO:0031957]; long-chain fatty acid metabolic process [GO:0001676]; response to glucocorticoid [GO:0051384]; very long-chain fatty acid metabolic process [GO:0000038],GO:0000038; GO:0001676; GO:0004467; GO:0005524; GO:0005737; GO:0031410; GO:0031957; GO:0043231; GO:0051384; GO:0102391,Acsbg1,Q99PU5,NA
-0.409234667,23.32139486,-1.394891413,0.214324877,0.372268796,-5.753827432,Phytanoyl-CoA hydroxylase-interacting protein-like,PHIPL_MOUSE,,cytoplasm [GO:0005737]; mitochondrion [GO:0005739],GO:0005737; GO:0005739,Phyhipl,Q8BGT8,NA
-0.983466612,21.32792293,-1.391552303,0.215281124,0.3732572,-5.757834957,AP-3 complex subunit delta-1 (AP-3 complex subunit delta) (Adaptor-related protein complex 3 subunit delta-1) (Delta-adaptin) (mBLVR1),AP3D1_MOUSE,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Golgi apparatus membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}; Cytoplasmic side {ECO:0000250}.,axon [GO:0030424]; axon cytoplasm [GO:1904115]; endosome membrane [GO:0010008]; Golgi membrane [GO:0000139]; membrane coat [GO:0030117]; plasma membrane [GO:0005886]; postsynapse [GO:0098794]; presynaptic endosome [GO:0098830]; terminal bouton [GO:0043195]; trans-Golgi network [GO:0005802]; anterograde axonal transport [GO:0008089]; anterograde synaptic vesicle transport [GO:0048490]; antigen processing and presentation [GO:0019882]; antigen processing and presentation. exogenous lipid antigen via MHC class Ib [GO:0048007]; endosome to melanosome transport [GO:0035646]; intracellular protein transport [GO:0006886]; neurotransmitter receptor transport. postsynaptic endosome to lysosome [GO:0098943]; positive regulation of NK T cell differentiation [GO:0051138]; protein localization to membrane [GO:0072657]; protein localization to organelle [GO:0033365]; regulation of sequestering of zinc ion [GO:0061088]; synaptic vesicle budding from endosome [GO:0016182]; synaptic vesicle membrane organization [GO:0048499]; vesicle-mediated transport [GO:0016192]; zinc ion transport [GO:0006829],GO:0000139; GO:0005802; GO:0005886; GO:0006829; GO:0006886; GO:0008089; GO:0010008; GO:0016182; GO:0016192; GO:0019882; GO:0030117; GO:0030424; GO:0033365; GO:0035646; GO:0043195; GO:0048007; GO:0048490; GO:0048499; GO:0051138; GO:0061088; GO:0072657; GO:0098794; GO:0098830; GO:0098943; GO:1904115,Ap3d1,O54774,AP-3 adaptor complex
0.791494768,28.94385895,1.36399579,0.216141301,0.373299887,-5.900301934,Histone H2B type 1-P;Histone H2B type 1-K;Histone H2B type 1-C/E/G;Histone H2B type 2-B (H2b 616);Histone H2B type 1-H (h2B-221);Histone H2B type 1-B (h2B-143);Histone H2B type 1-M (H2B 291B);Histone H2B type 1-F/J/L (H2B 291A);Histone H2B type 1-A (Histone H2B. testis) (Testis-specific histone H2B),H2B1P_MOUSE;H2B1K_MOUSE;H2B1C_MOUSE;H2B2B_MOUSE;H2B1H_MOUSE;H2B1B_MOUSE;H2B1M_MOUSE;H2B1F_MOUSE;H2B1A_MOUSE,SUBCELLULAR LOCATION: Nucleus. Chromosome.;SUBCELLULAR LOCATION: Nucleus. Chromosome.;SUBCELLULAR LOCATION: Nucleus. Chromosome.;SUBCELLULAR LOCATION: Nucleus. Chromosome.;SUBCELLULAR LOCATION: Nucleus. Chromosome.;SUBCELLULAR LOCATION: Nucleus. Chromosome.;SUBCELLULAR LOCATION: Nucleus. Chromosome.;SUBCELLULAR LOCATION: Nucleus. Chromosome.;SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:23884607}. Chromosome {ECO:0000269|PubMed:23884607}.,cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleosome [GO:0000786]; nucleus [GO:0005634]; DNA binding [GO:0003677]; protein heterodimerization activity [GO:0046982]; nucleosome assembly [GO:0006334];cytosol [GO:0005829]; extracellular space [GO:0005615]; nucleoplasm [GO:0005654]; nucleosome [GO:0000786]; nucleus [GO:0005634]; DNA binding [GO:0003677]; protein heterodimerization activity [GO:0046982]; antibacterial humoral response [GO:0019731]; antimicrobial humoral immune response mediated by antimicrobial peptide [GO:0061844]; defense response to Gram-negative bacterium [GO:0050829]; defense response to Gram-positive bacterium [GO:0050830]; innate immune response in mucosa [GO:0002227]; killing of cells of other organism [GO:0031640]; nucleosome assembly [GO:0006334];cytosol [GO:0005829]; extracellular space [GO:0005615]; nucleoplasm [GO:0005654]; nucleosome [GO:0000786]; DNA binding [GO:0003677]; identical protein binding [GO:0042802]; protein heterodimerization activity [GO:0046982]; antibacterial humoral response [GO:0019731]; antimicrobial humoral immune response mediated by antimicrobial peptide [GO:0061844]; defense response to Gram-positive bacterium [GO:0050830]; innate immune response in mucosa [GO:0002227]; nucleosome assembly [GO:0006334];cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleosome [GO:0000786]; DNA binding [GO:0003677]; protein heterodimerization activity [GO:0046982]; nucleosome assembly [GO:0006334];nucleoplasm [GO:0005654]; nucleosome [GO:0000786]; DNA binding [GO:0003677]; protein heterodimerization activity [GO:0046982]; nucleosome assembly [GO:0006334];cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleosome [GO:0000786]; nucleus [GO:0005634]; DNA binding [GO:0003677]; protein heterodimerization activity [GO:0046982]; nucleosome assembly [GO:0006334];cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleosome [GO:0000786]; nucleus [GO:0005634]; DNA binding [GO:0003677]; protein heterodimerization activity [GO:0046982]; nucleosome assembly [GO:0006334];cytosol [GO:0005829]; extracellular space [GO:0005615]; nucleoplasm [GO:0005654]; nucleosome [GO:0000786]; nucleus [GO:0005634]; DNA binding [GO:0003677]; identical protein binding [GO:0042802]; protein heterodimerization activity [GO:0046982]; antibacterial humoral response [GO:0019731]; antimicrobial humoral immune response mediated by antimicrobial peptide [GO:0061844]; defense response to Gram-positive bacterium [GO:0050830]; innate immune response in mucosa [GO:0002227]; nucleosome assembly [GO:0006334];extrinsic component of plasma membrane [GO:0019897]; nuclear nucleosome [GO:0000788]; nucleoplasm [GO:0005654]; nucleosome [GO:0000786]; nucleus [GO:0005634]; DNA binding [GO:0003677]; histone binding [GO:0042393]; protein heterodimerization activity [GO:0046982]; chromatin organization [GO:0006325]; inflammatory response [GO:0006954]; mononuclear cell migration [GO:0071674]; nucleosome assembly [GO:0006334]; nucleosome disassembly [GO:0006337]; plasminogen activation [GO:0031639]; positive regulation of binding [GO:0051099]; spermatogenesis. exchange of chromosomal proteins [GO:0035093],GO:0000786; GO:0003677; GO:0005634; GO:0005654; GO:0005829; GO:0006334; GO:0046982;GO:0000786; GO:0002227; GO:0003677; GO:0005615; GO:0005634; GO:0005654; GO:0005829; GO:0006334; GO:0019731; GO:0031640; GO:0046982; GO:0050829; GO:0050830; GO:0061844;GO:0000786; GO:0002227; GO:0003677; GO:0005615; GO:0005654; GO:0005829; GO:0006334; GO:0019731; GO:0042802; GO:0046982; GO:0050830; GO:0061844;GO:0000786; GO:0003677; GO:0005654; GO:0005829; GO:0006334; GO:0046982;GO:0000786; GO:0003677; GO:0005654; GO:0006334; GO:0046982;GO:0000786; GO:0003677; GO:0005634; GO:0005654; GO:0005829; GO:0006334; GO:0046982;GO:0000786; GO:0003677; GO:0005634; GO:0005654; GO:0005829; GO:0006334; GO:0046982;GO:0000786; GO:0002227; GO:0003677; GO:0005615; GO:0005634; GO:0005654; GO:0005829; GO:0006334; GO:0019731; GO:0042802; GO:0046982; GO:0050830; GO:0061844;GO:0000786; GO:0000788; GO:0003677; GO:0005634; GO:0005654; GO:0006325; GO:0006334; GO:0006337; GO:0006954; GO:0019897; GO:0031639; GO:0035093; GO:0042393; GO:0046982; GO:0051099; GO:0071674,Hist1h2bp;Hist1h2bk;Hist1h2bc; Hist1h2be; Hist1h2bg;Hist2h2bb;Hist1h2bh;Hist1h2bb;Hist1h2bm;Hist1h2bf; Hist1h2bj; Hist1h2bl; Hist1h2bn;Hist1h2ba,Q8CGP2,NA
0.77055996,23.64102788,1.365149131,0.21579618,0.373299887,-5.898905733,MICOS complex subunit Mic26 (Apolipoprotein O) (MICOS complex subunit Mic23) (Protein FAM121B),MIC26_MOUSE,SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:Q9BUR5}; Single-pass membrane protein {ECO:0000255}. Mitochondrion {ECO:0000269|PubMed:24743151}. Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:Q9BUR5}. Golgi apparatus membrane {ECO:0000250|UniProtKB:Q9BUR5}. Note=Exists in three distinct forms: a glycosylated and secreted form. an ER/Golgi-resident form and a non-glycosylated mitochondrial form. {ECO:0000250|UniProtKB:Q9BUR5}.,cytosol [GO:0005829]; endoplasmic reticulum membrane [GO:0005789]; extracellular region [GO:0005576]; Golgi membrane [GO:0000139]; integral component of mitochondrial inner membrane [GO:0031305]; MICOS complex [GO:0061617]; mitochondrion [GO:0005739]; cristae formation [GO:0042407],GO:0000139; GO:0005576; GO:0005739; GO:0005789; GO:0005829; GO:0031305; GO:0042407; GO:0061617,Apoo,Q9DCZ4,NA
0.468038218,22.29813903,1.38742858,0.216467466,0.373299887,-5.762777677,Isovaleryl-CoA dehydrogenase. mitochondrial (IVD) (EC 1.3.8.4),IVD_MOUSE,SUBCELLULAR LOCATION: Mitochondrion matrix.,mitochondrial matrix [GO:0005759]; mitochondrial membrane [GO:0031966]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; flavin adenine dinucleotide binding [GO:0050660]; isovaleryl-CoA dehydrogenase activity [GO:0008470]; fatty acid beta-oxidation using acyl-CoA dehydrogenase [GO:0033539]; leucine catabolic process [GO:0006552],GO:0005654; GO:0005739; GO:0005759; GO:0006552; GO:0008470; GO:0031966; GO:0033539; GO:0050660,Ivd,Q9JHI5,NA
0.381190711,25.21301789,1.385828735,0.216929332,0.373428349,-5.764693324,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3 (Complex I-B12) (CI-B12) (NADH-ubiquinone oxidoreductase B12 subunit),NDUB3_MOUSE,SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:O43676}; Single-pass membrane protein {ECO:0000250|UniProtKB:O43676}; Matrix side {ECO:0000250|UniProtKB:O43676}.,integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]; mitochondrial respiratory chain complex I [GO:0005747]; mitochondrion [GO:0005739]; electron transport chain [GO:0022900]; mitochondrial respiratory chain complex I assembly [GO:0032981],GO:0005739; GO:0005743; GO:0005747; GO:0016021; GO:0022900; GO:0032981,Ndufb3,Q9CQZ6,NA
-0.415406559,23.20796124,-1.384122396,0.217422936,0.373610892,-5.76673529,Glycolipid transfer protein (GLTP),GLTP_MOUSE,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.,cytosol [GO:0005829]; membrane [GO:0016020]; glycolipid binding [GO:0051861]; identical protein binding [GO:0042802]; intermembrane lipid transfer activity [GO:0120013]; lipid binding [GO:0008289]; intermembrane lipid transfer [GO:0120009],GO:0005829; GO:0008289; GO:0016020; GO:0042802; GO:0051861; GO:0120009; GO:0120013,Gltp,Q9JL62,NA
-1.153998354,25.01963246,-1.35818344,0.217888016,0.373743856,-5.907328062,Acetyl-CoA acetyltransferase. mitochondrial (EC 2.3.1.9) (Acetoacetyl-CoA thiolase),THIL_MOUSE,SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250}.,mitochondrial inner membrane [GO:0005743]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; acetyl-CoA C-acetyltransferase activity [GO:0003985]; carbon-carbon lyase activity [GO:0016830]; coenzyme binding [GO:0050662]; enzyme binding [GO:0019899]; ligase activity. forming carbon-carbon bonds [GO:0016885]; metal ion binding [GO:0046872]; protein homodimerization activity [GO:0042803]; acetyl-CoA biosynthetic process [GO:0006085]; acetyl-CoA catabolic process [GO:0046356]; adipose tissue development [GO:0060612]; brain development [GO:0007420]; coenzyme A biosynthetic process [GO:0015937]; coenzyme A metabolic process [GO:0015936]; fatty acid beta-oxidation [GO:0006635]; isoleucine catabolic process [GO:0006550]; ketone body catabolic process [GO:0046952]; liver development [GO:0001889]; metanephric proximal convoluted tubule development [GO:0072229]; propionyl-CoA biosynthetic process [GO:1902860]; protein homooligomerization [GO:0051260]; response to hormone [GO:0009725]; response to organic cyclic compound [GO:0014070]; response to starvation [GO:0042594],GO:0001889; GO:0003985; GO:0005739; GO:0005743; GO:0005759; GO:0006085; GO:0006550; GO:0006635; GO:0007420; GO:0009725; GO:0014070; GO:0015936; GO:0015937; GO:0016830; GO:0016885; GO:0019899; GO:0042594; GO:0042803; GO:0046356; GO:0046872; GO:0046952; GO:0050662; GO:0051260; GO:0060612; GO:0072229; GO:1902860,Acat1,Q8QZT1,NA
-0.443359809,25.36609125,-1.353589743,0.219277332,0.375458878,-5.912869033,Microtubule-associated proteins 1A/1B light chain 3B (Autophagy-related protein LC3 B) (Autophagy-related ubiquitin-like modifier LC3 B) (MAP1 light chain 3-like protein 2) (MAP1A/MAP1B light chain 3 B) (MAP1A/MAP1B LC3 B) (Microtubule-associated protein 1 light chain 3 beta),MLP3B_MOUSE,SUBCELLULAR LOCATION: Cytoplasm. cytoskeleton. Endomembrane system; Lipid-anchor. Cytoplasmic vesicle. autophagosome membrane; Lipid-anchor. Cytoplasmic vesicle. autophagosome {ECO:0000250|UniProtKB:Q9GZQ8}. Note=LC3-II binds to the autophagic membranes (By similarity). Localizes also to discrete punctae along the ciliary axoneme. {ECO:0000250}.,autolysosome [GO:0044754]; autophagosome [GO:0005776]; autophagosome membrane [GO:0000421]; axon [GO:0030424]; axoneme [GO:0005930]; cytoplasm [GO:0005737]; cytoplasmic vesicle [GO:0031410]; cytosol [GO:0005829]; dendrite [GO:0030425]; endomembrane system [GO:0012505]; intracellular [GO:0005622]; membrane [GO:0016020]; microtubule [GO:0005874]; microtubule associated complex [GO:0005875]; mitochondrion [GO:0005739]; neuronal cell body [GO:0043025]; microtubule binding [GO:0008017]; protein domain specific binding [GO:0019904]; tubulin binding [GO:0015631]; ubiquitin protein ligase binding [GO:0031625]; autophagosome assembly [GO:0000045]; autophagosome maturation [GO:0097352]; autophagy [GO:0006914]; autophagy of mitochondrion [GO:0000422]; cellular response to nitrogen starvation [GO:0006995]; cellular response to starvation [GO:0009267]; macroautophagy [GO:0016236]; positive regulation of mucus secretion [GO:0070257]; positive regulation of protein binding [GO:0032092],GO:0000045; GO:0000421; GO:0000422; GO:0005622; GO:0005737; GO:0005739; GO:0005776; GO:0005829; GO:0005874; GO:0005875; GO:0005930; GO:0006914; GO:0006995; GO:0008017; GO:0009267; GO:0012505; GO:0015631; GO:0016020; GO:0016236; GO:0019904; GO:0030424; GO:0030425; GO:0031410; GO:0031625; GO:0032092; GO:0043025; GO:0044754; GO:0070257; GO:0097352,Map1lc3b,Q9CQV6,NA
