N. furzeri symbol,N. furzeri Gene Id,N. furzeri Protein Id,Human,Mouse,Chicken,Rat,Spotted Gar,Zebrafish,Medaka,Stickleback,Tetarodon,Fugu,Worm,Fly,N. furzeri Final Symbol
LOC107389736,XM_015966036.1,XP_015821522.1,CH507-9B2.3,D10Jhu81e,ENSGALG00000016918,RGD1303003,zgc:162944,zgc:162944,zgc:162944,zgc:162944,RGD1303003,zgc:162944,,,ch507-9b2.3 (2 of 3)
LOC107393695,XM_015972241.1,XP_015827727.1,CH507-9B2.3,D10Jhu81e,C1H21ORF33,RGD1303003,es1,es1,es1,es1,RGD1303003,si:ch211-153b23.5,,,ch507-9b2.3 (3 of 3)
LOC107377724,XM_015947521.1,XP_015803007.1,SYT14,Syt14,SYT14,Syt14,syt14b,syt14a,syt14b,syt14b,Syt14,syt14b,snt-2,Syt14,syt14 (1 of 2)
syt14,XM_015970460.1,XP_015825946.1,SYT14,Syt14,SYT14,Syt14,syt14b,syt14a,syt14a,syt14a,Syt14,syt14b,snt-1,Syt14,syt14 (2 of 2)
LOC107388783,XM_015964483.1,XP_015819969.1,,,,,,si:dkey-31c13.1,,,,,,,LOC107388783
LOC107395376,XM_015974751.1,XP_015830237.1,RASD2,Rasd2,RAP2B,Rasd2,zgc:153845,zgc:153845,,zgc:153845_1_many,Rasd2,zgc:153845_1_many,rap-1,CG13375,rasd2 (1 of 3)
LOC107376705,XM_015945964.1,XP_015801450.1,RASD2,Rasd2,RAP2B,Rasd2,zgc:153845,zgc:153845,,zgc:153845_1_many,Rasd2,zgc:153845_1_many,rap-1,CG13375,rasd2 (2 of 3)
LOC107391998,XM_015969551.1,XP_015825037.1,RASD2,Rasd2,RASD2,Rasd2,si:dkey-27j5.5,si:dkey-27j5.5,,si:dkey-27j5.5,Rasd2,zgc:114118,ssr-2,CG8641,rasd2 (3 of 3)
pex2,XM_015955386.1,XP_015810872.1,PEX2,Pex2,PEX2,Pex2,pex2,pex2,pex2,pex2,Pex2,pex2,prx-2,Pex2,pex2
phtf1,XM_015958551.1,XP_015814037.1,PHTF1,Phtf2,PHTF1,Phtf2,zgc:175264,PHTF1,zgc:175264,zgc:175264,Phtf2,zgc:175264,,phtf,phtf1
csgr08h3orf58,XM_015955100.1,XP_015810586.1,C3orf58,1190002N15Rik,C3orf58,RGD1309079,dia1a,dia1b,dia1a,dia1a,RGD1309079,dia1a,,CG11170,c3orf58
LOC107381609,XM_015953365.1,XP_015808851.1,ADRA1B,Taar8b,ADORA3,Taar7d,ENSLOCG00000004447,CR382281.1,ENSORLG00000005792,taar15_1_many,Taar7d,ENSTRUG00000007311,npr-22,AdoR,adra1b (1 of 4)
LOC107372572,XM_015940796.1,XP_015796282.1,ADRA1B,Adra1b,ADRA1B,Adra1b,adra1bb,adra1bb,adra1ba,adra1bb,Adra1b,adra1ba,dop-4,Oamb,adra1b (2 of 4)
adra1b,XM_015944065.1,XP_015799551.1,ADRA1B,Adra1b,ADRA1B,Adra1b,adra1bb,adra1bb,adra1bb,adra1bb,Adra1b,adra1bb,octr-1,Octbeta1R,adra1b (3 of 4)
LOC107374377,XM_015942525.1,XP_015798011.1,ADRA1B,Adra1b,ADRA1B,Adra1a,adra1bb,adra1ba,adra1bb,adra1bb,Adra1a,adra1ba,dop-4,Oamb,adra1b (4 of 4)
LOC107393676,XM_015972218.1,XP_015827704.1,GRK5,Grk5,GRK5,Grk5,grk5l,grk5l,,grk5l,Grk5,grk5l,grk-1,Gprk2,grk5
trmt11,XM_015949196.1,XP_015804682.1,TRMT11,Trmt11,TRMT11,Trmt11,trmt11,trmt11,trmt11,trmt11,Trmt11,trmt11,Y71F9AL.1,CG1074,trmt11
LOC107376032,XM_015944916.1,XP_015800402.1,PAPSS2,Papss2,PAPSS2,Papss2,papss2a,papss2b,papss2a,papss2a,Papss2,papss2a,pps-1,Papss,papss2
sntb2,XM_015965349.1,XP_015820835.1,SNTB2,Sntb2,SNTB2,Sntb2,sntb2,sntb2,SNTA1,sntb2,Sntb2,sntb2,stn-1,Syn1,sntb2
LOC107383697,XM_015956471.1,XP_015811957.1,OTOL1,Otol1,OTOL1,Otol1,ENSLOCG00000009248,CABZ01067232.1,ENSORLG00000006706,ENSGACG00000015768,Otol1,ENSTRUG00000003874,col-135,Cg25C,otol1 (1 of 3)
otol1,XM_015951863.1,XP_015807349.1,OTOL1,Otol1,OTOL1,Otol1,otol1b,otol1b,otol1b,otol1b,Otol1,otol1b,col-135,Cg25C,otol1 (2 of 3)
LOC107384008,XM_015956991.1,XP_015812477.1,OTOL1,Otol1,OTOL1,Otol1,otol1b,otol1a,,otol1a,Otol1,otol1a,col-135,Cg25C,otol1 (3 of 3)
kcnj1,XM_015952020.1,XP_015807506.1,KCNJ1,Kcnj1,KCNJ1,Kcnj1,kcnj1a.4,kcnj1a.1,kcnj1a.6,kcnj1a.4,Kcnj1,kcnj1a.6,irk-2,Irk1,kcnj1 (1 of 2)
LOC107387119,XM_015961892.1,XP_015817378.1,KCNJ1,Kcnj1,KCNJ1,Kcnj1,kcnj1a.4,kcnj1b,kcnj1b,kcnj1a.4,Kcnj1,kcnj1b,irk-2,Irk1,kcnj1 (2 of 2)
atxn7l1,XM_015958050.1,XP_015813536.1,ATXN7L1,Atxn7l1,ATXN7L1,Atxn7l1,atxn7l1,atxn7l1,atxn7,atxn7,Atxn7l1,atxn7l1,,,atxn7l1
LOC107385598,XM_015959583.1,XP_015815069.1,TSPAN11,Tspan11,CD151,Tspan11,tspan11,tspan11,tspan11,tspan11,Tspan11,tspan11,tsp-7,Tsp74F,tspan11
LOC107386490,XM_015960912.1,XP_015816398.1,MPDU1,Mpdu1,PQLC3,Mpdu1,mpdu1b,mpdu1b,mpdu1b,mpdu1a,Mpdu1,mpdu1a,F38E1.9,CG3792,mpdu1 (1 of 2)
mpdu1,XM_015957777.1,XP_015813263.1,MPDU1,Mpdu1,PQLC3,Mpdu1,mpdu1b,mpdu1b,mpdu1b,mpdu1b,Mpdu1,mpdu1b,F38E1.9,CG3792,mpdu1 (2 of 2)
LOC107375064,XM_015943409.1,XP_015798895.1,NIM1K,Nim1k,NIM1,Nim1k,nim1k,si:ch211-22d5.2,si:ch211-22d5.2,si:ch211-22d5.2,Nim1k,si:ch211-22d5.2,F49C5.4,CG4629,nim1k (1 of 4)
LOC107383581,XM_015956332.1,XP_015811818.1,NIM1K,Nim1k,NIM1,Nim1k,ENSLOCG00000003359,nim1k,ENSORLG00000018030,ENSGACG00000016838,Nim1k,ENSTRUG00000011305,F49C5.4,CG4629,nim1k (2 of 4)
nim1k,XM_015972879.1,XP_015828365.1,NIM1K,Nim1k,NIM1,Nim1k,nim1k,nim1k,nim1k,nim1k,Nim1k,nim1k,F49C5.4,CG4629,nim1k (3 of 4)
LOC107373553,XM_015941674.1,XP_015797160.1,NIM1K,Nim1k,NIM1,Nim1k,ENSLOCG00000003359,nim1k,,ENSGACG00000011228,Nim1k,ENSTRUG00000000800,F49C5.4,CG4629,nim1k (4 of 4)
amd1,XM_015975519.1,XP_015831005.1,AMD1,Amd1,AMD1,Amd1,amd1,amd1,amd1,amd1,Amd1,amd1,smd-1,SamDC,amd1
LOC107393833,XM_015972443.1,XP_015827929.1,MYO1H,Myo1h,MYO1H,Myo1c,myo1hb,myo1ha,myo1ha,myo1ha,Myo1c,myo1ha,hum-5,Myo61F,myo1h (1 of 2)
LOC107373543,XM_015941666.1,XP_015797152.1,MYO1H,Myo1h,MYO1H,Myo1c,myo1hb,myo1hb,,myo1hb,Myo1c,myo1hb,hum-5,Myo61F,myo1h (2 of 2)
map3k15,XM_015955484.1,XP_015810970.1,MAP3K15,Map3k15,MAP3K15,Map3k5,map3k15,map3k15,map3k5,map3k15,Map3k5,map3k15,nsy-1,Pk92B,map3k15
stac3,XM_015967504.1,XP_015822990.1,STAC3,Stac3,STAC,Stac3,stac3,stac3,stac3,stac3,Stac3,stac3,stam-1,CG43729,stac3
prep,XM_015947396.1,XP_015802882.1,PREP,Prep,PREP,Prep,prep,prep,prep,prep,Prep,prep,dpf-6,CG5355,prep
LOC107396396,XM_015976104.1,XP_015831590.1,,Ccdc163,EPS15,Ccdc163,ENSLOCG00000010605,CABZ01059120.1,,,Ccdc163,,,Eps-15,LOC107396396
LOC107392325,XM_015970070.1,XP_015825556.1,SCUBE1,Scube1,ENSGALG00000022958,Scube1,si:dkey-21a6.5,si:dkey-21a6.5,si:dkey-21a6.5,si:dkey-21a6.5,Scube1,SVEP1,clec-78,uif,scube1 (1 of 2)
scube1,XM_015953650.1,XP_015809136.1,SCUBE1,Scube1,SCUBE1,Scube1,scube1,scube1,scube1,scube1,Scube1,scube1,Y64G10A.7,frac,scube1 (2 of 2)
csgalnact2,XM_015943845.1,XP_015799331.1,CSGALNACT2,Csgalnact2,CSGALNACT2,Csgalnact2,csgalnact2,csgalnact2,csgalnact2,csgalnact2,Csgalnact2,csgalnact2,sqv-5,CG12913,csgalnact2
LOC107380863,XM_015952244.1,XP_015807730.1,PVRL3,Pvrl2,ENSGALG00000027419,Pvrl3,zgc:172122,CD200_1_many,zgc:172122,zgc:172122,Pvrl3,zgc:172122,him-4,kirre,pvrl3 (1 of 3)
LOC107380007,XM_015950985.1,XP_015806471.1,PVRL3,Pvrl3,PVRL3,Pvrl3,pvrl3b,pvrl3b,PVRL3_1_many,PVRL3_1_many,Pvrl3,PVRL3_1_many,syg-2,kirre,pvrl3 (2 of 3)
LOC107386550,XM_015961015.1,XP_015816501.1,PVRL3,Pvrl3,PVRL3,Pvrl3,pvrl3b,pvrl3b,,pvrl3b,Pvrl3,pvrl3b,syg-2,CG45263,pvrl3 (3 of 3)
LOC107384887,XM_015958400.1,XP_015813886.1,GUCA2A,Guca2a,GUCA2B,Guca2a,GUCA2A,si:ch211-220m17.4,,,Guca2a,,,,guca2a (1 of 2)
LOC107384886,XM_015958399.1,XP_015813885.1,GUCA2A,Guca2a,GUCA2B,Guca2a,GUCA2A,si:ch211-220m17.4,,,Guca2a,,,,guca2a (2 of 2)
zfp64,XM_015967156.1,XP_015822642.1,ZFP64,Zfp64,ZFP64,Zfp64,zfp64,zfp64,zfp64,zfp64,Zfp64,ENSTRUG00000000995,Y55F3AM.14,CG5245,zfp64
rax2,XM_015971312.1,XP_015826798.1,RAX,Rax,RAX2,Rax,rx1,rx1,rx1,rx1,Rax,rx1,ceh-8,Rx,rax (1 of 3)
rax,XM_015942900.1,XP_015798386.1,RAX,Rax,RAX1,Rax,rx3,rx3,rax,rx3,Rax,rx3,ceh-8,Rx,rax (2 of 3)
LOC107383675,XM_015956422.1,XP_015811908.1,RAX,Rax,RAX2,Rax,rx1,rx1,,rx2,Rax,rx2,ceh-8,Rx,rax (3 of 3)
LOC107384537,XM_015957835.1,XP_015813321.1,CHRM4,Chrm4,CHRM4,Chrm4,chrm4a,chrm4a,chrm2a,chrm4a,Chrm4,chrm4a,gar-3,mAChR-A,chrm4 (1 of 2)
chrm4,XM_015964121.1,XP_015819607.1,CHRM4,Chrm4,CHRM4,Chrm4,chrm4a,chrm4a,si:ch73-151m17.5,si:ch73-151m17.5,Chrm4,si:ch73-151m17.5,gar-3,mAChR-A,chrm4 (2 of 2)
LOC107388399,XM_015963906.1,XP_015819392.1,,Samd3,,Samd3,si:dkeyp-101e12.1,FO681361.1,si:dkeyp-2c8.3,si:dkeyp-2c8.3,Samd3,ENSTRUG00000001184,,,LOC107388399
LOC107384034,XM_015957047.1,XP_015812533.1,RAP2B,Rap2b,RAP2A,Rap2b,ENSLOCG00000017378,rap2b,ENSORLG00000015850,ENSGACG00000015009,Rap2b,ENSTRUG00000013947,rap-2,Rap2l,rap2b (1 of 2)
rap2b,XM_015951077.1,XP_015806563.1,RAP2B,Rap2b,RAP2A,Rap2b,ENSLOCG00000017378,rap2b,ENSORLG00000005875,ENSGACG00000010261,Rap2b,ENSTRUG00000013947,rap-2,Rap2l,rap2b (2 of 2)
LOC107383530,XM_015956207.1,XP_015811693.1,TMEM14C,Tmem14c,TMEM14A,Tmem14c,tmem14cb,tmem14cb,tmem14cb,tmem14ca,Tmem14c,tmem14ca,,CG5532,tmem14c (1 of 3)
LOC107383022,XM_015955425.1,XP_015810911.1,TMEM14C,Tmem14c,TMEM14A,Tmem14c,tmem14cb,tmem14ca,tmem14ca,tmem14ca,Tmem14c,tmem14ca,,CG5532,tmem14c (2 of 3)
LOC107395872,XM_015975346.1,XP_015830832.1,TMEM14C,Tmem14c,TMEM14A,LOC100361993,zgc:163080,TMEM14A,,zgc:163080,LOC100361993,zgc:163080,,CG5532,tmem14c (3 of 3)
LOC107397384,XM_015977372.1,XP_015832858.1,,,,,ENSLOCG00000009525,BX957278.2,,ENSGACG00000008723,,,,,LOC107397384
hdac9,XM_015949034.1,XP_015804520.1,HDAC9,Hdac9,HDAC9,Hdac9,hdac9b,hdac9b,hdac9b,hdac9b,Hdac9,hdac9b,,HDAC4,hdac9
LOC107397141,XM_015977050.1,XP_015832536.1,TEKT1,Tekt1,TEKT1,Tekt1,tekt1,tekt1,,tekt1,Tekt1,tekt1,R02E12.4,CG32819,tekt1
LOC107385010,XM_015958572.1,XP_015814058.1,RAP1GAP,Rap1gap,RAP1GAP,Rap1gap,si:dkey-166d12.2,RAP1GAP_1_many,si:dkey-166d12.2,si:dkey-166d12.2,Rap1gap,si:dkey-166d12.2,F53A10.2,RapGAP1,rap1gap (1 of 2)
LOC107373901,XM_015942041.1,XP_015797527.1,RAP1GAP,Rap1gap,RAP1GAP,Rap1gap,si:dkey-166d12.2,rap1gap,rap1gap,rap1gap,Rap1gap,rap1gap,F53A10.2,RapGAP1,rap1gap (2 of 2)
LOC107385911,XM_015960069.1,XP_015815555.1,PNMA1,Pnma1,,Pnma1,,,PNMA2,,Pnma1,,,,pnma1 (1 of 4)
LOC107374633,XM_015942783.1,XP_015798269.1,PNMA1,Zcchc18,,Moap1,,,PNMA2,,Moap1,,,,pnma1 (2 of 4)
LOC107373950,XM_015942093.1,XP_015797579.1,PNMA1,Moap1,,Moap1,,,,,Moap1,,,,pnma1 (3 of 4)
LOC107376135,XM_015945085.1,XP_015800571.1,PNMA1,Pnma1,,Pnma1,,,,,Pnma1,,,,pnma1 (4 of 4)
rnps1,XM_015945566.1,XP_015801052.1,RNPS1,Rnps1,RNPS1,LOC688526,rnps1,RNPS1_1_many,rnps1,rnps1,LOC688526,rnps1,rnp-5,RnpS1,rnps1
ssfa2,XM_015965952.1,XP_015821438.1,SSFA2,Ssfa2,SSFA2,Ssfa2,ssfa2,ssfa2,ssfa2,ssfa2,Ssfa2,ssfa2,,olf186-M,ssfa2
LOC107378951,XM_015949466.1,XP_015804952.1,C8orf76,9130401M01Rik,ENSGALG00000016380,RGD1310852,zgc:101716,zgc:101716,zgc:101716,zgc:101716,RGD1310852,zgc:101716,,,c8orf76
ap1m1,XM_015956360.1,XP_015811846.1,AP1M1,Ap1m1,AP1M1,Ap1m1,ap1m3,ap1m1,ap1m1,ap1m1,Ap1m1,ap1m1,unc-101,AP-1mu,ap1m1 (1 of 2)
LOC107392936,XM_015971013.1,XP_015826499.1,AP1M1,Ap1m1,AP1M1,Ap1m1,ap1m3,ap1m3,ap1m3,ap1m3,Ap1m1,ap1m3,unc-101,AP-1mu,ap1m1 (2 of 2)
LOC107385115,XM_015958766.1,XP_015814252.1,CACNA2D3,Cacna2d3,CACNA2D3,Cacna2d3,cacna2d3,cacna2d3,,cacna2d3,Cacna2d3,cacna2d3,unc-36,stj,cacna2d3 (1 of 4)
LOC107395649,XM_015975066.1,XP_015830552.1,CACNA2D3,Cacna2d3,CACNA2D3,Cacna2d3,cacna2d3,cacna2d3,,cacna2d3,Cacna2d3,CACNA2D3_1_many,,CG42817,cacna2d3 (2 of 4)
LOC107391001,XM_015968016.1,XP_015823502.1,CACNA2D3,Cacna2d3,CACNA2D3,Cacna2d3,cacna2d3,cacna2d3,,CACNA2D3_1_many,Cacna2d3,CACNA2D3_1_many,unc-36,stj,cacna2d3 (3 of 4)
LOC107395004,XM_015974260.1,XP_015829746.1,CACNA2D3,Cacna2d3,CACNA2D3,Cacna2d3,cacna2d3,cacna2d3,,cacna2d3,Cacna2d3,CACNA2D3_1_many,unc-36,stj,cacna2d3 (4 of 4)
tbl1xr1,XM_015962270.1,XP_015817756.1,TBL1XR1,Tbl1xr1,TBL1XR1,Tbl1xr1,tbl1xr1a,tbl1xr1a,tbl1xr1a,tbl1xr1a,Tbl1xr1,tbl1xr1a,wdr-5.1,ebi,tbl1xr1
ubl7,XM_015954108.1,XP_015809594.1,UBL7,Ubl7,UBL7,Ubl7,ubl7a,ubl7a,ubl7b,ubl7b,Ubl7,ubl7b,,CG3223,ubl7
rps10,XM_015958589.1,XP_015814075.1,RPS10,Rps10,RPS10,LOC100361240,rps10,rps10,rps10,rps10,LOC100361240,rps10,rps-10,RpS10b,rps10
crispld2,XM_015952974.1,XP_015808460.1,CRISPLD2,Crispld2,CRISPLD2,Crispld2,CRISPLD2,CRISPLD2,CRISPLD2,CRISPLD2,Crispld2,CRISPLD2,scl-19,CG8483,crispld2
LOC107392871,XM_015970927.1,XP_015826413.1,MOB3A,Mob3a,MOB3A,Mob3a,mob3a,mob3a,mob3a,mob3c,Mob3a,mob3a,T12B3.4,Mob3,mob3a
LOC107381574,XM_015953321.1,XP_015808807.1,IL17A,Il17a,IL17F,Il17f,il17a/f1,il17a/f2,il17d,il17d_1_many,Il17f,il17d,,,il17a
LOC107374524,XM_015942678.1,XP_015798164.1,NR2F6,Nr2f6,NR2F2,Nr2f6,nr2f6a,nr2f6a,NR2F6_1_many,NR2F6_1_many,Nr2f6,NR2F6_1_many,unc-55,svp,nr2f6 (1 of 2)
nr2f6,XM_015970915.1,XP_015826401.1,NR2F6,Nr2f6,NR2F1,Nr2f6,nr2f6a,nr2f6b,NR2F6_1_many,NR2F6_1_many,Nr2f6,NR2F6_1_many,unc-55,svp,nr2f6 (2 of 2)
LOC107382727,XM_015954980.1,XP_015810466.1,,,,,,,,,,,,,LOC107382727
eif3m,XM_015954054.1,XP_015809540.1,EIF3M,Eif3m,EIF3M,Eif3m,eif3m,eif3m,eif3m,eif3m,Eif3m,eif3m,cif-1,Tango7,eif3m
ube2d1,XM_015951541.1,XP_015807027.1,UBE2D2,Ube2d2a,UBE2D3,Ube2d3,ube2d3,ube2d2,ube2d2,ube2d2,Ube2d3,ube2d2,let-70,eff,ube2d2 (1 of 3)
ube2d2,XM_015952317.1,XP_015807803.1,UBE2D2,Ube2d2a,UBE2D1,Ube2d3,ube2d3,ube2d2l,ube2d2l,ube2d2l,Ube2d3,ube2d2l,let-70,eff,ube2d2 (2 of 3)
ube2d3,XM_015969358.1,XP_015824844.1,UBE2D2,Ube2d2a,UBE2D3,Ube2d3,ube2d3,ube2d2,,ENSGACG00000005044,Ube2d3,ube2d2,let-70,eff,ube2d2 (3 of 3)
aff3,XM_015966131.1,XP_015821617.1,AFF3,Aff3,AFF3,Aff3,aff3,aff3,aff3,aff3,Aff3,aff3,Y55B1BR.2,lilli,aff3
aste1,XM_015955904.1,XP_015811390.1,ASTE1,Aste1,ASTE1,Aste1,ASTE1,ASTE1_1_many,ASTE1,ASTE1_1_many,Aste1,ASTE1,,ast,aste1
dok6,XM_015955290.1,XP_015810776.1,DOK6,Dok6,DOK6,Dok6,dok6,dok6,dok6,dok6,Dok6,dok6,rog-1,CG13398,dok6
ranbp9,XM_015955997.1,XP_015811483.1,RANBP9,Ranbp9,RANBP9,Ranbp9,ranbp9,ranbp9,ranbp9,ranbp9,Ranbp9,ranbp9,Y54E5A.7,RanBPM,ranbp9
LOC107372431,XM_015940675.1,XP_015796161.1,OR7D2,Csprs,ENSGALG00000009030,Csprs,zgc:194312,zgc:194312,,zgc:194312,Csprs,zgc:194312,octr-1,Lkr,or7d2
LOC107383454,XM_015956073.1,XP_015811559.1,APOO,Apoo-ps,APOO,Apoo,apooa,apooa,apooa,apooa,Apoo,apool,,,apoo (1 of 2)
apoo,XM_015955567.1,XP_015811053.1,APOO,Apoo-ps,APOO,Apoo,apooa,apoob,apoob,apoob,Apoo,apool,,CG5903,apoo (2 of 2)
LOC107373062,XM_015941243.1,XP_015796729.1,PPTC7,Pptc7,PPTC7,Pptc7,pptc7b,pptc7b,pptc7b,pptc7b,Pptc7,pptc7b,W09D10.4,CG12091,pptc7 (1 of 2)
pptc7,XM_015971883.1,XP_015827369.1,PPTC7,Pptc7,PPTC7,Pptc7,pptc7b,pptc7a,pptc7a,pptc7a,Pptc7,pptc7a,W09D10.4,CG12091,pptc7 (2 of 2)
LOC107395623,XM_015975038.1,XP_015830524.1,,,,,,,,,,,,,LOC107395623
dclk3,XM_015973977.1,XP_015829463.1,DCLK3,Dclk3,DCLK3,Dclk3,dclk3,dclk3,dclk3,dclk3,Dclk3,dclk3,F32D8.1,CG17528,dclk3 (1 of 3)
LOC107379290,XM_015949986.1,XP_015805472.1,DCLK3,Dclk3,DCLK3,Plk5,ENSLOCG00000005019,nek8,ENSORLG00000015312,ENSGACG00000012420,Plk5,mylk4a,ZC373.4,AMPKalpha,dclk3 (2 of 3)
LOC107384254,XM_015957399.1,XP_015812885.1,DCLK3,Dclk3,DCLK3,Dclk3,ENSLOCG00000005019,mylk2,ENSORLG00000015312,ENSGACG00000012420,Dclk3,mylk4a,dkf-2,CG42366,dclk3 (3 of 3)
ntpcr,XM_015943938.1,XP_015799424.1,NTPCR,Ntpcr,NTPCR,Ntpcr,ntpcr,ntpcr,ntpcr,ntpcr,Ntpcr,ntpcr,,CG10581,ntpcr
LOC107396586,XM_015976357.1,XP_015831843.1,MPP2,Mpp2,MPP2,Mpp2,mpp2a,mpp2a,mpp2a,mpp2b,Mpp2,mpp2a,lin-2,vari,mpp2 (1 of 2)
LOC107388104,XM_015963490.1,XP_015818976.1,MPP2,Mpp2,MPP2,Mpp2,mpp2a,mpp2b,,mpp2b,Mpp2,mpp2a,lin-2,vari,mpp2 (2 of 2)
thumpd2,XM_015944704.1,XP_015800190.1,THUMPD2,Thumpd2,THUMPD2,Thumpd2,thumpd2,thumpd2,thumpd2,thumpd3,Thumpd2,thumpd3,M04B2.2,,thumpd2
csgr09h7orf26,XM_015957557.1,XP_015813043.1,C7orf26,E130309D02Rik,C7orf26,LOC683674,zgc:56409,zgc:56409,zgc:56409,zgc:56409,LOC683674,zgc:56409,,CG5274,c7orf26
LOC107387547,XM_015962563.1,XP_015818049.1,PLA2R1,Pkd1,PKD1,Pkd1,pkd1b,CLEC3A,ENSORLG00000006415,si:dkey-26c10.5,Pkd1,mrc1b_1_many,clec-42,,pla2r1 (1 of 4)
pla2r1,XM_015953451.1,XP_015808937.1,PLA2R1,Pla2r1,PLA2R1,Pla2r1,si:ch211-153g16.3,PLA2R1,si:ch211-153g16.3,si:ch211-153g16.3,Pla2r1,ly75,clec-53,lectin-21Ca,pla2r1 (2 of 4)
LOC107379095,XM_015949690.1,XP_015805176.1,PLA2R1,Mrc2,ENSGALG00000027765,Mrc2,ENSLOCG00000003278,CR786582.1,ENSORLG00000006026,ENSGACG00000004756,Mrc2,mrc1b_1_many,clec-53,,pla2r1 (3 of 4)
LOC107381851,XM_015953768.1,XP_015809254.1,PLA2R1,Pla2r1,MRC2,Pla2r1,ENSLOCG00000003278,si:ch211-225k7.5,ENSORLG00000010154,ENSGACG00000017354,Pla2r1,MRC2,F52E1.2,,pla2r1 (4 of 4)
coil,XM_015968966.1,XP_015824452.1,COIL,Coil,COIL,Coil,coil,coil,coil,coil,Coil,coil,,,coil
trmt2b,XM_015944734.1,XP_015800220.1,TRMT2B,Trmt2b,ENSGALG00000026076,Trmt2a,trmt2b,trmt2b,trmt2b,trmt2b,Trmt2a,fat-5,H24K24.4,CG3808,trmt2b (1 of 2)
LOC107373393,XM_015941536.1,XP_015797022.1,TRMT2B,Trmt2b,ENSGALG00000026076,Trmt2a,trmt2b,trmt2b,trmt2b,trmt2b,Trmt2a,fat-5,H24K24.4,CG3808,trmt2b (2 of 2)
LOC107377276,XM_015946791.1,XP_015802277.1,NEDD9,Nedd9,BCAR1,Efs,nedd9,EFS,EFS,EFS,Efs,EFS,sem-5,p130CAS,nedd9 (1 of 2)
nedd9,XM_015974182.1,XP_015829668.1,NEDD9,Nedd9,NEDD9,Nedd9,nedd9,nedd9,nedd9,nedd9,Nedd9,nedd9,sem-5,p130CAS,nedd9 (2 of 2)
acad8,XM_015951148.1,XP_015806634.1,ACAD8,Acad8,ACAD8,Acad8,acad8,acad8,acad8,acad8,Acad8,acad8,acdh-9,Arc42,acad8
tenm4,XM_015951297.1,XP_015806783.1,TENM4,Tenm4,TENM4,Tenm4,tenm4,tenm4,tenm4_1_many,tenm4,Tenm4,tenm4,ten-1,Ten-m,tenm4
caprin2,XM_015953425.1,XP_015808911.1,CAPRIN2,Caprin2,CAPRIN2,Caprin2,caprin2,caprin2,caprin2,caprin2,Caprin2,caprin2,,Capr,caprin2
kctd6,XM_015968127.1,XP_015823613.1,KCTD6,Kctd6,KCTD6,Kctd6,kctd6a,kctd6b,kctd6b,kctd6b,Kctd6,kctd6b,VM106R.1,CG10440,kctd6
LOC107396948,XM_015976799.1,XP_015832285.1,DAAM1,Daam2,DAAM1,Daam2,daam1a,daam1b,ENSORLG00000008721,ENSGACG00000001996,Daam2,ENSTRUG00000004169,daam-1,DAAM,daam1 (1 of 2)
daam1,XM_015947275.1,XP_015802761.1,DAAM1,Daam1,DAAM1,Daam2,daam1a,daam1b,daam1a,ENSGACG00000001996,Daam2,ENSTRUG00000004169,daam-1,DAAM,daam1 (2 of 2)
msl3,XM_015952556.1,XP_015808042.1,MSL3,Msl3,MSL3,Msl3,MSL3,morf4l1,MSL3,MSL3,Msl3,MSL3,,msl-3,msl3
LOC107389788,XM_015966141.1,XP_015821627.1,,,,,si:ch211-201h21.5,si:dkey-4e7.3,si:dkey-4e7.3,si:dkey-4e7.3,,si:dkey-4e7.3,Y43F8C.13,CG11158,LOC107389788
sarnp,XM_015967022.1,XP_015822508.1,SARNP,Sarnp,SARNP,Sarnp,sarnp,sarnp,sarnp,sarnp,Sarnp,sarnp,Y53G8AR.6,CG8149,sarnp
rfc2,XM_015968835.1,XP_015824321.1,RFC2,Rfc2,RFC2,Rfc2,rfc2,rfc2,rfc2,rfc2,Rfc2,rfc2,rfc-2,RfC4,rfc2
LOC107373723,XM_015941875.1,XP_015797361.1,RGS18,Rgs18,RGS18,Rgs18,rgs18,rgs18,,rgs18,Rgs18,rgs18,rgs-2,Dhit,rgs18
erp27,XM_015954250.1,XP_015809736.1,ERP27,Erp27,ERP27,Erp27,ERP27,p4hb,ERP27,ERP27,Erp27,p4hb,pdi-2,Pdi,erp27
dgkq,XM_015952273.1,XP_015807759.1,DGKQ,Dgkq,DGKQ,Dgkq,DGKQ,dgkaa,DGKQ,DGKQ,Dgkq,DGKQ,dgk-1,CG31140,dgkq
LOC107390471,XM_015967197.1,XP_015822683.1,CAMTA1,Camta1,CAMTA1,Camta1,CAMTA1_1_many,camta1a,camta1a,camta1,Camta1,camta1a,camt-1,Camta,camta1 (1 of 2)
camta1,XM_015959494.1,XP_015814980.1,CAMTA1,Camta1,CAMTA1,Camta1,CAMTA2,camta1b,camta1,camta1,Camta1,camta1,camt-1,Camta,camta1 (2 of 2)
slc35b1,XM_015948777.1,XP_015804263.1,SLC35B1,Slc35b1,SLC35B1,Slc35b1,slc35b1,slc35b1,slc35b1,slc35b1,Slc35b1,slc35b1,hut-1,meigo,slc35b1
LOC107386672,XM_015961213.1,XP_015816699.1,CYB5R3,Cyb5r1,CYB5R3,Cyb5r3,cyb5r1,cyb5r3,cyb5r2,cyb5r3,Cyb5r3,cyb5r3,hpo-19,CG5946,cyb5r3
